window,entry_thr,exit_ratio,trades,win_rate,pf,total_pnl,propagation_rate,cost_model
24,0.002,0.8,172,0.2558139534883721,0.4529877994769665,-32.97803920842618,0.9941860465116279,Old (0.02% fixed)
24,0.002,0.5,174,0.2413793103448276,0.4502525128961898,-30.18876525538242,0.9770114942528736,Old (0.02% fixed)
24,0.0015,0.5,366,0.22950819672131148,0.4492685475466411,-67.75806347770609,0.9699453551912568,Old (0.02% fixed)
24,0.001,1.0,920,0.24347826086956523,0.44910568547744595,-214.19546053348392,0.9728260869565217,Old (0.02% fixed)
24,0.003,0.8,61,0.3442622950819672,0.4474468807625516,-9.166879671779853,1.0,Old (0.02% fixed)
24,0.002,1.0,171,0.26900584795321636,0.4463334556394829,-35.63083019041016,0.9941520467836257,Old (0.02% fixed)
12,0.001,0.2,864,0.21875,0.4366489206800374,-141.57089355917037,0.9791666666666666,Old (0.02% fixed)
12,0.001,1.0,725,0.24551724137931036,0.43628358997838246,-159.3367920064837,0.9793103448275862,Old (0.02% fixed)
24,0.003,1.0,61,0.32786885245901637,0.4249798150425451,-9.911844158150183,1.0,Old (0.02% fixed)
24,0.001,0.8,966,0.22981366459627328,0.4244291687543986,-224.73377787348463,0.9782608695652174,Old (0.02% fixed)
12,0.001,0.1,916,0.20305676855895197,0.41808653247342287,-149.8780756466126,0.9792576419213974,Old (0.02% fixed)
24,0.0015,0.1,483,0.19875776397515527,0.41312685303682484,-69.00961630199261,0.9875776397515528,Old (0.02% fixed)
24,0.001,0.5,1028,0.22568093385214008,0.4117185174901636,-219.13736744193284,0.9824902723735408,Old (0.02% fixed)
24,0.0015,0.2,430,0.2186046511627907,0.4082539373235101,-69.85256801111643,0.9883720930232558,Old (0.02% fixed)
3,0.003,0.8,18,0.2222222222222222,0.40786052060481226,-2.954365386946008,1.0,Old (0.02% fixed)
3,0.0005,1.0,1922,0.204474505723205,0.4066874862443137,-597.8026559354687,0.9661810613943809,Old (0.02% fixed)
6,0.0005,1.0,2600,0.2123076923076923,0.3912556717242865,-851.8840331357031,0.9753846153846154,Old (0.02% fixed)
3,0.0005,0.8,1953,0.19866871479774706,0.3872103312369666,-614.7357491421014,0.967741935483871,Old (0.02% fixed)
3,0.003,1.0,18,0.2222222222222222,0.3857499746803591,-3.215170101306379,1.0,Old (0.02% fixed)
6,0.003,0.1,33,0.30303030303030304,0.38527913171922806,-4.847269784142943,0.9696969696969697,Old (0.02% fixed)
6,0.003,0.2,32,0.28125,0.38432162950906607,-4.861385940582127,0.9375,Old (0.02% fixed)
3,0.0005,0.5,2007,0.19182859990034878,0.37821718850974806,-607.8462944869011,0.9691081215744893,Old (0.02% fixed)
6,0.0005,0.8,2671,0.21153126169973793,0.3766478866448823,-866.5251791835931,0.9711718457506552,Old (0.02% fixed)
3,0.0005,0.2,2064,0.1923449612403101,0.37047135973492795,-607.3410492508331,0.9772286821705426,Old (0.02% fixed)
24,0.003,0.5,61,0.26229508196721313,0.3670192410753512,-10.182379217233363,1.0,Old (0.02% fixed)
6,0.003,0.5,31,0.2903225806451613,0.3618309840355883,-5.278474334645143,1.0,Old (0.02% fixed)
3,0.0005,0.1,2088,0.18582375478927204,0.3550314070365293,-625.1021913370907,0.9727011494252874,Old (0.02% fixed)
24,0.001,0.2,1271,0.17466561762391816,0.35067600832565166,-256.4187366766681,0.978756884343037,Old (0.02% fixed)
6,0.0005,0.5,2840,0.19612676056338027,0.3480771662502778,-913.621902816413,0.9721830985915493,Old (0.02% fixed)
24,0.0005,1.0,3348,0.17951015531660694,0.3478340198981251,-1405.9315603583177,0.97610513739546,Old (0.02% fixed)
12,0.0005,1.0,3138,0.20650095602294455,0.3427608511163024,-1225.675740841696,0.9764181007010835,Old (0.02% fixed)
24,0.0005,0.8,3518,0.1856168277430358,0.3402589266650059,-1450.3154553837205,0.9792495736213758,Old (0.02% fixed)
24,0.001,0.1,1445,0.15155709342560553,0.32530456755092046,-283.2074184763169,0.9833910034602076,Old (0.02% fixed)
12,0.0005,0.8,3259,0.1979134703896901,0.3229815630688779,-1259.086232802395,0.9785210187173979,Old (0.02% fixed)
6,0.0005,0.2,3060,0.1803921568627451,0.3125116158687186,-1000.8085521362743,0.9748366013071895,Old (0.02% fixed)
12,0.0005,0.5,3521,0.19028685032661175,0.30457081357249244,-1311.7545615102258,0.9758591309287135,Old (0.02% fixed)
24,0.0005,0.5,3962,0.17819283190307925,0.29651025008984366,-1645.581165891778,0.9810701665825341,Old (0.02% fixed)
