pair,trades,win_rate,avg_pnl,total_pnl
AUDJPY,1104,0.35144927536231885,-0.034655502998630225,-38.259675310487765
CHFJPY,564,0.3617021276595745,-0.040837799174103934,-23.032518734194618
EURJPY,1391,0.393961179007908,0.009171541644241527,12.757614427139963
GBPJPY,1068,0.35580524344569286,-0.018050442637041357,-19.27787273636017
NZDJPY,835,0.3532934131736527,-0.057876492268828454,-48.32687104447176
USDJPY,1393,0.40559942569992824,0.005606775046589217,7.81023763989878
