pair,source_pair,case_type,direction,entry_time,exit_time,exit_reason,propagation,pnl_pct,entry_spread
AUDJPY,AUDJPY,B,LONG,2022-06-15 22:10:00,2022-06-15 22:50:00,spread_reduced,Pseudo,-0.23745541120303212,-0.003003982245318192
NZDJPY,NZDJPY,B,LONG,2022-06-15 22:10:00,2022-06-15 22:50:00,stop,Pseudo,-0.5786438480421263,-0.0030039822453181903
CHFJPY,CHFJPY,B,LONG,2022-06-15 22:15:00,2022-06-15 23:00:00,spread_reduced,Pseudo,-0.17140038002908903,-0.0034676388941443995
USDJPY,USDJPY,B,LONG,2022-06-16 00:50:00,2022-06-16 02:20:00,spread_reduced,Real,0.43155636612020787,-0.00346252477702555
EURJPY,EURJPY,B,LONG,2022-06-16 00:50:00,2022-06-16 02:20:00,spread_reduced,Real,-0.0004346336376914728,-0.0034625247770255487
GBPJPY,GBPJPY,B,LONG,2022-06-16 00:50:00,2022-06-16 02:20:00,spread_reduced,Real,-0.04176328885369118,-0.0034625247770255487
AUDJPY,AUDJPY,B,LONG,2022-06-16 00:50:00,2022-06-16 02:20:00,spread_reduced,Real,0.17868957642182734,-0.0034625247770255483
NZDJPY,NZDJPY,B,LONG,2022-06-16 00:50:00,2022-06-16 02:20:00,spread_reduced,Real,0.13756920749800433,-0.0034625247770255466
CHFJPY,CHFJPY,B,LONG,2022-06-16 00:50:00,2022-06-16 02:20:00,spread_reduced,Neither,-0.1396853926380337,-0.0034625247770255457
USDJPY,USDJPY,B,SHORT,2022-06-16 08:15:00,2022-06-16 11:15:00,spread_reduced,Real,1.2343975887178504,0.0037429443612442435
EURJPY,EURJPY,B,SHORT,2022-06-16 08:15:00,2022-06-16 11:15:00,spread_reduced,Real,1.0582347611778529,0.0037429443612442444
GBPJPY,GBPJPY,B,SHORT,2022-06-16 08:15:00,2022-06-16 11:15:00,spread_reduced,Pseudo,1.2647562466067872,0.0037429443612442452
AUDJPY,AUDJPY,B,SHORT,2022-06-16 08:15:00,2022-06-16 11:15:00,spread_reduced,Real,1.4962851889939732,0.003742944361244246
NZDJPY,NZDJPY,B,SHORT,2022-06-16 08:15:00,2022-06-16 11:15:00,spread_reduced,Real,1.2200622871900344,0.0037429443612442465
CHFJPY,CHFJPY,B,SHORT,2022-06-16 08:15:00,2022-06-16 11:15:00,spread_reduced,Real,1.4393138929670684,0.003742944361244247
USDJPY,USDJPY,B,LONG,2022-06-16 13:10:00,2022-06-16 14:10:00,spread_reduced,Both,0.22013138677667854,-0.0034575797819404257
EURJPY,EURJPY,B,LONG,2022-06-16 13:10:00,2022-06-16 14:10:00,spread_reduced,Pseudo,-0.10363190711454306,-0.0034575797819404244
GBPJPY,GBPJPY,B,LONG,2022-06-16 13:10:00,2022-06-16 14:10:00,spread_reduced,Both,0.04678430537471042,-0.0034575797819404244
AUDJPY,AUDJPY,B,LONG,2022-06-16 13:10:00,2022-06-16 14:10:00,stop,Pseudo,-0.634704762136192,-0.0034575797819404227
NZDJPY,NZDJPY,B,LONG,2022-06-16 13:10:00,2022-06-16 14:10:00,spread_reduced,Pseudo,-0.17387506414158946,-0.003457579781940423
CHFJPY,CHFJPY,B,LONG,2022-06-16 13:10:00,2022-06-16 14:10:00,spread_reduced,Pseudo,0.2983794348727272,-0.0034575797819404223
USDJPY,USDJPY,B,LONG,2022-06-16 14:15:00,2022-06-16 14:45:00,spread_reduced,Real,0.01655307659402065,-0.0031635396064976953
EURJPY,EURJPY,B,LONG,2022-06-16 14:15:00,2022-06-16 14:45:00,spread_reduced,Real,0.4211793130832383,-0.003163539606497693
GBPJPY,GBPJPY,B,LONG,2022-06-16 14:15:00,2022-06-16 14:45:00,spread_reduced,Pseudo,-0.1049198497025857,-0.003163539606497693
AUDJPY,AUDJPY,B,LONG,2022-06-16 14:15:00,2022-06-16 14:45:00,spread_reduced,Pseudo,0.052039464649415265,-0.003163539606497693
NZDJPY,NZDJPY,B,LONG,2022-06-16 14:15:00,2022-06-16 14:45:00,spread_reduced,Real,0.046807208452478065,-0.003163539606497693
CHFJPY,CHFJPY,B,LONG,2022-06-16 14:15:00,2022-06-16 14:45:00,spread_reduced,Pseudo,0.22461702570353292,-0.0031635396064976914
USDJPY,USDJPY,B,SHORT,2022-06-16 15:50:00,2022-06-16 16:00:00,spread_reduced,Pseudo,-0.32133477260535653,0.003575065733045659
EURJPY,EURJPY,B,SHORT,2022-06-16 15:50:00,2022-06-16 16:00:00,spread_reduced,Pseudo,-0.4731829403480381,0.003575065733045662
GBPJPY,GBPJPY,B,SHORT,2022-06-16 15:50:00,2022-06-16 16:00:00,spread_reduced,Pseudo,-0.32427365070997194,0.003575065733045661
AUDJPY,AUDJPY,B,SHORT,2022-06-16 15:50:00,2022-06-16 16:00:00,stop,Pseudo,-0.5772396802875557,0.003575065733045661
NZDJPY,NZDJPY,B,SHORT,2022-06-16 15:50:00,2022-06-16 16:00:00,spread_reduced,Pseudo,-0.48210901778755755,0.003575065733045662
CHFJPY,CHFJPY,B,SHORT,2022-06-16 15:50:00,2022-06-16 16:00:00,spread_reduced,Pseudo,-0.27514528628240037,0.003575065733045663
EURJPY,EURJPY,B,LONG,2022-06-16 17:40:00,2022-06-16 18:15:00,spread_reduced,Neither,-0.15357516399242915,-0.004183489293207764
GBPJPY,GBPJPY,B,LONG,2022-06-16 17:40:00,2022-06-16 18:15:00,spread_reduced,Real,-0.32811668191288595,-0.004183489293207763
AUDJPY,AUDJPY,B,LONG,2022-06-16 17:40:00,2022-06-16 18:15:00,spread_reduced,Real,-0.13178619962372906,-0.004183489293207763
NZDJPY,NZDJPY,B,LONG,2022-06-16 17:40:00,2022-06-16 18:15:00,spread_reduced,Neither,-0.1938992543922824,-0.004183489293207762
CHFJPY,CHFJPY,B,LONG,2022-06-16 17:40:00,2022-06-16 18:15:00,spread_reduced,Neither,0.05251000010316383,-0.0041834892932077605
USDJPY,USDJPY,B,LONG,2022-06-16 20:40:00,2022-06-16 21:15:00,spread_reduced,Pseudo,0.022969017660560514,-0.004547020391519347
EURJPY,EURJPY,B,LONG,2022-06-17 03:00:00,2022-06-17 03:15:00,spread_reduced,Pseudo,-0.24814368239365708,-0.0030084318347957505
GBPJPY,GBPJPY,B,LONG,2022-06-17 03:00:00,2022-06-17 03:15:00,spread_reduced,Pseudo,-0.3378487911748033,-0.0030084318347957505
AUDJPY,AUDJPY,B,LONG,2022-06-17 03:00:00,2022-06-17 03:15:00,spread_reduced,Both,-0.2797305947361458,-0.0030084318347957505
NZDJPY,NZDJPY,B,LONG,2022-06-17 03:00:00,2022-06-17 03:15:00,spread_reduced,Pseudo,-0.2880833796549317,-0.003008431834795751
CHFJPY,CHFJPY,B,LONG,2022-06-17 03:00:00,2022-06-17 03:15:00,spread_reduced,Pseudo,-0.16165913143798932,-0.0030084318347957505
USDJPY,USDJPY,B,LONG,2022-06-17 03:00:00,2022-06-17 05:00:00,spread_reduced,Real,-0.03902704978394252,-0.004365151657995763
EURJPY,EURJPY,B,LONG,2022-06-17 03:30:00,2022-06-17 05:00:00,spread_reduced,Neither,-0.11512771465984248,-0.0030584673669329793
GBPJPY,GBPJPY,B,LONG,2022-06-17 03:30:00,2022-06-17 05:00:00,spread_reduced,Real,0.06921983471438095,-0.0030584673669329793
AUDJPY,AUDJPY,B,LONG,2022-06-17 03:30:00,2022-06-17 05:00:00,spread_reduced,Real,-0.2025451116057416,-0.0030584673669329784
NZDJPY,NZDJPY,B,LONG,2022-06-17 03:30:00,2022-06-17 05:00:00,spread_reduced,Real,0.036776436817024624,-0.0030584673669329775
CHFJPY,CHFJPY,B,LONG,2022-06-17 03:30:00,2022-06-17 05:00:00,spread_reduced,Real,0.025370651084211104,-0.0030584673669329767
USDJPY,USDJPY,B,LONG,2022-06-17 07:20:00,2022-06-17 07:35:00,stop,Pseudo,-0.6156291176906045,-0.0040243040875443
EURJPY,EURJPY,B,LONG,2022-06-17 07:20:00,2022-06-17 07:35:00,stop,Pseudo,-0.5129201540573133,-0.004024304087544299
GBPJPY,GBPJPY,B,LONG,2022-06-17 07:20:00,2022-06-17 07:35:00,stop,Pseudo,-0.5996117058313377,-0.0040243040875442984
AUDJPY,AUDJPY,B,LONG,2022-06-17 07:20:00,2022-06-17 07:35:00,stop,Pseudo,-0.6503814365120819,-0.0040243040875442984
NZDJPY,NZDJPY,B,LONG,2022-06-17 07:20:00,2022-06-17 07:35:00,stop,Pseudo,-0.6046121087571559,-0.004024304087544298
CHFJPY,CHFJPY,B,LONG,2022-06-17 07:20:00,2022-06-17 07:35:00,stop,Pseudo,-0.6016083164843515,-0.004024304087544297
USDJPY,USDJPY,B,LONG,2022-06-17 08:00:00,2022-06-17 10:40:00,spread_reduced,Pseudo,0.20590767045406783,-0.003128620301854838
EURJPY,EURJPY,B,LONG,2022-06-17 08:00:00,2022-06-17 10:40:00,spread_reduced,Pseudo,0.3472808670168896,-0.0031286203018548375
GBPJPY,GBPJPY,B,LONG,2022-06-17 08:00:00,2022-06-17 10:40:00,spread_reduced,Pseudo,0.1894281328142326,-0.003128620301854836
AUDJPY,AUDJPY,B,LONG,2022-06-17 08:00:00,2022-06-17 10:40:00,spread_reduced,Pseudo,0.46944964057308675,-0.0031286203018548358
NZDJPY,NZDJPY,B,LONG,2022-06-17 08:00:00,2022-06-17 10:40:00,spread_reduced,Pseudo,0.5667868207926974,-0.003128620301854835
CHFJPY,CHFJPY,B,LONG,2022-06-17 08:00:00,2022-06-17 10:40:00,spread_reduced,Pseudo,0.23172992022465108,-0.003128620301854834
USDJPY,USDJPY,B,SHORT,2022-06-17 12:10:00,2022-06-17 13:55:00,spread_reduced,Pseudo,-0.23443198861169043,0.0036498435147563684
EURJPY,EURJPY,B,SHORT,2022-06-17 12:10:00,2022-06-17 13:55:00,spread_reduced,Pseudo,-0.19348214357017834,0.003649843514756369
GBPJPY,GBPJPY,B,SHORT,2022-06-17 12:10:00,2022-06-17 13:55:00,spread_reduced,Pseudo,0.2577472099595801,0.00364984351475637
AUDJPY,AUDJPY,B,SHORT,2022-06-17 12:10:00,2022-06-17 13:55:00,spread_reduced,Pseudo,0.21334474713385898,0.00364984351475637
NZDJPY,NZDJPY,B,SHORT,2022-06-17 12:10:00,2022-06-17 13:55:00,spread_reduced,Pseudo,0.028843435951664276,0.0036498435147563706
CHFJPY,CHFJPY,B,SHORT,2022-06-17 12:10:00,2022-06-17 13:55:00,spread_reduced,Pseudo,0.09048591707453794,0.0036498435147563728
USDJPY,USDJPY,B,LONG,2022-06-19 23:25:00,2022-06-20 00:20:00,spread_reduced,Neither,-0.15015256418215994,-0.0031400886090271257
EURJPY,EURJPY,B,LONG,2022-06-19 23:25:00,2022-06-20 00:20:00,spread_reduced,Neither,-0.05221297328550367,-0.0031400886090271244
GBPJPY,GBPJPY,B,LONG,2022-06-19 23:25:00,2022-06-20 00:20:00,spread_reduced,Neither,-0.1004445660086247,-0.0031400886090271235
NZDJPY,NZDJPY,B,LONG,2022-06-19 23:25:00,2022-06-20 00:20:00,spread_reduced,Real,-0.17019527950708677,-0.003140088609027123
CHFJPY,CHFJPY,B,LONG,2022-06-19 23:25:00,2022-06-20 00:20:00,spread_reduced,Neither,-0.053307198270939146,-0.0031400886090271222
AUDJPY,AUDJPY,B,LONG,2022-06-19 23:25:00,2022-06-20 02:00:00,stop,Pseudo,-0.9748429033290911,-0.0031400886090271235
USDJPY,USDJPY,B,LONG,2022-06-21 08:15:00,2022-06-21 08:45:00,spread_reduced,Pseudo,0.002569583485582487,-0.003421546968946184
GBPJPY,GBPJPY,B,LONG,2022-06-21 08:15:00,2022-06-21 08:45:00,spread_reduced,Pseudo,-0.00027337936581162126,-0.003421546968946182
AUDJPY,AUDJPY,B,LONG,2022-06-21 08:15:00,2022-06-21 08:45:00,spread_reduced,Pseudo,-0.12245122985488077,-0.003421546968946182
NZDJPY,NZDJPY,B,LONG,2022-06-21 08:15:00,2022-06-21 08:45:00,spread_reduced,Pseudo,-0.13731321814645464,-0.0034215469689461812
CHFJPY,CHFJPY,B,LONG,2022-06-21 08:15:00,2022-06-21 08:45:00,spread_reduced,Both,0.09551727780066077,-0.0034215469689461795
EURJPY,EURJPY,B,LONG,2022-06-21 08:30:00,2022-06-21 10:45:00,spread_reduced,Both,-0.07517414345464823,-0.0032300299225092354
USDJPY,USDJPY,B,LONG,2022-06-21 11:50:00,2022-06-21 14:00:00,spread_reduced,Real,-0.0017729280932243796,-0.0031615742102235043
EURJPY,EURJPY,B,LONG,2022-06-21 11:50:00,2022-06-21 14:00:00,spread_reduced,Real,0.150110443601692,-0.0035778611010458625
GBPJPY,GBPJPY,B,LONG,2022-06-21 11:50:00,2022-06-21 14:00:00,spread_reduced,Pseudo,0.23465696847857487,-0.003161574210223502
AUDJPY,AUDJPY,B,LONG,2022-06-21 11:50:00,2022-06-21 14:00:00,spread_reduced,Real,1.064521652176446,-0.0031615742102235026
NZDJPY,NZDJPY,B,LONG,2022-06-21 11:50:00,2022-06-21 14:00:00,spread_reduced,Real,0.5779282303075932,-0.003161574210223502
CHFJPY,CHFJPY,B,LONG,2022-06-21 11:50:00,2022-06-21 14:00:00,spread_reduced,Pseudo,0.2845242299619836,-0.0031615742102235004
USDJPY,USDJPY,B,SHORT,2022-06-21 23:40:00,2022-06-22 03:30:00,spread_reduced,Real,0.259227110564586,0.0033871738822793566
EURJPY,EURJPY,B,SHORT,2022-06-21 23:40:00,2022-06-22 03:30:00,spread_reduced,Real,0.5593925984678968,0.003387173882279358
GBPJPY,GBPJPY,B,SHORT,2022-06-21 23:40:00,2022-06-22 03:30:00,spread_reduced,Real,0.4870951236144635,0.003387173882279359
AUDJPY,AUDJPY,B,SHORT,2022-06-21 23:40:00,2022-06-22 03:30:00,spread_reduced,Pseudo,1.0174013703958171,0.0033871738822793588
NZDJPY,NZDJPY,B,SHORT,2022-06-21 23:40:00,2022-06-22 03:30:00,spread_reduced,Pseudo,1.3122846082436745,0.0033871738822793583
CHFJPY,CHFJPY,B,SHORT,2022-06-21 23:40:00,2022-06-22 03:30:00,spread_reduced,Real,0.2057799163777685,0.003387173882279361
AUDJPY,AUDJPY,B,SHORT,2022-06-22 08:05:00,2022-06-22 09:00:00,spread_reduced,Pseudo,0.0012039411166157403,0.003308676425143543
NZDJPY,NZDJPY,B,SHORT,2022-06-22 08:05:00,2022-06-22 09:00:00,spread_reduced,Both,-0.02016028148850898,0.0033086764251435445
USDJPY,USDJPY,B,SHORT,2022-06-22 08:20:00,2022-06-22 09:00:00,spread_reduced,Both,-0.020735924554426965,0.003138024615770699
EURJPY,EURJPY,B,SHORT,2022-06-22 08:20:00,2022-06-22 09:00:00,spread_reduced,Real,-0.01868037025221092,0.0031380246157706997
GBPJPY,GBPJPY,B,SHORT,2022-06-22 08:20:00,2022-06-22 09:00:00,spread_reduced,Pseudo,-0.3350960867440171,0.0031380246157707
CHFJPY,CHFJPY,B,SHORT,2022-06-22 08:20:00,2022-06-22 09:00:00,spread_reduced,Real,0.07187783424700278,0.0031380246157707028
USDJPY,USDJPY,B,LONG,2022-06-22 14:25:00,2022-06-22 16:30:00,spread_reduced,Both,0.2114861016982994,-0.003216387595017996
EURJPY,EURJPY,B,LONG,2022-06-22 14:25:00,2022-06-22 16:30:00,spread_reduced,Pseudo,0.430202103744004,-0.0032163875950179948
GBPJPY,GBPJPY,B,LONG,2022-06-22 14:25:00,2022-06-22 16:30:00,spread_reduced,Pseudo,0.17537545239521002,-0.003216387595017994
AUDJPY,AUDJPY,B,LONG,2022-06-22 14:25:00,2022-06-22 16:30:00,spread_reduced,Pseudo,0.346921365252606,-0.0032163875950179943
NZDJPY,NZDJPY,B,LONG,2022-06-22 14:25:00,2022-06-22 16:30:00,spread_reduced,Pseudo,0.35715021540017045,-0.0032163875950179948
CHFJPY,CHFJPY,B,LONG,2022-06-22 14:25:00,2022-06-22 16:30:00,spread_reduced,Pseudo,0.14225724680901516,-0.0032163875950179917
USDJPY,USDJPY,B,LONG,2022-06-22 18:05:00,2022-06-22 18:25:00,spread_reduced,Both,-0.08431585687309248,-0.0030594614631060313
EURJPY,EURJPY,B,LONG,2022-06-22 18:05:00,2022-06-22 18:25:00,spread_reduced,Pseudo,-0.1959708189794111,-0.0030594614631060304
GBPJPY,GBPJPY,B,LONG,2022-06-22 18:05:00,2022-06-22 18:25:00,spread_reduced,Pseudo,-0.23772872636919815,-0.003059461463106029
AUDJPY,AUDJPY,B,LONG,2022-06-22 18:05:00,2022-06-22 18:25:00,spread_reduced,Pseudo,-0.33073204449653637,-0.0030594614631060295
NZDJPY,NZDJPY,B,LONG,2022-06-22 18:05:00,2022-06-22 18:25:00,spread_reduced,Pseudo,-0.382200459022967,-0.003059461463106031
CHFJPY,CHFJPY,B,LONG,2022-06-22 18:05:00,2022-06-22 18:25:00,spread_reduced,Pseudo,-0.15428075692987728,-0.0030594614631060273
NZDJPY,NZDJPY,B,SHORT,2022-06-22 23:25:00,2022-06-23 00:05:00,spread_reduced,Pseudo,-0.09148061766643216,0.0030617566841422894
USDJPY,USDJPY,B,SHORT,2022-06-23 02:10:00,2022-06-23 04:20:00,spread_reduced,Pseudo,0.5185455579904316,0.003271585664247136
EURJPY,EURJPY,B,SHORT,2022-06-23 02:10:00,2022-06-23 04:20:00,spread_reduced,Pseudo,0.3316853495557437,0.0032715856642471356
GBPJPY,GBPJPY,B,SHORT,2022-06-23 02:10:00,2022-06-23 04:20:00,spread_reduced,Pseudo,0.21685553303685268,0.0032715856642471374
AUDJPY,AUDJPY,B,SHORT,2022-06-23 02:10:00,2022-06-23 04:20:00,spread_reduced,Pseudo,0.40909917235924337,0.003271585664247138
NZDJPY,NZDJPY,B,SHORT,2022-06-23 02:10:00,2022-06-23 04:20:00,spread_reduced,Pseudo,0.43576925101436925,0.003271585664247136
CHFJPY,CHFJPY,B,SHORT,2022-06-23 02:10:00,2022-06-23 04:20:00,spread_reduced,Pseudo,0.33612537036686874,0.0032715856642471387
USDJPY,USDJPY,B,LONG,2022-06-23 06:15:00,2022-06-23 07:15:00,spread_reduced,Pseudo,-0.1545430924414874,-0.003080961939087512
EURJPY,EURJPY,B,LONG,2022-06-23 06:15:00,2022-06-23 07:15:00,stop,Pseudo,-0.504865226266175,-0.003080961939087512
GBPJPY,GBPJPY,B,LONG,2022-06-23 06:15:00,2022-06-23 07:15:00,stop,Pseudo,-0.5743755750442133,-0.00308096193908751
AUDJPY,AUDJPY,B,LONG,2022-06-23 06:15:00,2022-06-23 07:15:00,stop,Pseudo,-0.5172390375503544,-0.0030809619390875114
NZDJPY,NZDJPY,B,LONG,2022-06-23 06:15:00,2022-06-23 07:15:00,spread_reduced,Pseudo,-0.42059937538063696,-0.003080961939087512
CHFJPY,CHFJPY,B,LONG,2022-06-23 06:15:00,2022-06-23 07:15:00,spread_reduced,Pseudo,-0.32895752435931536,-0.0030809619390875093
USDJPY,USDJPY,B,SHORT,2022-06-23 07:35:00,2022-06-23 09:30:00,spread_reduced,Real,0.037006301623473035,0.003659357107010423
EURJPY,EURJPY,B,SHORT,2022-06-23 07:35:00,2022-06-23 09:30:00,spread_reduced,Real,-0.016967718858174052,0.003659357107010423
GBPJPY,GBPJPY,B,SHORT,2022-06-23 07:35:00,2022-06-23 09:30:00,spread_reduced,Real,-0.22223448183633643,0.003659357107010424
AUDJPY,AUDJPY,B,SHORT,2022-06-23 07:35:00,2022-06-23 09:30:00,spread_reduced,Real,-0.2788024918586318,0.0036593571070104238
NZDJPY,NZDJPY,B,SHORT,2022-06-23 07:35:00,2022-06-23 09:30:00,spread_reduced,Real,-0.04080861732658203,0.0036593571070104233
CHFJPY,CHFJPY,B,SHORT,2022-06-23 07:35:00,2022-06-23 09:30:00,spread_reduced,Real,0.19637050316760146,0.003659357107010425
USDJPY,USDJPY,B,LONG,2022-06-23 11:45:00,2022-06-23 12:10:00,spread_reduced,Pseudo,-0.22666346558521586,-0.0030227227547946407
EURJPY,EURJPY,B,LONG,2022-06-23 11:45:00,2022-06-23 12:10:00,stop,Pseudo,-0.5657076862158513,-0.003022722754794641
GBPJPY,GBPJPY,B,LONG,2022-06-23 11:45:00,2022-06-23 12:10:00,spread_reduced,Pseudo,-0.20377122892647112,-0.0030227227547946394
AUDJPY,AUDJPY,B,LONG,2022-06-23 11:45:00,2022-06-23 12:10:00,spread_reduced,Both,-0.2321400509357104,-0.0030227227547946394
NZDJPY,NZDJPY,B,LONG,2022-06-23 11:45:00,2022-06-23 12:10:00,spread_reduced,Both,-0.1494328581529425,-0.0030227227547946394
CHFJPY,CHFJPY,B,LONG,2022-06-23 11:45:00,2022-06-23 12:10:00,spread_reduced,Pseudo,-0.3363899637353433,-0.003022722754794639
CHFJPY,CHFJPY,B,SHORT,2022-06-23 13:45:00,2022-06-23 14:25:00,stop,Pseudo,-0.612867869420571,0.00537371083351516
USDJPY,USDJPY,B,SHORT,2022-06-23 13:45:00,2022-06-23 14:30:00,spread_reduced,Pseudo,-0.3274592570538341,0.005373710833515157
EURJPY,EURJPY,B,SHORT,2022-06-23 13:45:00,2022-06-23 14:30:00,spread_reduced,Pseudo,-0.2041326793485639,0.005373710833515157
GBPJPY,GBPJPY,B,SHORT,2022-06-23 13:45:00,2022-06-23 14:30:00,spread_reduced,Pseudo,-0.21226734825752214,0.00537371083351516
AUDJPY,AUDJPY,B,SHORT,2022-06-23 13:45:00,2022-06-23 14:30:00,spread_reduced,Pseudo,0.04257465772132078,0.005373710833515159
NZDJPY,NZDJPY,B,SHORT,2022-06-23 13:45:00,2022-06-23 14:30:00,spread_reduced,Pseudo,-0.07427531742358144,0.005373710833515159
USDJPY,USDJPY,B,LONG,2022-06-23 19:00:00,2022-06-23 20:35:00,spread_reduced,Pseudo,0.00753373487664503,-0.0030145953782285966
EURJPY,EURJPY,B,LONG,2022-06-23 19:00:00,2022-06-23 20:35:00,spread_reduced,Pseudo,-0.05803184320283632,-0.003014595378228597
GBPJPY,GBPJPY,B,LONG,2022-06-23 19:00:00,2022-06-23 20:35:00,spread_reduced,Pseudo,0.017447897512234967,-0.003014595378228595
AUDJPY,AUDJPY,B,LONG,2022-06-23 19:00:00,2022-06-23 20:35:00,spread_reduced,Real,0.0998539965973618,-0.0030145953782285953
NZDJPY,NZDJPY,B,LONG,2022-06-23 19:00:00,2022-06-23 20:35:00,spread_reduced,Pseudo,0.007388035876558045,-0.0030145953782285944
CHFJPY,CHFJPY,B,LONG,2022-06-23 19:00:00,2022-06-23 20:35:00,spread_reduced,Pseudo,-0.08091765172737095,-0.0030145953782285944
EURJPY,EURJPY,B,LONG,2022-06-24 09:55:00,2022-06-24 11:25:00,spread_reduced,Real,-0.12221661555413452,-0.0031166356303900817
AUDJPY,AUDJPY,B,LONG,2022-06-24 09:55:00,2022-06-24 11:25:00,spread_reduced,Real,-0.12358250775805028,-0.0031166356303900795
NZDJPY,NZDJPY,B,LONG,2022-06-24 09:55:00,2022-06-24 11:25:00,spread_reduced,Real,-0.19318719099890397,-0.00311663563039008
USDJPY,USDJPY,B,LONG,2022-06-24 10:05:00,2022-06-24 11:25:00,spread_reduced,Real,0.060552281876439615,-0.0033792715379565882
GBPJPY,GBPJPY,B,LONG,2022-06-24 10:05:00,2022-06-24 11:25:00,spread_reduced,Real,-0.10007298943239448,-0.0033792715379565865
CHFJPY,CHFJPY,B,LONG,2022-06-24 10:10:00,2022-06-24 11:25:00,spread_reduced,Neither,-0.06114909720328354,-0.003322870114768802
USDJPY,USDJPY,B,SHORT,2022-06-27 00:40:00,2022-06-27 02:30:00,spread_reduced,Pseudo,-0.06355320741554168,0.0037974040039200924
EURJPY,EURJPY,B,SHORT,2022-06-27 00:40:00,2022-06-27 02:30:00,spread_reduced,Pseudo,-0.053254469511839396,0.0037974040039200924
GBPJPY,GBPJPY,B,SHORT,2022-06-27 00:40:00,2022-06-27 02:30:00,spread_reduced,Pseudo,-0.18204134645471992,0.0037974040039200937
AUDJPY,AUDJPY,B,SHORT,2022-06-27 00:40:00,2022-06-27 02:30:00,spread_reduced,Pseudo,-0.4983266802326414,0.0037974040039200946
NZDJPY,NZDJPY,B,SHORT,2022-06-27 00:40:00,2022-06-27 02:30:00,spread_reduced,Pseudo,-0.2839472465900143,0.0037974040039200946
CHFJPY,CHFJPY,B,SHORT,2022-06-27 00:40:00,2022-06-27 02:30:00,spread_reduced,Both,-0.1080288874403627,0.003797404003920096
USDJPY,USDJPY,B,LONG,2022-06-27 06:30:00,2022-06-27 08:25:00,spread_reduced,Real,-0.022084779187655133,-0.0030754110343227128
EURJPY,EURJPY,B,LONG,2022-06-27 06:30:00,2022-06-27 08:25:00,spread_reduced,Real,0.2732447184084682,-0.0030754110343227128
GBPJPY,GBPJPY,B,LONG,2022-06-27 06:30:00,2022-06-27 08:25:00,spread_reduced,Pseudo,0.4248305046705333,-0.003075411034322711
AUDJPY,AUDJPY,B,LONG,2022-06-27 06:30:00,2022-06-27 08:25:00,spread_reduced,Real,0.06973830427873622,-0.0030754110343227115
NZDJPY,NZDJPY,B,LONG,2022-06-27 06:30:00,2022-06-27 08:25:00,spread_reduced,Real,0.18217185569861333,-0.0030754110343227115
CHFJPY,CHFJPY,B,LONG,2022-06-27 06:30:00,2022-06-27 08:25:00,spread_reduced,Real,-0.03635270004026525,-0.0030754110343227097
USDJPY,USDJPY,B,LONG,2022-06-27 15:45:00,2022-06-27 16:30:00,spread_reduced,Real,0.10114584372056257,-0.003021564571435174
EURJPY,EURJPY,B,LONG,2022-06-27 15:45:00,2022-06-27 16:30:00,spread_reduced,Pseudo,-0.07268489681181804,-0.0030215645714351744
GBPJPY,GBPJPY,B,LONG,2022-06-27 15:45:00,2022-06-27 16:30:00,spread_reduced,Pseudo,-0.19354791196503815,-0.0030215645714351718
AUDJPY,AUDJPY,B,LONG,2022-06-27 15:45:00,2022-06-27 16:30:00,spread_reduced,Pseudo,-0.31645688271819683,-0.0030215645714351718
NZDJPY,NZDJPY,B,LONG,2022-06-27 15:45:00,2022-06-27 16:30:00,spread_reduced,Pseudo,-0.2561573597968751,-0.003021564571435172
CHFJPY,CHFJPY,B,LONG,2022-06-27 15:45:00,2022-06-27 16:30:00,spread_reduced,Real,-0.0027412089851353016,-0.0030215645714351713
USDJPY,USDJPY,B,SHORT,2022-06-28 02:40:00,2022-06-28 02:50:00,spread_reduced,Pseudo,-0.07386413898239723,0.003057050399222361
NZDJPY,NZDJPY,B,SHORT,2022-06-28 02:40:00,2022-06-28 02:50:00,spread_reduced,Both,-0.07991659067507761,0.003057050399222363
USDJPY,USDJPY,B,LONG,2022-06-28 06:35:00,2022-06-28 08:30:00,spread_reduced,Real,0.26818259661354205,-0.0031086355257516265
EURJPY,EURJPY,B,LONG,2022-06-28 06:35:00,2022-06-28 08:30:00,spread_reduced,Real,0.16817754306345617,-0.0031086355257516273
GBPJPY,GBPJPY,B,LONG,2022-06-28 06:35:00,2022-06-28 08:30:00,spread_reduced,Real,0.14437254967225588,-0.0031086355257516247
AUDJPY,AUDJPY,B,LONG,2022-06-28 06:35:00,2022-06-28 08:30:00,spread_reduced,Pseudo,0.03290811868198833,-0.0031086355257516247
NZDJPY,NZDJPY,B,LONG,2022-06-28 06:35:00,2022-06-28 08:30:00,spread_reduced,Pseudo,-0.09422193421093628,-0.0031086355257516247
CHFJPY,CHFJPY,B,LONG,2022-06-28 06:35:00,2022-06-28 08:30:00,spread_reduced,Real,0.40822882396103954,-0.0031086355257516243
USDJPY,USDJPY,B,SHORT,2022-06-29 06:05:00,2022-06-29 07:00:00,spread_reduced,Pseudo,-0.25326768017715684,0.003752643123698272
EURJPY,EURJPY,B,SHORT,2022-06-29 06:05:00,2022-06-29 07:00:00,spread_reduced,Pseudo,-0.4014686832326161,0.0037526431236982708
