pair,case_type,direction,entry_time,exit_time,exit_reason,propagation,pnl_pct
EURJPY,B,LONG,2022-05-16 14:25:00,2022-05-16 14:40:00,stop,Pseudo,-0.5017936529799021
GBPJPY,B,LONG,2022-05-16 14:25:00,2022-05-16 14:45:00,stop,Pseudo,-0.7549858706143258
EURJPY,B,LONG,2022-05-16 15:55:00,2022-05-16 16:20:00,spread_reduced,Pseudo,-0.07822165256861821
GBPJPY,B,LONG,2022-05-16 15:55:00,2022-05-16 16:20:00,spread_reduced,Pseudo,-0.14270609054241787
AUDJPY,B,LONG,2022-05-16 15:55:00,2022-05-16 16:20:00,spread_reduced,Pseudo,-0.47386739800255506
EURJPY,B,LONG,2022-05-16 17:20:00,2022-05-16 18:45:00,spread_reduced,Pseudo,0.42064062038356853
GBPJPY,B,LONG,2022-05-16 17:20:00,2022-05-16 18:45:00,spread_reduced,Pseudo,0.9237659349022506
AUDJPY,B,LONG,2022-05-16 17:20:00,2022-05-16 18:45:00,spread_reduced,Pseudo,0.8403419490063957
EURJPY,B,LONG,2022-05-17 00:15:00,2022-05-17 01:00:00,spread_reduced,Pseudo,0.034383253003126654
GBPJPY,B,LONG,2022-05-17 00:15:00,2022-05-17 01:00:00,spread_reduced,Pseudo,0.036889469505307915
AUDJPY,B,LONG,2022-05-17 00:15:00,2022-05-17 01:00:00,spread_reduced,Pseudo,0.16642540101289666
AUDJPY,B,LONG,2022-05-17 01:35:00,2022-05-17 01:40:00,stop,Pseudo,-0.5212808990702941
EURJPY,B,LONG,2022-05-17 01:35:00,2022-05-17 02:05:00,spread_reduced,Pseudo,-0.26912474163106237
GBPJPY,B,LONG,2022-05-17 01:35:00,2022-05-17 02:05:00,spread_reduced,Pseudo,-0.024853638303623526
AUDJPY,B,LONG,2022-05-17 01:45:00,2022-05-17 02:05:00,spread_reduced,Pseudo,0.4035091018815459
AUDJPY,B,LONG,2022-05-17 03:45:00,2022-05-17 03:55:00,stop,Pseudo,-0.5940445148721052
EURJPY,B,LONG,2022-05-17 03:45:00,2022-05-17 04:10:00,spread_reduced,Pseudo,-0.39980243076161626
GBPJPY,B,LONG,2022-05-17 03:45:00,2022-05-17 04:10:00,spread_reduced,Pseudo,-0.3035657877444124
EURJPY,B,LONG,2022-05-17 06:45:00,2022-05-17 07:20:00,spread_reduced,Pseudo,-0.1332841183341686
GBPJPY,B,LONG,2022-05-17 06:45:00,2022-05-17 07:20:00,spread_reduced,Pseudo,0.4175503285833345
AUDJPY,B,LONG,2022-05-17 06:45:00,2022-05-17 07:20:00,spread_reduced,Both,-0.37653576049775006
EURJPY,B,LONG,2022-05-17 08:05:00,2022-05-17 08:40:00,spread_reduced,Both,0.33790903132846495
GBPJPY,B,LONG,2022-05-17 08:05:00,2022-05-17 08:40:00,spread_reduced,Pseudo,0.23063068791887947
AUDJPY,B,LONG,2022-05-17 08:05:00,2022-05-17 08:40:00,spread_reduced,Pseudo,0.08963422664172901
GBPJPY,B,LONG,2022-05-17 10:20:00,2022-05-17 10:40:00,stop,Pseudo,-0.5422154785760618
EURJPY,B,LONG,2022-05-17 10:20:00,2022-05-17 10:50:00,spread_reduced,Pseudo,-0.12408963070546324
AUDJPY,B,LONG,2022-05-17 10:20:00,2022-05-17 10:50:00,spread_reduced,Real,-0.09723858800225749
EURJPY,B,LONG,2022-05-17 12:45:00,2022-05-17 13:10:00,spread_reduced,Pseudo,-0.3176237309522693
GBPJPY,B,LONG,2022-05-17 12:45:00,2022-05-17 13:10:00,spread_reduced,Pseudo,-0.38636107870008524
AUDJPY,B,LONG,2022-05-17 12:45:00,2022-05-17 13:10:00,spread_reduced,Pseudo,-0.4193548331004419
EURJPY,B,SHORT,2022-05-17 14:10:00,2022-05-17 15:05:00,spread_reduced,Pseudo,0.08406211403655384
GBPJPY,B,SHORT,2022-05-17 14:10:00,2022-05-17 15:05:00,spread_reduced,Pseudo,-0.18801816237368207
AUDJPY,B,SHORT,2022-05-17 14:10:00,2022-05-17 15:05:00,spread_reduced,Pseudo,0.4439000718014693
EURJPY,B,LONG,2022-05-17 15:15:00,2022-05-17 15:55:00,spread_reduced,Pseudo,0.03028253230626573
AUDJPY,B,LONG,2022-05-17 15:15:00,2022-05-17 15:55:00,spread_reduced,Pseudo,-0.06995416351551764
EURJPY,B,LONG,2022-05-17 18:55:00,2022-05-17 19:45:00,spread_reduced,Pseudo,0.11448556442920459
GBPJPY,B,LONG,2022-05-17 18:55:00,2022-05-17 19:45:00,spread_reduced,Pseudo,-0.1093720056218143
AUDJPY,B,LONG,2022-05-17 18:55:00,2022-05-17 19:45:00,spread_reduced,Pseudo,0.12105087504480731
EURJPY,B,SHORT,2022-05-18 01:30:00,2022-05-18 02:00:00,spread_reduced,Real,-0.06888016697444618
GBPJPY,B,SHORT,2022-05-18 01:30:00,2022-05-18 02:00:00,spread_reduced,Real,-0.3557861975907647
AUDJPY,B,SHORT,2022-05-18 01:30:00,2022-05-18 02:00:00,spread_reduced,Real,-0.32034037864766185
EURJPY,B,SHORT,2022-05-18 03:20:00,2022-05-18 03:50:00,spread_reduced,Pseudo,-0.2088076901158864
GBPJPY,B,SHORT,2022-05-18 03:20:00,2022-05-18 03:50:00,spread_reduced,Neither,-0.10662147566412965
AUDJPY,B,SHORT,2022-05-18 03:20:00,2022-05-18 03:50:00,spread_reduced,Real,0.003618013557230941
EURJPY,B,SHORT,2022-05-18 04:30:00,2022-05-18 04:40:00,spread_reduced,Pseudo,-0.2334437121984667
GBPJPY,B,SHORT,2022-05-18 04:30:00,2022-05-18 04:40:00,spread_reduced,Pseudo,-0.24555850415756514
AUDJPY,B,SHORT,2022-05-18 04:30:00,2022-05-18 04:40:00,spread_reduced,Pseudo,-0.3878607444824933
EURJPY,B,LONG,2022-05-18 05:00:00,2022-05-18 05:45:00,spread_reduced,Pseudo,0.22764855285754376
GBPJPY,B,LONG,2022-05-18 05:00:00,2022-05-18 05:45:00,spread_reduced,Pseudo,0.28135603388064945
AUDJPY,B,LONG,2022-05-18 05:00:00,2022-05-18 05:45:00,spread_reduced,Real,1.0049309772196167
EURJPY,B,SHORT,2022-05-18 08:35:00,2022-05-18 09:05:00,spread_reduced,Pseudo,-0.3676947465725
GBPJPY,B,SHORT,2022-05-18 08:35:00,2022-05-18 09:05:00,spread_reduced,Pseudo,-0.10402820688337755
AUDJPY,B,SHORT,2022-05-18 08:35:00,2022-05-18 09:05:00,spread_reduced,Pseudo,-0.3926303046393187
EURJPY,B,SHORT,2022-05-18 12:55:00,2022-05-18 14:10:00,spread_reduced,Pseudo,1.013589392568126
GBPJPY,B,SHORT,2022-05-18 12:55:00,2022-05-18 14:10:00,spread_reduced,Pseudo,1.3182533792690152
AUDJPY,B,SHORT,2022-05-18 12:55:00,2022-05-18 14:10:00,spread_reduced,Pseudo,1.6250604330462586
AUDJPY,B,SHORT,2022-05-18 15:15:00,2022-05-18 16:15:00,spread_reduced,Pseudo,-0.05380459601026881
EURJPY,B,SHORT,2022-05-18 15:20:00,2022-05-18 16:15:00,spread_reduced,Pseudo,0.11866103236575962
GBPJPY,B,SHORT,2022-05-18 15:20:00,2022-05-18 16:15:00,spread_reduced,Both,0.37116044338270093
EURJPY,B,LONG,2022-05-18 16:50:00,2022-05-18 17:00:00,spread_reduced,Pseudo,-0.3269490598348801
GBPJPY,B,LONG,2022-05-18 16:50:00,2022-05-18 17:00:00,spread_reduced,Pseudo,-0.31844894757230663
AUDJPY,B,LONG,2022-05-18 16:50:00,2022-05-18 17:00:00,spread_reduced,Pseudo,-0.3115362237500567
EURJPY,B,SHORT,2022-05-18 17:45:00,2022-05-18 18:15:00,spread_reduced,Pseudo,-0.2558968505321039
GBPJPY,B,SHORT,2022-05-18 17:45:00,2022-05-18 18:15:00,spread_reduced,Pseudo,-0.164885443898255
AUDJPY,B,SHORT,2022-05-18 17:45:00,2022-05-18 18:15:00,spread_reduced,Pseudo,-0.44184455611754697
EURJPY,B,SHORT,2022-05-18 18:55:00,2022-05-18 19:35:00,spread_reduced,Pseudo,-0.23121476769379554
GBPJPY,B,SHORT,2022-05-18 18:55:00,2022-05-18 19:35:00,spread_reduced,Pseudo,-0.4254056176152451
AUDJPY,B,SHORT,2022-05-18 18:55:00,2022-05-18 19:35:00,spread_reduced,Pseudo,-0.4873979374629597
AUDJPY,B,LONG,2022-05-18 22:15:00,2022-05-18 22:35:00,stop,Pseudo,-0.517292207230291
EURJPY,B,LONG,2022-05-18 22:15:00,2022-05-18 22:40:00,spread_reduced,Real,-0.08572946659727669
GBPJPY,B,LONG,2022-05-18 22:15:00,2022-05-18 22:40:00,spread_reduced,Real,-0.2140660373324647
EURJPY,B,SHORT,2022-05-18 23:35:00,2022-05-19 00:05:00,spread_reduced,Pseudo,-0.3392981134577126
GBPJPY,B,SHORT,2022-05-18 23:35:00,2022-05-19 00:05:00,spread_reduced,Pseudo,-0.375786053946244
AUDJPY,B,SHORT,2022-05-18 23:35:00,2022-05-19 00:05:00,stop,Pseudo,-0.6743247150026537
EURJPY,B,LONG,2022-05-19 00:15:00,2022-05-19 00:55:00,spread_reduced,Pseudo,0.7690571475662544
GBPJPY,B,LONG,2022-05-19 00:15:00,2022-05-19 00:55:00,spread_reduced,Pseudo,0.36440913693288246
AUDJPY,B,LONG,2022-05-19 00:15:00,2022-05-19 00:55:00,spread_reduced,Real,0.24636108691537356
EURJPY,B,LONG,2022-05-19 02:10:00,2022-05-19 03:35:00,spread_reduced,Pseudo,0.7625597158757991
GBPJPY,B,LONG,2022-05-19 02:10:00,2022-05-19 03:35:00,spread_reduced,Pseudo,1.1583333798835436
AUDJPY,B,LONG,2022-05-19 02:10:00,2022-05-19 03:35:00,spread_reduced,Pseudo,2.0688539685229657
EURJPY,B,LONG,2022-05-19 04:05:00,2022-05-19 04:35:00,spread_reduced,Pseudo,0.03302608200902076
GBPJPY,B,LONG,2022-05-19 04:05:00,2022-05-19 04:35:00,spread_reduced,Pseudo,-0.017542936336637876
AUDJPY,B,LONG,2022-05-19 04:05:00,2022-05-19 04:35:00,spread_reduced,Pseudo,-0.25634394860877635
EURJPY,B,SHORT,2022-05-19 05:35:00,2022-05-19 08:45:00,spread_reduced,Real,1.6375578503445842
GBPJPY,B,SHORT,2022-05-19 05:35:00,2022-05-19 08:45:00,spread_reduced,Real,1.565328822066392
AUDJPY,B,SHORT,2022-05-19 05:35:00,2022-05-19 08:45:00,spread_reduced,Real,2.785463982173275
GBPJPY,B,LONG,2022-05-19 10:50:00,2022-05-19 11:05:00,stop,Pseudo,-0.5433322474184636
AUDJPY,B,LONG,2022-05-19 10:50:00,2022-05-19 11:05:00,stop,Pseudo,-0.5044472305755221
EURJPY,B,LONG,2022-05-19 10:50:00,2022-05-19 11:10:00,stop,Pseudo,-0.524245598930273
GBPJPY,B,LONG,2022-05-19 11:40:00,2022-05-19 12:05:00,stop,Pseudo,-0.5068580397281641
EURJPY,B,LONG,2022-05-19 11:40:00,2022-05-19 12:10:00,spread_reduced,Pseudo,-0.4717826602634867
AUDJPY,B,LONG,2022-05-19 11:40:00,2022-05-19 12:10:00,spread_reduced,Pseudo,-0.4168483453392454
EURJPY,B,SHORT,2022-05-19 12:20:00,2022-05-19 13:05:00,spread_reduced,Pseudo,0.1573973482332421
GBPJPY,B,SHORT,2022-05-19 12:20:00,2022-05-19 13:05:00,spread_reduced,Pseudo,0.6469720586217791
AUDJPY,B,SHORT,2022-05-19 12:20:00,2022-05-19 13:05:00,spread_reduced,Pseudo,0.14936110809723088
EURJPY,B,LONG,2022-05-19 13:30:00,2022-05-19 14:30:00,spread_reduced,Real,0.7298340654534238
GBPJPY,B,LONG,2022-05-19 13:30:00,2022-05-19 14:30:00,spread_reduced,Real,0.7332723664011572
AUDJPY,B,LONG,2022-05-19 13:30:00,2022-05-19 14:30:00,spread_reduced,Real,0.7295419037576986
AUDJPY,B,LONG,2022-05-19 15:05:00,2022-05-19 16:10:00,spread_reduced,Real,1.0100586985707003
EURJPY,B,LONG,2022-05-19 15:15:00,2022-05-19 16:10:00,spread_reduced,Neither,0.8303917338707094
GBPJPY,B,LONG,2022-05-19 15:15:00,2022-05-19 16:10:00,spread_reduced,Real,1.1307390159463657
AUDJPY,B,SHORT,2022-05-19 16:40:00,2022-05-19 16:55:00,stop,Pseudo,-0.5188345867241928
EURJPY,B,SHORT,2022-05-19 16:40:00,2022-05-19 17:05:00,stop,Pseudo,-0.5346958837613158
GBPJPY,B,SHORT,2022-05-19 16:40:00,2022-05-19 17:05:00,stop,Pseudo,-0.5427308611747339
EURJPY,B,SHORT,2022-05-19 19:30:00,2022-05-19 19:55:00,spread_reduced,Pseudo,-0.2369729205378146
GBPJPY,B,SHORT,2022-05-19 19:30:00,2022-05-19 19:55:00,spread_reduced,Pseudo,-0.24224377163747
AUDJPY,B,SHORT,2022-05-19 19:30:00,2022-05-19 19:55:00,spread_reduced,Pseudo,-0.28136467821004985
EURJPY,B,SHORT,2022-05-20 00:15:00,2022-05-20 00:30:00,spread_reduced,Pseudo,-0.22222794737395785
GBPJPY,B,SHORT,2022-05-20 00:15:00,2022-05-20 00:30:00,spread_reduced,Pseudo,-0.37987472625644614
AUDJPY,B,SHORT,2022-05-20 00:15:00,2022-05-20 00:30:00,spread_reduced,Pseudo,-0.3410172584363824
EURJPY,B,LONG,2022-05-20 01:25:00,2022-05-20 02:00:00,spread_reduced,Pseudo,0.020688436257021436
GBPJPY,B,LONG,2022-05-20 01:25:00,2022-05-20 02:00:00,spread_reduced,Pseudo,0.06085086044271826
AUDJPY,B,LONG,2022-05-20 01:25:00,2022-05-20 02:00:00,spread_reduced,Pseudo,0.10561345567435451
EURJPY,B,SHORT,2022-05-20 02:05:00,2022-05-20 02:35:00,spread_reduced,Pseudo,-0.2676349744920407
GBPJPY,B,SHORT,2022-05-20 02:05:00,2022-05-20 02:35:00,spread_reduced,Pseudo,-0.22560874444610413
AUDJPY,B,SHORT,2022-05-20 02:05:00,2022-05-20 02:35:00,spread_reduced,Pseudo,-0.24849670852833405
EURJPY,B,SHORT,2022-05-20 03:10:00,2022-05-20 04:15:00,spread_reduced,Pseudo,0.315434198452591
GBPJPY,B,SHORT,2022-05-20 03:10:00,2022-05-20 04:15:00,spread_reduced,Pseudo,0.44499634314065784
AUDJPY,B,SHORT,2022-05-20 03:10:00,2022-05-20 04:15:00,spread_reduced,Pseudo,0.44204973556853194
EURJPY,B,LONG,2022-05-20 04:20:00,2022-05-20 06:40:00,spread_reduced,Pseudo,0.6254353460506401
GBPJPY,B,LONG,2022-05-20 04:20:00,2022-05-20 06:40:00,spread_reduced,Pseudo,0.987111329134575
AUDJPY,B,LONG,2022-05-20 04:20:00,2022-05-20 06:40:00,spread_reduced,Real,1.4724256118268109
AUDJPY,B,SHORT,2022-05-20 06:45:00,2022-05-20 07:00:00,stop,Pseudo,-0.5576606930017085
EURJPY,B,SHORT,2022-05-20 06:45:00,2022-05-20 07:10:00,spread_reduced,Pseudo,-0.34431667061318727
GBPJPY,B,SHORT,2022-05-20 06:45:00,2022-05-20 07:10:00,stop,Pseudo,-0.6619153339028443
EURJPY,B,LONG,2022-05-20 07:15:00,2022-05-20 08:00:00,spread_reduced,Pseudo,-0.30933355682494224
GBPJPY,B,LONG,2022-05-20 07:15:00,2022-05-20 08:00:00,stop,Pseudo,-0.5414651917193444
AUDJPY,B,LONG,2022-05-20 07:15:00,2022-05-20 08:00:00,spread_reduced,Pseudo,-0.18282016565037326
EURJPY,B,SHORT,2022-05-20 08:00:00,2022-05-20 08:30:00,spread_reduced,Pseudo,-0.22580493016407152
GBPJPY,B,SHORT,2022-05-20 08:00:00,2022-05-20 08:30:00,spread_reduced,Pseudo,-0.4733491869599593
AUDJPY,B,SHORT,2022-05-20 08:00:00,2022-05-20 08:30:00,spread_reduced,Both,-0.4637055602982887
EURJPY,B,LONG,2022-05-20 08:40:00,2022-05-20 09:30:00,spread_reduced,Pseudo,0.4526601993839474
GBPJPY,B,LONG,2022-05-20 08:40:00,2022-05-20 09:30:00,spread_reduced,Pseudo,0.01895705009680171
AUDJPY,B,LONG,2022-05-20 08:40:00,2022-05-20 09:30:00,spread_reduced,Pseudo,0.19524927524601962
EURJPY,B,SHORT,2022-05-20 09:40:00,2022-05-20 09:50:00,spread_reduced,Pseudo,-0.2756714887220587
GBPJPY,B,SHORT,2022-05-20 09:40:00,2022-05-20 09:50:00,spread_reduced,Pseudo,-0.3242719516033758
AUDJPY,B,SHORT,2022-05-20 09:40:00,2022-05-20 09:50:00,spread_reduced,Pseudo,-0.2985461000456121
EURJPY,B,SHORT,2022-05-20 11:05:00,2022-05-20 11:35:00,spread_reduced,Real,-0.15177396983963773
GBPJPY,B,SHORT,2022-05-20 11:05:00,2022-05-20 11:35:00,spread_reduced,Real,-0.06769693086690806
AUDJPY,B,SHORT,2022-05-20 11:05:00,2022-05-20 11:35:00,spread_reduced,Real,-0.19211098095713494
AUDJPY,B,LONG,2022-05-20 13:20:00,2022-05-20 13:35:00,stop,Pseudo,-0.5034829426432408
EURJPY,B,LONG,2022-05-20 13:20:00,2022-05-20 14:10:00,spread_reduced,Pseudo,-0.2872982163422133
GBPJPY,B,LONG,2022-05-20 13:20:00,2022-05-20 14:10:00,spread_reduced,Pseudo,-0.37704507060050874
AUDJPY,B,LONG,2022-05-20 13:40:00,2022-05-20 14:10:00,spread_reduced,Pseudo,-0.2617949848033504
EURJPY,B,SHORT,2022-05-20 14:45:00,2022-05-20 15:30:00,spread_reduced,Pseudo,0.4892203334815696
GBPJPY,B,SHORT,2022-05-20 14:45:00,2022-05-20 15:30:00,spread_reduced,Pseudo,0.29659749496765053
AUDJPY,B,SHORT,2022-05-20 14:45:00,2022-05-20 15:30:00,spread_reduced,Pseudo,0.6179007761972777
EURJPY,B,SHORT,2022-05-20 16:50:00,2022-05-20 17:30:00,spread_reduced,Pseudo,-0.39498443720945947
GBPJPY,B,SHORT,2022-05-20 16:50:00,2022-05-20 17:30:00,spread_reduced,Pseudo,-0.3367752097443629
AUDJPY,B,SHORT,2022-05-20 16:50:00,2022-05-20 17:30:00,spread_reduced,Pseudo,-0.3458313549017008
EURJPY,B,LONG,2022-05-20 17:40:00,2022-05-20 18:10:00,spread_reduced,Real,-0.07437460850530839
GBPJPY,B,LONG,2022-05-20 17:40:00,2022-05-20 18:10:00,spread_reduced,Real,0.02950662064608404
AUDJPY,B,LONG,2022-05-20 17:40:00,2022-05-20 18:10:00,spread_reduced,Neither,-0.24132655143871418
EURJPY,B,SHORT,2022-05-20 18:20:00,2022-05-20 18:45:00,spread_reduced,Pseudo,-0.29225281620008187
GBPJPY,B,SHORT,2022-05-20 18:20:00,2022-05-20 18:45:00,spread_reduced,Both,-0.16822745404717251
AUDJPY,B,SHORT,2022-05-20 18:20:00,2022-05-20 18:45:00,spread_reduced,Pseudo,-0.435126477420944
EURJPY,B,LONG,2022-05-20 19:35:00,2022-05-20 20:55:00,spread_reduced,Pseudo,0.1627963199678136
GBPJPY,B,LONG,2022-05-20 19:35:00,2022-05-20 20:55:00,spread_reduced,Pseudo,0.26437414876031207
AUDJPY,B,LONG,2022-05-20 19:35:00,2022-05-20 20:55:00,spread_reduced,Pseudo,0.20928143364688329
EURJPY,B,LONG,2022-05-22 22:10:00,2022-05-22 23:00:00,spread_reduced,Pseudo,-0.17760786198036302
GBPJPY,B,LONG,2022-05-22 22:10:00,2022-05-22 23:00:00,spread_reduced,Pseudo,-0.03004669386593347
AUDJPY,B,LONG,2022-05-22 22:10:00,2022-05-22 23:00:00,spread_reduced,Pseudo,-0.12000438951557484
EURJPY,B,LONG,2022-05-23 00:25:00,2022-05-23 00:55:00,spread_reduced,Pseudo,-0.4066824142986425
GBPJPY,B,LONG,2022-05-23 00:25:00,2022-05-23 00:55:00,spread_reduced,Pseudo,-0.28298722461569026
AUDJPY,B,LONG,2022-05-23 00:25:00,2022-05-23 00:55:00,spread_reduced,Pseudo,-0.1528261060494973
EURJPY,B,SHORT,2022-05-23 01:15:00,2022-05-23 01:20:00,spread_reduced,Pseudo,-0.10628617754286178
GBPJPY,B,SHORT,2022-05-23 01:15:00,2022-05-23 01:20:00,spread_reduced,Pseudo,-0.1800573989559536
AUDJPY,B,SHORT,2022-05-23 01:15:00,2022-05-23 01:20:00,spread_reduced,Pseudo,-0.14005475305856052
EURJPY,B,SHORT,2022-05-23 01:30:00,2022-05-23 02:30:00,spread_reduced,Pseudo,0.4330645439247031
GBPJPY,B,SHORT,2022-05-23 01:30:00,2022-05-23 02:30:00,spread_reduced,Both,0.4246578090757458
AUDJPY,B,SHORT,2022-05-23 01:30:00,2022-05-23 02:30:00,spread_reduced,Pseudo,0.6250604335871953
EURJPY,B,LONG,2022-05-23 03:55:00,2022-05-23 04:20:00,spread_reduced,Pseudo,-0.13856324318328728
GBPJPY,B,LONG,2022-05-23 03:55:00,2022-05-23 04:20:00,spread_reduced,Real,-0.12081031041995724
AUDJPY,B,LONG,2022-05-23 03:55:00,2022-05-23 04:20:00,spread_reduced,Pseudo,-0.14216782059528477
EURJPY,B,LONG,2022-05-23 09:05:00,2022-05-23 09:55:00,spread_reduced,Pseudo,0.4421480066294503
GBPJPY,B,LONG,2022-05-23 09:05:00,2022-05-23 09:55:00,spread_reduced,Pseudo,-0.25328307810009354
AUDJPY,B,LONG,2022-05-23 09:05:00,2022-05-23 09:55:00,spread_reduced,Pseudo,0.08077314036195975
GBPJPY,B,SHORT,2022-05-23 13:35:00,2022-05-23 13:40:00,stop,Pseudo,-0.5178529786553643
EURJPY,B,SHORT,2022-05-23 13:35:00,2022-05-23 13:45:00,stop,Pseudo,-0.6702602201308732
AUDJPY,B,SHORT,2022-05-23 13:35:00,2022-05-23 13:45:00,stop,Pseudo,-0.8006956593515913
EURJPY,B,LONG,2022-05-23 15:10:00,2022-05-23 15:40:00,spread_reduced,Real,-0.005217330101725537
GBPJPY,B,LONG,2022-05-23 15:10:00,2022-05-23 15:40:00,spread_reduced,Real,-0.11499914653375262
AUDJPY,B,LONG,2022-05-23 15:10:00,2022-05-23 15:40:00,spread_reduced,Real,-0.01850025733255804
EURJPY,B,SHORT,2022-05-23 22:20:00,2022-05-23 22:40:00,spread_reduced,Pseudo,-0.22012142902183562
GBPJPY,B,SHORT,2022-05-23 22:20:00,2022-05-23 22:40:00,spread_reduced,Pseudo,-0.09114544588473272
AUDJPY,B,SHORT,2022-05-23 22:20:00,2022-05-23 22:40:00,spread_reduced,Pseudo,-0.2225037696663712
EURJPY,B,SHORT,2022-05-24 00:10:00,2022-05-24 00:45:00,spread_reduced,Pseudo,0.25994002840793823
GBPJPY,B,SHORT,2022-05-24 00:10:00,2022-05-24 00:45:00,spread_reduced,Pseudo,0.2576008527927313
AUDJPY,B,SHORT,2022-05-24 00:10:00,2022-05-24 00:45:00,spread_reduced,Pseudo,0.2816866625366954
EURJPY,B,LONG,2022-05-24 01:30:00,2022-05-24 02:00:00,stop,Pseudo,-0.501792673761196
GBPJPY,B,LONG,2022-05-24 01:30:00,2022-05-24 02:00:00,spread_reduced,Pseudo,-0.4186736586078525
AUDJPY,B,LONG,2022-05-24 01:30:00,2022-05-24 02:00:00,spread_reduced,Pseudo,-0.40852172352567884
EURJPY,B,SHORT,2022-05-24 02:15:00,2022-05-24 02:55:00,spread_reduced,Real,0.2929503896703656
GBPJPY,B,SHORT,2022-05-24 02:15:00,2022-05-24 02:55:00,spread_reduced,Pseudo,0.01776087994968349
AUDJPY,B,SHORT,2022-05-24 02:15:00,2022-05-24 02:55:00,spread_reduced,Pseudo,-0.07750283822775354
EURJPY,B,SHORT,2022-05-24 04:15:00,2022-05-24 04:40:00,spread_reduced,Pseudo,-0.2194471388693072
GBPJPY,B,SHORT,2022-05-24 04:15:00,2022-05-24 04:40:00,spread_reduced,Pseudo,-0.1870270776647883
AUDJPY,B,SHORT,2022-05-24 04:15:00,2022-05-24 04:40:00,spread_reduced,Both,-0.19002218856289943
EURJPY,B,SHORT,2022-05-24 08:35:00,2022-05-24 09:10:00,spread_reduced,Both,-0.23983911406322278
GBPJPY,B,SHORT,2022-05-24 08:35:00,2022-05-24 09:10:00,spread_reduced,Pseudo,0.0023504479416125434
AUDJPY,B,SHORT,2022-05-24 08:35:00,2022-05-24 09:10:00,spread_reduced,Pseudo,0.240240389865883
EURJPY,B,LONG,2022-05-24 10:00:00,2022-05-24 10:50:00,spread_reduced,Pseudo,-0.039405992256713596
GBPJPY,B,LONG,2022-05-24 10:00:00,2022-05-24 10:50:00,spread_reduced,Pseudo,0.5928124153421848
AUDJPY,B,LONG,2022-05-24 10:00:00,2022-05-24 10:50:00,spread_reduced,Pseudo,0.4070551233060401
EURJPY,B,SHORT,2022-05-24 13:30:00,2022-05-24 14:40:00,spread_reduced,Pseudo,0.16897775999491493
GBPJPY,B,SHORT,2022-05-24 13:30:00,2022-05-24 14:40:00,spread_reduced,Pseudo,0.33885541021183574
AUDJPY,B,SHORT,2022-05-24 13:30:00,2022-05-24 14:40:00,spread_reduced,Pseudo,0.7795728208745967
EURJPY,B,LONG,2022-05-24 15:45:00,2022-05-24 16:30:00,spread_reduced,Pseudo,-0.3018046475313045
GBPJPY,B,LONG,2022-05-24 15:45:00,2022-05-24 16:30:00,spread_reduced,Pseudo,-0.15820864321329048
AUDJPY,B,LONG,2022-05-24 15:45:00,2022-05-24 16:30:00,spread_reduced,Pseudo,-0.07426813846977964
EURJPY,B,SHORT,2022-05-24 16:40:00,2022-05-24 17:05:00,spread_reduced,Pseudo,-0.15249911850290232
AUDJPY,B,SHORT,2022-05-24 16:40:00,2022-05-24 17:05:00,spread_reduced,Pseudo,-0.17476611556236737
GBPJPY,B,LONG,2022-05-24 17:50:00,2022-05-24 18:15:00,stop,Pseudo,-0.5103747548766968
EURJPY,B,LONG,2022-05-24 17:50:00,2022-05-24 18:20:00,spread_reduced,Real,0.06710624502156057
AUDJPY,B,LONG,2022-05-24 17:50:00,2022-05-24 18:20:00,spread_reduced,Real,-0.08708197670315165
EURJPY,B,SHORT,2022-05-25 00:00:00,2022-05-25 00:20:00,spread_reduced,Pseudo,-0.10934932654730704
GBPJPY,B,SHORT,2022-05-25 00:00:00,2022-05-25 00:20:00,spread_reduced,Pseudo,-0.2609064069180415
AUDJPY,B,SHORT,2022-05-25 00:00:00,2022-05-25 00:20:00,spread_reduced,Pseudo,-0.2907705064493597
EURJPY,B,SHORT,2022-05-25 01:20:00,2022-05-25 01:50:00,spread_reduced,Real,0.032822755425820915
GBPJPY,B,SHORT,2022-05-25 01:20:00,2022-05-25 01:50:00,spread_reduced,Real,-0.006002416958583723
AUDJPY,B,SHORT,2022-05-25 01:20:00,2022-05-25 01:50:00,spread_reduced,Real,-0.22068060866583158
EURJPY,B,LONG,2022-05-25 02:00:00,2022-05-25 04:05:00,spread_reduced,Pseudo,0.5158410242776709
GBPJPY,B,LONG,2022-05-25 02:00:00,2022-05-25 04:05:00,spread_reduced,Pseudo,0.7573345157553628
AUDJPY,B,LONG,2022-05-25 02:00:00,2022-05-25 04:05:00,spread_reduced,Pseudo,1.2300416061499972
EURJPY,B,LONG,2022-05-25 06:50:00,2022-05-25 07:45:00,spread_reduced,Pseudo,0.22907631943465864
GBPJPY,B,LONG,2022-05-25 06:50:00,2022-05-25 07:45:00,spread_reduced,Both,0.5450347732249099
AUDJPY,B,LONG,2022-05-25 06:50:00,2022-05-25 07:45:00,spread_reduced,Pseudo,-0.3080507377665187
EURJPY,B,SHORT,2022-05-25 08:00:00,2022-05-25 08:35:00,spread_reduced,Pseudo,-0.035903127904246546
GBPJPY,B,SHORT,2022-05-25 08:00:00,2022-05-25 08:35:00,spread_reduced,Pseudo,0.21053051369875528
