pair,direction,signal_bar,entry_bar,pnl_yen,r_mult,held,session
USDJPY,short,2022-03-30 04:25:00,2022-03-30 04:30:00,-5000.000000000154,-1.0000000000000306,1,"東京
09-15JST"
USDJPY,short,2022-04-08 00:50:00,2022-04-08 00:55:00,2152.665589661421,0.4305331179322842,8,"東京
09-15JST"
USDJPY,short,2022-04-08 01:05:00,2022-04-08 01:10:00,1510.3766333578792,0.30207532667157583,6,"東京
09-15JST"
USDJPY,short,2022-04-14 03:25:00,2022-04-14 03:30:00,-4805.690492712857,-0.9611380985425714,2,"東京
09-15JST"
USDJPY,short,2022-04-18 01:40:00,2022-04-18 01:45:00,-4999.999999999722,-0.9999999999999444,4,"東京
09-15JST"
USDJPY,short,2022-04-20 01:55:00,2022-04-20 02:00:00,8185.9131859126965,1.6371826371825393,6,"東京
09-15JST"
USDJPY,short,2022-04-20 02:20:00,2022-04-20 02:25:00,3163.468726638763,0.6326937453277527,2,"東京
09-15JST"
USDJPY,short,2022-04-20 02:25:00,2022-04-20 02:30:00,-2551.876894380775,-0.510375378876155,5,"東京
09-15JST"
USDJPY,short,2022-04-20 02:40:00,2022-04-20 02:45:00,-5000.000000000068,-1.0000000000000135,2,"東京
09-15JST"
USDJPY,short,2022-04-20 03:00:00,2022-04-20 03:05:00,11786.087866109801,2.3572175732219605,2,"東京
09-15JST"
USDJPY,short,2022-04-20 03:05:00,2022-04-20 03:10:00,14512.706313859702,2.9025412627719405,4,"東京
09-15JST"
USDJPY,short,2022-04-20 03:10:00,2022-04-20 03:15:00,1643.3724075751134,0.32867448151502265,3,"東京
09-15JST"
USDJPY,short,2022-04-20 04:30:00,2022-04-20 04:35:00,-4999.999999999601,-0.9999999999999202,1,"東京
09-15JST"
USDJPY,short,2022-04-22 04:20:00,2022-04-22 04:25:00,-4999.999999999899,-0.9999999999999798,1,"東京
09-15JST"
USDJPY,short,2022-04-22 05:55:00,2022-04-22 06:00:00,4033.923303835095,0.8067846607670189,2,"東京
09-15JST"
USDJPY,short,2022-04-25 02:20:00,2022-04-25 02:25:00,249.3535278923385,0.0498707055784677,4,"東京
09-15JST"
USDJPY,short,2022-04-26 00:00:00,2022-04-26 00:05:00,5513.380666301995,1.102676133260399,2,"東京
09-15JST"
USDJPY,short,2022-04-26 00:05:00,2022-04-26 00:10:00,-3760.7486090047064,-0.7521497218009413,2,"東京
09-15JST"
USDJPY,short,2022-04-26 00:50:00,2022-04-26 00:55:00,2046.7385721622609,0.40934771443245216,5,"東京
09-15JST"
USDJPY,short,2022-04-26 01:40:00,2022-04-26 01:45:00,-4937.759336100006,-0.9875518672200012,2,"東京
09-15JST"
USDJPY,short,2022-04-29 00:35:00,2022-04-29 00:40:00,-4999.999999999718,-0.9999999999999436,1,"東京
09-15JST"
USDJPY,short,2022-04-29 01:00:00,2022-04-29 01:05:00,8461.538461536878,1.6923076923073757,5,"東京
09-15JST"
USDJPY,short,2022-04-29 01:10:00,2022-04-29 01:15:00,1697.8193146405868,0.33956386292811735,3,"東京
09-15JST"
USDJPY,short,2022-04-29 05:55:00,2022-04-29 06:00:00,-5000.0000000002865,-1.0000000000000573,1,"東京
09-15JST"
USDJPY,short,2022-05-02 00:05:00,2022-05-02 00:10:00,4807.544264819377,0.9615088529638753,2,"東京
09-15JST"
USDJPY,short,2022-05-02 00:10:00,2022-05-02 00:15:00,-2496.1538461540467,-0.49923076923080933,2,"東京
09-15JST"
USDJPY,short,2022-05-02 00:15:00,2022-05-02 00:20:00,-5000.0,-1.0,1,"東京
09-15JST"
USDJPY,short,2022-05-03 00:50:00,2022-05-03 00:55:00,-4961.74863387867,-0.9923497267757341,2,"東京
09-15JST"
USDJPY,short,2022-05-03 00:55:00,2022-05-03 01:00:00,-5000.000000000297,-1.0000000000000595,1,"東京
09-15JST"
USDJPY,short,2022-05-03 01:25:00,2022-05-03 01:30:00,-4999.999999999845,-0.999999999999969,1,"東京
09-15JST"
USDJPY,short,2022-05-03 01:30:00,2022-05-03 01:35:00,-4999.999999999514,-0.9999999999999029,1,"東京
09-15JST"
USDJPY,short,2022-05-10 00:20:00,2022-05-10 00:25:00,-4945.076500589762,-0.9890153001179524,2,"東京
09-15JST"
USDJPY,short,2022-05-10 00:25:00,2022-05-10 00:30:00,-5000.000000000329,-1.000000000000066,1,"東京
09-15JST"
USDJPY,short,2022-05-10 00:50:00,2022-05-10 00:55:00,2521.25127507581,0.5042502550151621,2,"東京
09-15JST"
USDJPY,short,2022-05-10 01:00:00,2022-05-10 01:05:00,-1506.2388591792635,-0.3012477718358527,3,"東京
09-15JST"
USDJPY,short,2022-05-13 00:10:00,2022-05-13 00:15:00,-4999.999999999576,-0.9999999999999153,1,"東京
09-15JST"
USDJPY,short,2022-05-16 03:20:00,2022-05-16 03:25:00,-4397.63356041569,-0.879526712083138,2,"東京
09-15JST"
USDJPY,short,2022-05-18 01:30:00,2022-05-18 01:35:00,-1501.6982047536783,-0.3003396409507357,3,"東京
09-15JST"
USDJPY,short,2022-05-18 01:45:00,2022-05-18 01:50:00,-4479.553903346302,-0.8959107806692603,2,"東京
09-15JST"
USDJPY,short,2022-05-20 03:50:00,2022-05-20 03:55:00,-5000.000000000457,-1.0000000000000913,1,"東京
09-15JST"
USDJPY,short,2022-05-20 04:20:00,2022-05-20 04:25:00,2557.3155481454246,0.5114631096290849,3,"東京
09-15JST"
USDJPY,short,2022-05-20 04:30:00,2022-05-20 04:35:00,-2365.2931854196895,-0.4730586370839379,3,"東京
09-15JST"
USDJPY,short,2022-05-20 04:35:00,2022-05-20 04:40:00,-2638.3623957552363,-0.5276724791510473,2,"東京
09-15JST"
USDJPY,short,2022-05-20 05:10:00,2022-05-20 05:15:00,-1327.2727272723391,-0.26545454545446784,2,"東京
09-15JST"
USDJPY,short,2022-05-20 05:15:00,2022-05-20 05:20:00,-4999.999999999845,-0.999999999999969,1,"東京
09-15JST"
USDJPY,short,2022-05-23 02:40:00,2022-05-23 02:45:00,5.829770695879545,0.001165954139175909,3,"東京
09-15JST"
USDJPY,short,2022-05-24 04:10:00,2022-05-24 04:15:00,1057.1428571421275,0.2114285714284255,2,"東京
09-15JST"
USDJPY,short,2022-05-24 04:15:00,2022-05-24 04:20:00,-4999.999999999242,-0.9999999999998485,1,"東京
09-15JST"
USDJPY,short,2022-05-30 01:40:00,2022-05-30 01:45:00,211.2676056338109,0.04225352112676218,2,"東京
09-15JST"
USDJPY,short,2022-05-30 01:45:00,2022-05-30 01:50:00,-5000.0000000001455,-1.000000000000029,4,"東京
09-15JST"
USDJPY,short,2022-05-30 01:50:00,2022-05-30 01:55:00,-5000.0,-1.0,9,"東京
09-15JST"
USDJPY,short,2022-05-30 02:05:00,2022-05-30 02:10:00,-3032.786885247522,-0.6065573770495044,6,"東京
09-15JST"
USDJPY,short,2022-05-30 02:15:00,2022-05-30 02:20:00,-2154.4715447159847,-0.4308943089431969,4,"東京
09-15JST"
USDJPY,short,2022-05-30 02:25:00,2022-05-30 02:30:00,-4999.999999999329,-0.9999999999998658,2,"東京
09-15JST"
USDJPY,short,2022-06-10 00:20:00,2022-06-10 00:25:00,-4999.9999999996635,-0.9999999999999327,1,"東京
09-15JST"
USDJPY,short,2022-06-10 00:25:00,2022-06-10 00:30:00,-3178.294573643193,-0.6356589147286386,2,"東京
09-15JST"
USDJPY,short,2022-06-10 00:35:00,2022-06-10 00:40:00,6774.6913580264245,1.354938271605285,2,"東京
09-15JST"
USDJPY,short,2022-06-10 00:40:00,2022-06-10 00:45:00,392.49146757722417,0.07849829351544484,2,"東京
09-15JST"
USDJPY,short,2022-06-10 00:45:00,2022-06-10 00:50:00,-5000.0000000002465,-1.0000000000000493,1,"東京
09-15JST"
USDJPY,short,2022-06-10 05:05:00,2022-06-10 05:10:00,-5000.0,-1.0,1,"東京
09-15JST"
USDJPY,short,2022-06-10 05:25:00,2022-06-10 05:30:00,4880.769230770841,0.9761538461541682,5,"東京
09-15JST"
USDJPY,short,2022-06-10 05:40:00,2022-06-10 05:45:00,1291.322314048635,0.258264462809727,2,"東京
09-15JST"
USDJPY,short,2022-06-10 05:45:00,2022-06-10 05:50:00,-2177.049180327114,-0.4354098360654228,3,"東京
09-15JST"
USDJPY,short,2022-06-10 05:50:00,2022-06-10 05:55:00,40.54492377624434,0.008108984755248868,2,"東京
09-15JST"
USDJPY,short,2022-06-15 00:00:00,2022-06-15 00:05:00,4522.184300340589,0.9044368600681179,2,"東京
09-15JST"
USDJPY,short,2022-06-15 00:05:00,2022-06-15 00:10:00,-4999.999999999759,-0.9999999999999518,1,"東京
09-15JST"
USDJPY,short,2022-06-15 00:20:00,2022-06-15 00:25:00,-5000.000000000729,-1.0000000000001459,1,"東京
09-15JST"
USDJPY,short,2022-06-15 00:35:00,2022-06-15 00:40:00,-5000.000000000228,-1.0000000000000457,1,"東京
09-15JST"
USDJPY,short,2022-06-15 00:40:00,2022-06-15 00:45:00,5678.871090769197,1.1357742181538393,2,"東京
09-15JST"
USDJPY,short,2022-06-15 00:50:00,2022-06-15 00:55:00,-5000.0,-1.0,2,"東京
09-15JST"
USDJPY,short,2022-06-15 05:10:00,2022-06-15 05:15:00,-4999.999999999846,-0.9999999999999692,1,"東京
09-15JST"
USDJPY,short,2022-06-20 02:10:00,2022-06-20 02:15:00,-4999.999999999408,-0.9999999999998815,1,"東京
09-15JST"
USDJPY,short,2022-06-22 01:10:00,2022-06-22 01:15:00,2883.8754809376373,0.5767750961875274,4,"東京
09-15JST"
USDJPY,short,2022-06-22 01:20:00,2022-06-22 01:25:00,949.5021337130075,0.18990042674260152,2,"東京
09-15JST"
USDJPY,short,2022-06-22 01:25:00,2022-06-22 01:30:00,860.0917431188858,0.17201834862377716,3,"東京
09-15JST"
USDJPY,short,2022-06-27 00:45:00,2022-06-27 00:50:00,8685.636856368159,1.7371273712736317,4,"東京
09-15JST"
USDJPY,short,2022-06-28 02:25:00,2022-06-28 02:30:00,1339.6226415100828,0.2679245283020166,4,"東京
09-15JST"
USDJPY,short,2022-06-28 02:30:00,2022-06-28 02:35:00,-1010.7526881714226,-0.20215053763428453,3,"東京
09-15JST"
USDJPY,short,2022-06-28 02:35:00,2022-06-28 02:40:00,-2142.035652672943,-0.42840713053458856,2,"東京
09-15JST"
USDJPY,short,2022-06-28 02:40:00,2022-06-28 02:45:00,-4999.999999999198,-0.9999999999998396,1,"東京
09-15JST"
USDJPY,short,2022-06-28 02:45:00,2022-06-28 02:50:00,-4999.999999999679,-0.9999999999999358,2,"東京
09-15JST"
USDJPY,short,2022-07-01 02:20:00,2022-07-01 02:25:00,7198.480531813092,1.4396961063626184,2,"東京
09-15JST"
USDJPY,short,2022-07-01 02:25:00,2022-07-01 02:30:00,6904.973357015657,1.3809946714031314,5,"東京
09-15JST"
USDJPY,short,2022-07-01 02:30:00,2022-07-01 02:35:00,1279.0697674413802,0.25581395348827607,4,"東京
09-15JST"
USDJPY,short,2022-07-01 02:35:00,2022-07-01 02:40:00,405.9405940579147,0.08118811881158294,4,"東京
09-15JST"
USDJPY,short,2022-07-01 02:40:00,2022-07-01 02:45:00,-740.8139075466472,-0.14816278150932943,3,"東京
09-15JST"
USDJPY,short,2022-07-01 02:50:00,2022-07-01 02:55:00,-4999.999999999335,-0.999999999999867,1,"東京
09-15JST"
USDJPY,short,2022-07-01 02:55:00,2022-07-01 03:00:00,6855.050694706532,1.3710101389413065,5,"東京
09-15JST"
USDJPY,short,2022-07-01 03:05:00,2022-07-01 03:10:00,4443.198804185665,0.8886397608371329,3,"東京
09-15JST"
USDJPY,short,2022-07-01 03:15:00,2022-07-01 03:20:00,-2892.313142046952,-0.5784626284093904,3,"東京
09-15JST"
USDJPY,short,2022-07-01 05:00:00,2022-07-01 05:05:00,-720.4049844244013,-0.14408099688488027,3,"東京
09-15JST"
USDJPY,short,2022-07-01 05:05:00,2022-07-01 05:10:00,-1893.2427029189419,-0.3786485405837884,2,"東京
09-15JST"
USDJPY,short,2022-07-04 01:35:00,2022-07-04 01:40:00,-5000.000000000235,-1.0000000000000469,1,"東京
09-15JST"
USDJPY,short,2022-07-06 01:25:00,2022-07-06 01:30:00,-224.3706676390176,-0.04487413352780352,3,"東京
09-15JST"
USDJPY,short,2022-07-06 01:30:00,2022-07-06 01:35:00,-4999.999999999392,-0.9999999999998783,2,"東京
09-15JST"
USDJPY,short,2022-07-06 02:00:00,2022-07-06 02:05:00,925.7925072037874,0.1851585014407575,3,"東京
09-15JST"
USDJPY,short,2022-07-06 02:05:00,2022-07-06 02:10:00,1015.2284263950226,0.20304568527900452,2,"東京
09-15JST"
USDJPY,short,2022-07-06 02:10:00,2022-07-06 02:15:00,-2507.342143906004,-0.5014684287812008,6,"東京
09-15JST"
USDJPY,short,2022-07-06 02:15:00,2022-07-06 02:20:00,-3994.3289224947625,-0.7988657844989525,5,"東京
09-15JST"
USDJPY,short,2022-07-06 02:30:00,2022-07-06 02:35:00,-696.7213114749749,-0.13934426229499497,2,"東京
09-15JST"
USDJPY,short,2022-07-06 02:35:00,2022-07-06 02:40:00,2720.5882352945296,0.5441176470589059,6,"東京
09-15JST"
USDJPY,short,2022-07-06 02:40:00,2022-07-06 02:45:00,3025.013027618255,0.6050026055236509,5,"東京
09-15JST"
USDJPY,short,2022-07-07 01:00:00,2022-07-07 01:05:00,3107.9833871706724,0.6215966774341345,4,"東京
09-15JST"
USDJPY,short,2022-07-07 01:05:00,2022-07-07 01:10:00,2430.675909878292,0.48613518197565836,3,"東京
09-15JST"
USDJPY,short,2022-07-07 01:15:00,2022-07-07 01:20:00,-4033.33333333433,-0.8066666666668659,2,"東京
09-15JST"
USDJPY,short,2022-07-07 01:20:00,2022-07-07 01:25:00,-5000.0,-1.0,1,"東京
09-15JST"
USDJPY,short,2022-07-07 01:35:00,2022-07-07 01:40:00,-4472.196041472363,-0.8944392082944725,2,"東京
09-15JST"
USDJPY,short,2022-07-07 01:40:00,2022-07-07 01:45:00,-5000.000000000799,-1.0000000000001599,1,"東京
09-15JST"
USDJPY,short,2022-07-07 02:05:00,2022-07-07 02:10:00,766.1647475649471,0.1532329495129894,7,"東京
09-15JST"
USDJPY,short,2022-07-07 02:10:00,2022-07-07 02:15:00,1.882232412609457e-09,3.764464825218914e-13,6,"東京
09-15JST"
USDJPY,short,2022-07-07 02:25:00,2022-07-07 02:30:00,-3482.9721362214214,-0.6965944272442842,2,"東京
09-15JST"
USDJPY,short,2022-07-07 02:35:00,2022-07-07 02:40:00,-5000.000000001099,-1.0000000000002198,2,"東京
09-15JST"
USDJPY,short,2022-07-08 03:40:00,2022-07-08 03:45:00,-776.6205782004618,-0.15532411564009235,24,"東京
09-15JST"
USDJPY,short,2022-07-08 03:45:00,2022-07-08 03:50:00,-1201.9315188766325,-0.2403863037753265,23,"東京
09-15JST"
USDJPY,short,2022-07-08 04:25:00,2022-07-08 04:30:00,2969.1601049875867,0.5938320209975173,8,"東京
09-15JST"
USDJPY,short,2022-07-08 04:50:00,2022-07-08 04:55:00,-1299.4224788998772,-0.25988449577997547,2,"東京
09-15JST"
USDJPY,short,2022-07-26 00:20:00,2022-07-26 00:25:00,-504.2016806722717,-0.10084033613445434,2,"東京
09-15JST"
USDJPY,short,2022-07-29 05:00:00,2022-07-29 05:05:00,6826.3688760807345,1.3652737752161468,4,"東京
09-15JST"
USDJPY,short,2022-07-29 05:05:00,2022-07-29 05:10:00,5667.14362368145,1.13342872473629,3,"東京
09-15JST"
USDJPY,short,2022-07-29 05:15:00,2022-07-29 05:20:00,8693.602693603167,1.7387205387206333,2,"東京
09-15JST"
USDJPY,short,2022-07-29 05:20:00,2022-07-29 05:25:00,-5000.000000000246,-1.000000000000049,1,"東京
09-15JST"
USDJPY,short,2022-08-01 01:05:00,2022-08-01 01:10:00,19374.346462183235,3.8748692924366472,2,"東京
09-15JST"
USDJPY,short,2022-08-01 01:10:00,2022-08-01 01:15:00,3200.9211283821746,0.640184225676435,2,"東京
09-15JST"
USDJPY,short,2022-08-01 01:15:00,2022-08-01 01:20:00,-4999.999999999627,-0.9999999999999254,1,"東京
09-15JST"
USDJPY,short,2022-08-01 01:20:00,2022-08-01 01:25:00,-2650.349650349576,-0.5300699300699152,2,"東京
09-15JST"
USDJPY,short,2022-08-01 01:45:00,2022-08-01 01:50:00,-526.5645679710628,-0.10531291359421256,6,"東京
09-15JST"
USDJPY,short,2022-08-02 00:15:00,2022-08-02 00:20:00,94.33962264047355,0.01886792452809471,2,"東京
09-15JST"
USDJPY,short,2022-08-03 02:20:00,2022-08-03 02:25:00,20513.293943868135,4.102658788773627,6,"東京
09-15JST"
USDJPY,short,2022-08-03 02:40:00,2022-08-03 02:45:00,16280.515891291972,3.2561031782583947,2,"東京
09-15JST"
USDJPY,short,2022-08-03 02:45:00,2022-08-03 02:50:00,7480.851063828789,1.4961702127657577,2,"東京
09-15JST"
USDJPY,short,2022-08-03 02:50:00,2022-08-03 02:55:00,-5000.0,-1.0,1,"東京
09-15JST"
USDJPY,short,2022-08-03 03:10:00,2022-08-03 03:15:00,-2767.85714285775,-0.5535714285715501,2,"東京
09-15JST"
USDJPY,short,2022-08-03 03:30:00,2022-08-03 03:35:00,1093.0365296803236,0.21860730593606473,3,"東京
09-15JST"
USDJPY,short,2022-08-03 03:55:00,2022-08-03 04:00:00,853.9666498233494,0.17079332996466987,2,"東京
09-15JST"
USDJPY,short,2022-08-03 04:00:00,2022-08-03 04:05:00,-4999.999999999795,-0.999999999999959,1,"東京
09-15JST"
USDJPY,short,2022-08-03 04:10:00,2022-08-03 04:15:00,-81.77839207598062,-0.016355678415196123,4,"東京
09-15JST"
USDJPY,short,2022-08-05 04:00:00,2022-08-05 04:05:00,-1155.4621848728812,-0.23109243697457624,8,"東京
09-15JST"
USDJPY,short,2022-08-05 05:25:00,2022-08-05 05:30:00,1388.0025526474162,0.27760051052948326,2,"東京
09-15JST"
USDJPY,short,2022-08-05 05:30:00,2022-08-05 05:35:00,-1909.87124463635,-0.38197424892727,2,"東京
09-15JST"
USDJPY,short,2022-08-15 00:50:00,2022-08-15 00:55:00,-5000.0000000001055,-1.000000000000021,1,"東京
09-15JST"
USDJPY,short,2022-08-17 02:00:00,2022-08-17 02:05:00,1533.333333332769,0.3066666666665538,2,"東京
09-15JST"
USDJPY,short,2022-08-17 02:05:00,2022-08-17 02:10:00,-4999.999999999288,-0.9999999999998576,2,"東京
09-15JST"
USDJPY,short,2022-08-24 05:50:00,2022-08-24 05:55:00,-4999.999999999841,-0.9999999999999681,1,"東京
09-15JST"
USDJPY,short,2022-08-25 01:40:00,2022-08-25 01:45:00,-4999.999999999881,-0.9999999999999761,1,"東京
09-15JST"
USDJPY,short,2022-08-31 01:05:00,2022-08-31 01:10:00,-3169.014084507562,-0.6338028169015124,2,"東京
09-15JST"
USDJPY,short,2022-09-06 00:05:00,2022-09-06 00:10:00,-5000.000000000404,-1.0000000000000808,1,"東京
09-15JST"
USDJPY,short,2022-09-09 03:20:00,2022-09-09 03:25:00,-1557.3770491799535,-0.3114754098359907,2,"東京
09-15JST"
USDJPY,short,2022-09-09 03:25:00,2022-09-09 03:30:00,-4999.999999999468,-0.9999999999998936,1,"東京
09-15JST"
USDJPY,short,2022-09-09 03:40:00,2022-09-09 03:45:00,-4999.9999999998345,-0.9999999999999669,1,"東京
09-15JST"
USDJPY,short,2022-09-09 04:10:00,2022-09-09 04:15:00,-5000.000000000109,-1.0000000000000218,1,"東京
09-15JST"
USDJPY,short,2022-09-09 05:45:00,2022-09-09 05:50:00,-5000.000000000471,-1.0000000000000941,1,"東京
09-15JST"
USDJPY,short,2022-09-14 03:25:00,2022-09-14 03:30:00,-264.5273200348348,-0.05290546400696696,3,"東京
09-15JST"
USDJPY,short,2022-09-14 03:30:00,2022-09-14 03:35:00,-5000.000000000333,-1.0000000000000666,2,"東京
09-15JST"
USDJPY,short,2022-09-14 04:35:00,2022-09-14 04:40:00,-4999.999999999705,-0.999999999999941,1,"東京
09-15JST"
USDJPY,short,2022-09-14 04:55:00,2022-09-14 05:00:00,6242.732558139552,1.2485465116279104,2,"東京
09-15JST"
USDJPY,short,2022-09-14 05:00:00,2022-09-14 05:05:00,-3931.1794644838646,-0.786235892896773,2,"東京
09-15JST"
USDJPY,short,2022-09-14 05:05:00,2022-09-14 05:10:00,-4233.361415333309,-0.8466722830666619,4,"東京
09-15JST"
USDJPY,short,2022-09-14 05:25:00,2022-09-14 05:30:00,-4999.999999999774,-0.9999999999999549,5,"東京
09-15JST"
USDJPY,short,2022-11-03 00:55:00,2022-11-03 01:00:00,-4999.999999999288,-0.9999999999998576,1,"東京
09-15JST"
USDJPY,short,2022-11-03 02:20:00,2022-11-03 02:25:00,-5000.000000000364,-1.0000000000000728,1,"東京
09-15JST"
USDJPY,short,2022-11-03 02:40:00,2022-11-03 02:45:00,593.3544303789777,0.11867088607579554,9,"東京
09-15JST"
USDJPY,short,2022-11-11 03:55:00,2022-11-11 04:00:00,-4999.999999999363,-0.9999999999998727,1,"東京
09-15JST"
