close_time,ticket,type,lots,open_price,close_price,profit_yen,pips,open_time,hold_bars
2026.05.28 10:01,938136781,BUY,0.60,159.52200,159.44000,-4920,-8.2,2026.05.28 01:34,101
2026.05.29 14:37,938533080,BUY,1.45,159.30300,159.26400,-5655,-3.9,2026.05.29 14:37,0
