pair,base,quote,session,horizon,n,mean,skew,exkurt,lefttail,downrate,tstat,pval,judge
EURAUD,EUR,AUD,深夜 03-09,12,19743,0.003415328218844566,1.5628693078690268,69.08643177640364,0.9024170700519653,47.768829458542264,5.891279144750361,3.8943896648712525e-09,▲LONG
EURAUD,EUR,AUD,深夜 03-09,24,19738,0.003912010770529634,1.387954619410807,38.5163296429217,0.9109509259356025,48.25210254331746,4.406116551768316,1.0579469114379256e-05,▲LONG
AUDNZD,AUD,NZD,東京 09-15,6,20422,0.002186113645237492,0.9169750420130949,32.676689090488054,0.9570701257350004,48.2127117814122,5.09702893389555,3.481038653960421e-07,▲LONG
AUDNZD,AUD,NZD,東京 09-15,12,20422,0.002986309286433713,0.48991314343517417,17.69126948692767,0.9516458452363147,48.23229850161591,4.974866396000255,6.582295674705387e-07,▲LONG
AUDNZD,AUD,NZD,東京 09-15,24,20422,0.005011149628080098,3.181623501273251,67.28457108319655,0.9661154499198694,48.482029184213104,5.572650870060998,2.540591435948038e-08,▲LONG
AUDNZD,AUD,NZD,欧州 15-21,6,20778,0.0004507154388287559,0.2201484553262565,734.8900088919099,0.9917114876553458,49.27326980460102,0.9219748201028168,0.3565524154657005,─
AUDNZD,AUD,NZD,欧州 15-21,12,20778,0.00034217525820685776,-0.2785347907465713,381.01808154003476,1.0001004356473242,48.878621619020116,0.518897516188065,0.6038377365300094,△long（弱）
AUDNZD,AUD,NZD,欧州 15-21,24,20778,-0.0006316389103623918,-2.2727670557384214,193.78719728515463,1.0269391151749407,49.2443931080951,-0.7530800160029472,0.45141036510603066,─
AUDNZD,AUD,NZD,NY   21-03,6,20729,0.0010539819635040264,-0.21022318446775676,8.049675519188929,0.9672145670292739,48.8976795793333,3.050892832740593,0.002284503165308653,△long（弱）
AUDNZD,AUD,NZD,NY   21-03,12,20729,0.0013316656903224026,-0.27274938261314097,5.383953056337001,1.0012864339437937,48.56963674079792,2.921116531201038,0.003491554557298421,△long（弱）
AUDNZD,AUD,NZD,NY   21-03,24,20729,0.00020420392714526502,-0.16592845712864623,5.080309764160736,1.037474451600146,48.82531718847991,0.32921864507876847,0.74199375730068,△long（弱）
AUDNZD,AUD,NZD,深夜 03-09,6,19371,0.0020721150570480284,-0.26819243163308315,30.257836454349345,0.9319544243192137,47.14263589902431,6.170077123631457,6.96113568282773e-10,△long（弱）
AUDNZD,AUD,NZD,深夜 03-09,12,19367,0.00373441865651527,0.2032158438060901,19.04904816807315,0.918487848753555,46.33655186657717,8.002071867375012,1.2918967976452292e-15,▲LONG
AUDNZD,AUD,NZD,深夜 03-09,24,19361,0.005312609878678921,-0.3114953668428357,11.245042561804118,0.8906692257881663,46.85708382831466,7.864474204486444,3.899964678857743e-15,△long（弱）
