signal_dt,entry_dt,exit_dt,session,direction,filter,entry_price,exit_price,sl_price,lot_size,held_bars,exit_reason,pnl_pips,pnl_yen,r_mult,atr_val,eur_jpy_diff,ac_val,period
2022-07-28 14:25:00,2022-07-28 14:30:00,2022-07-28 14:50:00,NY   21-03JST,LONG,Q10+ac<0,136.7485,136.80921,136.60621,3.51,4,stop,6.07,2134.0,0.427,0.14229,-0.005771,-0.2179,IS
2022-07-29 04:00:00,2022-07-29 04:05:00,2022-07-29 05:00:00,NY   21-03JST,LONG,Q10+ac<0,136.121,136.10779,135.95529,3.02,11,stop,-1.32,-399.0,-0.08,0.16571,-0.009047,-0.4646,IS
2022-07-29 04:05:00,2022-07-29 04:10:00,2022-07-29 05:00:00,NY   21-03JST,LONG,Q10+ac<0,136.1205,136.10671,135.95371,3.0,10,stop,-1.38,-413.0,-0.083,0.16679,-0.009545,-0.1724,IS
2022-07-29 04:10:00,2022-07-29 04:15:00,2022-07-29 05:00:00,NY   21-03JST,LONG,Q10+ac<0,136.0915,136.10375,135.92175,2.95,9,stop,1.23,361.0,0.072,0.16975,-0.010604,-0.1714,IS
2022-07-29 04:15:00,2022-07-29 04:20:00,2022-07-29 05:00:00,NY   21-03JST,LONG,Q10+ac<0,136.1315,136.10229,135.96029,2.92,8,stop,-2.92,-853.0,-0.171,0.17121,-0.01065,-0.1786,IS
2022-07-29 04:20:00,2022-07-29 04:25:00,2022-07-29 05:00:00,NY   21-03JST,LONG,Q10+ac<0,136.206,136.10146,136.03396,2.91,7,stop,-10.45,-3038.0,-0.608,0.17204,-0.01014,-0.1655,IS
2022-07-29 04:25:00,2022-07-29 04:30:00,2022-07-29 05:00:00,NY   21-03JST,LONG,Q10+ac<0,136.1655,136.09836,135.99036,2.85,6,stop,-6.71,-1917.0,-0.383,0.17514,-0.010503,-0.1727,IS
2022-07-29 04:30:00,2022-07-29 04:35:00,2022-07-29 05:00:00,NY   21-03JST,LONG,Q10+ac<0,136.156,136.09864,135.98114,2.86,5,stop,-5.74,-1640.0,-0.328,0.17486,-0.010026,-0.1859,IS
2022-07-29 04:35:00,2022-07-29 04:40:00,2022-07-29 05:00:00,NY   21-03JST,LONG,Q10+ac<0,136.223,136.0825,136.045,2.81,4,stop,-14.05,-3947.0,-0.789,0.178,-0.009504,-0.1684,IS
2022-07-29 04:40:00,2022-07-29 04:45:00,2022-07-29 05:00:00,NY   21-03JST,LONG,Q10+ac<0,136.2655,136.08586,136.08836,2.82,3,stop,-17.96,-5071.0,-1.014,0.17714,-0.008715,-0.1454,IS
2022-07-29 04:45:00,2022-07-29 04:50:00,2022-07-29 05:00:00,NY   21-03JST,LONG,Q10+ac<0,136.211,136.05161,136.03211,2.79,2,stop,-15.94,-4455.0,-0.891,0.17889,-0.009473,-0.1436,IS
2022-07-29 04:50:00,2022-07-29 04:55:00,2022-07-29 05:00:00,NY   21-03JST,LONG,Q10+ac<0,136.2305,136.05186,136.05436,2.84,1,stop,-17.86,-5071.0,-1.014,0.17614,-0.009217,-0.1451,IS
2022-07-29 15:20:00,2022-07-29 15:25:00,2022-07-29 15:50:00,NY   21-03JST,LONG,Q10+ac<0,136.095,136.02714,135.94464,3.33,5,stop,-6.79,-2257.0,-0.451,0.15036,-0.004978,-0.311,IS
2022-07-29 15:55:00,2022-07-29 16:00:00,2022-07-29 16:20:00,NY   21-03JST,LONG,Q10+ac<0,135.911,135.94025,135.78175,3.87,4,stop,2.93,1132.0,0.226,0.12925,-0.005169,-0.1454,IS
2022-08-01 02:05:00,2022-08-01 02:10:00,2022-08-01 03:40:00,NY   21-03JST,LONG,Q10+ac<0,135.4025,135.59932,135.21482,2.66,18,stop,19.68,5244.0,1.049,0.18768,-0.007947,-0.1388,IS
2022-08-01 02:10:00,2022-08-01 02:15:00,2022-08-01 03:35:00,NY   21-03JST,LONG,Q10+ac<0,135.4955,135.62596,135.33446,3.1,16,stop,13.05,4051.0,0.81,0.16104,-0.007258,-0.63,IS
2022-08-01 02:15:00,2022-08-01 02:20:00,2022-08-01 03:00:00,NY   21-03JST,LONG,Q10+ac<0,135.504,135.49096,135.35596,3.38,8,stop,-1.3,-440.0,-0.088,0.14804,-0.006717,-0.4836,IS
2022-08-01 02:20:00,2022-08-01 02:25:00,2022-08-01 03:00:00,NY   21-03JST,LONG,Q10+ac<0,135.5215,135.50746,135.38996,3.8,7,stop,-1.4,-534.0,-0.107,0.13154,-0.006413,-0.4121,IS
2022-08-01 02:25:00,2022-08-01 02:30:00,2022-08-01 03:00:00,NY   21-03JST,LONG,Q10+ac<0,135.603,135.51357,135.47757,3.99,6,stop,-8.94,-3565.0,-0.713,0.12543,-0.006128,-0.3067,IS
2022-08-01 02:30:00,2022-08-01 02:35:00,2022-08-01 03:00:00,NY   21-03JST,LONG,Q10+ac<0,135.597,135.51721,135.48471,4.45,5,stop,-7.98,-3553.0,-0.711,0.11229,-0.006413,-0.4116,IS
2022-08-01 02:35:00,2022-08-01 02:40:00,2022-08-01 03:00:00,NY   21-03JST,LONG,Q10+ac<0,135.613,135.52325,135.50675,4.71,4,stop,-8.97,-4224.0,-0.845,0.10625,-0.006188,-0.4605,IS
2022-08-01 02:40:00,2022-08-01 02:45:00,2022-08-01 03:00:00,NY   21-03JST,LONG,Q10+ac<0,135.63,135.52982,135.53232,5.12,3,stop,-10.02,-5128.0,-1.026,0.09768,-0.005983,-0.4139,IS
2022-08-01 02:45:00,2022-08-01 02:50:00,2022-08-01 03:00:00,NY   21-03JST,LONG,Q10+ac<0,135.5705,135.52643,135.47693,5.34,2,stop,-4.41,-2355.0,-0.471,0.09357,-0.006426,-0.3914,IS
2022-08-01 02:50:00,2022-08-01 02:55:00,2022-08-01 03:00:00,NY   21-03JST,LONG,Q10+ac<0,135.607,135.51282,135.51532,5.45,1,stop,-9.42,-5136.0,-1.027,0.09168,-0.006092,-0.4209,IS
2022-08-01 02:55:00,2022-08-01 03:00:00,2022-08-01 03:05:00,NY   21-03JST,LONG,Q10+ac<0,135.5845,135.49564,135.49814,5.79,1,stop,-8.89,-5145.0,-1.029,0.08636,-0.006482,-0.4385,IS
2022-08-02 00:25:00,2022-08-02 00:30:00,2022-08-02 00:35:00,NY   21-03JST,LONG,Q10+ac<0,134.5925,134.46243,134.46493,3.92,1,stop,-13.01,-5098.0,-1.02,0.12757,-0.005075,-0.1585,IS
2022-08-02 00:35:00,2022-08-02 00:40:00,2022-08-02 00:50:00,NY   21-03JST,LONG,Q10+ac<0,134.4505,134.50225,134.30675,3.48,2,stop,5.18,1800.0,0.36,0.14375,-0.005132,-0.3124,IS
2022-08-02 00:40:00,2022-08-02 00:45:00,2022-08-02 01:00:00,NY   21-03JST,LONG,Q10+ac<0,134.5295,134.60168,134.38318,3.42,3,stop,7.22,2466.0,0.493,0.14632,-0.005295,-0.4465,IS
2022-08-02 00:45:00,2022-08-02 00:50:00,2022-08-02 01:00:00,NY   21-03JST,LONG,Q10+ac<0,134.604,134.59393,134.44993,3.25,2,stop,-1.01,-327.0,-0.065,0.15407,-0.004929,-0.1815,IS
2022-08-02 00:50:00,2022-08-02 00:55:00,2022-08-02 01:05:00,NY   21-03JST,LONG,Q10+ac<0,134.5895,134.53721,134.43221,3.18,2,stop,-5.23,-1662.0,-0.332,0.15729,-0.004889,-0.1266,IS
2022-08-02 01:00:00,2022-08-02 01:05:00,2022-08-02 01:10:00,NY   21-03JST,LONG,Q10+ac<0,134.5965,134.4265,134.429,2.99,1,stop,-17.0,-5075.0,-1.015,0.1675,-0.00485,-0.1381,IS
2022-08-02 01:15:00,2022-08-02 01:20:00,2022-08-02 01:30:00,NY   21-03JST,LONG,Q10+ac<0,134.4475,134.27729,134.27979,2.98,2,stop,-17.02,-5075.0,-1.015,0.16771,-0.005823,-0.1956,IS
2022-08-02 01:20:00,2022-08-02 01:25:00,2022-08-02 01:30:00,NY   21-03JST,LONG,Q10+ac<0,134.3315,134.16196,134.16446,2.99,1,stop,-16.95,-5075.0,-1.015,0.16704,-0.007123,-0.278,IS
2022-08-02 01:25:00,2022-08-02 01:30:00,2022-08-02 01:35:00,NY   21-03JST,LONG,Q10+ac<0,134.324,134.1675,134.17,3.25,1,stop,-15.65,-5081.0,-1.016,0.154,-0.006923,-0.2761,IS
2022-08-02 01:30:00,2022-08-02 01:35:00,2022-08-02 02:00:00,NY   21-03JST,LONG,Q10+ac<0,134.142,134.08539,133.97639,3.02,5,stop,-5.66,-1709.0,-0.342,0.16561,-0.009312,-0.2613,IS
2022-08-02 01:35:00,2022-08-02 01:40:00,2022-08-02 02:00:00,NY   21-03JST,LONG,Q10+ac<0,134.1755,134.08811,134.01261,3.07,4,stop,-8.74,-2683.0,-0.537,0.16289,-0.008828,-0.2338,IS
2022-08-02 01:40:00,2022-08-02 01:45:00,2022-08-02 02:00:00,NY   21-03JST,LONG,Q10+ac<0,134.127,134.08818,133.96418,3.07,3,stop,-3.88,-1192.0,-0.238,0.16282,-0.008606,-0.3656,IS
2022-08-02 01:45:00,2022-08-02 01:50:00,2022-08-02 02:00:00,NY   21-03JST,LONG,Q10+ac<0,134.194,134.10032,134.04332,3.32,2,stop,-9.37,-3109.0,-0.622,0.15068,-0.008162,-0.4,IS
2022-08-02 01:50:00,2022-08-02 01:55:00,2022-08-02 02:00:00,NY   21-03JST,LONG,Q10+ac<0,134.234,134.08821,134.09071,3.49,1,stop,-14.58,-5087.0,-1.017,0.14329,-0.007558,-0.3605,IS
2022-08-02 01:55:00,2022-08-02 02:00:00,2022-08-02 02:40:00,NY   21-03JST,LONG,Q10+ac<0,134.195,134.15543,134.05693,3.62,8,stop,-3.96,-1433.0,-0.287,0.13807,-0.006379,-0.3095,IS
2022-08-02 02:00:00,2022-08-02 02:05:00,2022-08-02 02:40:00,NY   21-03JST,LONG,Q10+ac<0,134.137,134.15257,133.99607,3.55,7,stop,1.56,552.0,0.11,0.14093,-0.007176,-0.3702,IS
2022-08-02 02:05:00,2022-08-02 02:10:00,2022-08-02 02:40:00,NY   21-03JST,LONG,Q10+ac<0,134.1815,134.15889,134.04689,3.71,6,stop,-2.26,-840.0,-0.168,0.13461,-0.006728,-0.5812,IS
2022-08-02 02:10:00,2022-08-02 02:15:00,2022-08-02 02:40:00,NY   21-03JST,LONG,Q10+ac<0,134.19,134.16511,134.06161,3.89,5,stop,-2.49,-969.0,-0.194,0.12839,-0.005231,-0.3889,IS
2022-08-03 03:45:00,2022-08-03 03:50:00,2022-08-03 03:55:00,NY   21-03JST,LONG,Q10+ac<0,135.3825,135.27525,135.27775,4.77,1,stop,-10.72,-5119.0,-1.024,0.10475,-0.00512,-0.4115,IS
2022-08-03 03:50:00,2022-08-03 03:55:00,2022-08-03 04:00:00,NY   21-03JST,LONG,Q10+ac<0,135.282,135.16993,135.17243,4.56,1,stop,-11.21,-5114.0,-1.023,0.10957,-0.006105,-0.1626,IS
2022-08-03 04:20:00,2022-08-03 04:25:00,2022-08-03 05:15:00,NY   21-03JST,LONG,Q10+ac<0,134.96,135.21739,134.82739,3.77,10,stop,25.74,9705.0,1.941,0.13261,-0.008661,-0.1737,IS
2022-08-03 04:25:00,2022-08-03 04:30:00,2022-08-03 05:15:00,NY   21-03JST,LONG,Q10+ac<0,134.985,135.22136,134.85636,3.89,9,stop,23.64,9187.0,1.837,0.12864,-0.008347,-0.2341,IS
2022-08-03 04:30:00,2022-08-03 04:35:00,2022-08-03 05:15:00,NY   21-03JST,LONG,Q10+ac<0,134.981,135.21429,134.84529,3.68,8,stop,23.33,8595.0,1.719,0.13571,-0.00822,-0.1971,IS
2022-08-03 04:35:00,2022-08-03 04:40:00,2022-08-03 05:15:00,NY   21-03JST,LONG,Q10+ac<0,135.017,135.2145,134.8815,3.69,7,stop,19.75,7288.0,1.458,0.1355,-0.007452,-0.1543,IS
2022-08-04 11:50:00,2022-08-04 11:55:00,2022-08-04 12:00:00,欧州 15-21JST,SHORT,Q10+ac>0,135.969,136.13518,136.13268,3.05,1,stop,-16.62,-5076.0,-1.015,0.16368,-0.005155,0.36,IS
2022-08-04 12:15:00,2022-08-04 12:20:00,2022-08-04 12:30:00,NY   21-03JST,LONG,Q10+ac<0,135.878,135.76104,135.69304,2.7,2,stop,-11.7,-3162.0,-0.632,0.18496,-0.006565,-0.2151,IS
2022-08-04 12:20:00,2022-08-04 12:25:00,2022-08-04 12:35:00,NY   21-03JST,LONG,Q10+ac<0,135.879,135.72596,135.69646,2.74,2,stop,-15.3,-4192.0,-0.838,0.18254,-0.005688,-0.1531,IS
2022-08-04 12:25:00,2022-08-04 12:30:00,2022-08-04 12:35:00,NY   21-03JST,LONG,Q10+ac<0,135.9005,135.71821,135.72071,2.78,1,stop,-18.23,-5070.0,-1.014,0.17979,-0.006258,-0.1109,IS
2022-08-04 12:30:00,2022-08-04 12:35:00,2022-08-04 13:15:00,NY   21-03JST,LONG,Q10+ac<0,135.7255,135.99682,135.53832,2.67,8,stop,27.13,7248.0,1.45,0.18718,-0.008654,-0.1629,IS
2022-08-04 12:35:00,2022-08-04 12:40:00,2022-08-04 13:15:00,NY   21-03JST,LONG,Q10+ac<0,135.7115,135.99332,135.52082,2.62,7,stop,28.18,7390.0,1.478,0.19068,-0.008324,-0.311,IS
2022-08-04 12:40:00,2022-08-04 12:45:00,2022-08-04 13:15:00,NY   21-03JST,LONG,Q10+ac<0,135.9245,135.98418,135.72468,2.5,6,stop,5.97,1493.0,0.299,0.19982,-0.006691,-0.2199,IS
2022-08-10 12:30:00,2022-08-10 12:35:00,2022-08-10 12:45:00,NY   21-03JST,LONG,Q10+ac<0,137.428,137.32464,137.23064,2.53,2,stop,-10.34,-2619.0,-0.524,0.19736,-0.008084,-0.3299,IS
2022-08-10 12:35:00,2022-08-10 12:40:00,2022-08-10 13:10:00,NY   21-03JST,LONG,Q10+ac<0,137.4445,137.39943,137.23543,2.39,6,stop,-4.51,-1078.0,-0.216,0.20907,-0.00939,-0.18,IS
2022-08-10 12:40:00,2022-08-10 12:45:00,2022-08-10 13:10:00,NY   21-03JST,LONG,Q10+ac<0,137.31,137.38668,137.08818,2.25,5,stop,7.67,1728.0,0.346,0.22182,-0.010924,-0.1866,IS
2022-08-10 12:45:00,2022-08-10 12:50:00,2022-08-10 13:10:00,NY   21-03JST,LONG,Q10+ac<0,137.358,137.38064,137.13014,2.19,4,stop,2.26,497.0,0.099,0.22786,-0.010439,-0.1984,IS
2022-08-10 12:50:00,2022-08-10 12:55:00,2022-08-10 13:10:00,NY   21-03JST,LONG,Q10+ac<0,137.4865,137.37321,137.25121,2.13,3,stop,-11.33,-2407.0,-0.481,0.23529,-0.009462,-0.1775,IS
2022-08-10 12:55:00,2022-08-10 13:00:00,2022-08-10 13:10:00,NY   21-03JST,LONG,Q10+ac<0,137.4875,137.36793,137.24743,2.08,2,stop,-11.96,-2490.0,-0.498,0.24007,-0.009548,-0.1592,IS
2022-08-10 13:00:00,2022-08-10 13:05:00,2022-08-10 13:15:00,NY   21-03JST,LONG,Q10+ac<0,137.494,137.37561,137.25061,2.05,2,stop,-11.84,-2432.0,-0.486,0.24339,-0.009691,-0.1503,IS
2022-08-10 13:05:00,2022-08-10 13:10:00,2022-08-10 13:15:00,NY   21-03JST,LONG,Q10+ac<0,137.5785,137.32979,137.33229,2.03,1,stop,-24.87,-5051.0,-1.01,0.24621,-0.0087,-0.1346,IS
2022-08-10 13:10:00,2022-08-10 13:15:00,2022-08-10 13:30:00,NY   21-03JST,LONG,Q10+ac<0,137.355,137.26579,137.09629,1.93,3,stop,-8.92,-1724.0,-0.345,0.25871,-0.01064,-0.1668,IS
2022-08-10 13:15:00,2022-08-10 13:20:00,2022-08-10 13:30:00,NY   21-03JST,LONG,Q10+ac<0,137.353,137.26618,137.09468,1.94,2,stop,-8.68,-1680.0,-0.336,0.25832,-0.010513,-0.2017,IS
2022-08-10 13:20:00,2022-08-10 13:25:00,2022-08-10 13:35:00,NY   21-03JST,LONG,Q10+ac<0,137.4415,137.20096,137.17796,1.9,2,stop,-24.05,-4564.0,-0.913,0.26354,-0.009762,-0.2005,IS
2022-08-10 13:25:00,2022-08-10 13:30:00,2022-08-10 13:35:00,NY   21-03JST,LONG,Q10+ac<0,137.457,137.19061,137.19311,1.89,1,stop,-26.64,-5047.0,-1.009,0.26389,-0.010446,-0.1018,IS
2022-08-10 13:30:00,2022-08-10 13:35:00,2022-08-10 13:55:00,NY   21-03JST,LONG,Q10+ac<0,137.2415,136.96086,136.96336,1.8,4,stop,-28.06,-5045.0,-1.009,0.27814,-0.01231,-0.1794,IS
2022-08-10 15:00:00,2022-08-10 15:05:00,2022-08-10 15:50:00,NY   21-03JST,LONG,Q10+ac<0,137.0145,136.98771,136.86671,3.38,9,stop,-2.68,-906.0,-0.181,0.14779,-0.00514,-0.3257,IS
2022-08-10 15:05:00,2022-08-10 15:10:00,2022-08-10 15:40:00,NY   21-03JST,LONG,Q10+ac<0,136.9815,136.99579,136.84179,3.58,6,stop,1.43,511.0,0.102,0.13971,-0.006422,-0.3418,IS
2022-08-11 12:05:00,2022-08-11 12:10:00,2022-08-11 12:20:00,NY   21-03JST,LONG,Q10+ac<0,136.5625,136.54782,136.48082,6.12,2,stop,-1.47,-899.0,-0.18,0.08168,-0.004962,-0.2328,IS
2022-08-11 12:10:00,2022-08-11 12:15:00,2022-08-11 12:25:00,NY   21-03JST,LONG,Q10+ac<0,136.5715,136.56439,136.48889,6.05,2,stop,-0.71,-430.0,-0.086,0.08261,-0.004941,-0.2474,IS
2022-08-11 12:20:00,2022-08-11 12:25:00,2022-08-11 12:30:00,NY   21-03JST,LONG,Q10+ac<0,136.5505,136.45664,136.45914,5.47,1,stop,-9.39,-5137.0,-1.027,0.09136,-0.005121,-0.3454,IS
2022-08-11 12:40:00,2022-08-11 12:45:00,2022-08-11 13:35:00,NY   21-03JST,LONG,Q10+ac<0,136.5225,136.68311,136.41061,4.47,10,stop,16.06,7177.0,1.435,0.11189,-0.005327,-0.5172,IS
2022-08-11 12:45:00,2022-08-11 12:50:00,2022-08-11 13:35:00,NY   21-03JST,LONG,Q10+ac<0,136.509,136.67986,136.39386,4.34,9,stop,17.09,7419.0,1.484,0.11514,-0.005431,-0.4804,IS
2022-08-11 12:50:00,2022-08-11 12:55:00,2022-08-11 13:35:00,NY   21-03JST,LONG,Q10+ac<0,136.5335,136.67904,136.41754,4.31,8,stop,14.55,6275.0,1.255,0.11596,-0.005032,-0.4373,IS
2022-08-11 12:55:00,2022-08-11 13:00:00,2022-08-11 13:35:00,NY   21-03JST,LONG,Q10+ac<0,136.5185,136.67829,136.40179,4.28,7,stop,15.98,6845.0,1.369,0.11671,-0.005482,-0.4086,IS
2022-08-15 09:35:00,2022-08-15 09:40:00,2022-08-15 09:45:00,欧州 15-21JST,SHORT,Q10+ac>0,135.9315,136.03836,136.03586,4.79,1,stop,-10.69,-5120.0,-1.024,0.10436,-0.006084,0.1284,IS
2022-08-15 09:40:00,2022-08-15 09:45:00,2022-08-15 09:55:00,欧州 15-21JST,SHORT,Q10+ac>0,136.002,136.04486,136.10636,4.79,2,stop,-4.29,-2053.0,-0.411,0.10436,-0.00579,0.169,IS
2022-08-15 09:45:00,2022-08-15 09:50:00,2022-08-15 10:00:00,欧州 15-21JST,SHORT,Q10+ac>0,136.001,136.08054,136.10304,4.9,2,stop,-7.95,-3897.0,-0.779,0.10204,-0.005403,0.1627,IS
2022-08-15 09:50:00,2022-08-15 09:55:00,2022-08-15 10:00:00,欧州 15-21JST,SHORT,Q10+ac>0,135.975,136.07232,136.06982,5.27,1,stop,-9.73,-5132.0,-1.026,0.09482,-0.005412,0.1422,IS
2022-08-15 12:05:00,2022-08-15 12:10:00,2022-08-15 12:15:00,NY   21-03JST,LONG,Q10+ac<0,135.652,135.56811,135.57061,6.14,1,stop,-8.39,-5154.0,-1.031,0.08139,-0.004937,-0.2357,IS
2022-08-15 12:10:00,2022-08-15 12:15:00,2022-08-15 12:20:00,NY   21-03JST,LONG,Q10+ac<0,135.6135,135.52825,135.53075,6.04,1,stop,-8.53,-5151.0,-1.03,0.08275,-0.005144,-0.2513,IS
2022-08-15 12:15:00,2022-08-15 12:20:00,2022-08-15 12:30:00,NY   21-03JST,LONG,Q10+ac<0,135.522,135.45736,135.43336,5.64,2,stop,-6.46,-3646.0,-0.729,0.08864,-0.005655,-0.2712,IS
2022-08-15 12:20:00,2022-08-15 12:25:00,2022-08-15 12:30:00,NY   21-03JST,LONG,Q10+ac<0,135.502,135.409,135.4115,5.52,1,stop,-9.3,-5138.0,-1.028,0.0905,-0.00497,-0.3112,IS
2022-08-15 12:25:00,2022-08-15 12:30:00,2022-08-15 12:40:00,NY   21-03JST,LONG,Q10+ac<0,135.4745,135.39429,135.38379,5.51,2,stop,-8.02,-4421.0,-0.884,0.09071,-0.004877,-0.3042,IS
2022-08-15 12:30:00,2022-08-15 12:35:00,2022-08-15 12:40:00,NY   21-03JST,LONG,Q10+ac<0,135.458,135.36061,135.36311,5.27,1,stop,-9.74,-5132.0,-1.026,0.09489,-0.005392,-0.3037,IS
2022-08-15 12:35:00,2022-08-15 12:40:00,2022-08-15 12:55:00,NY   21-03JST,LONG,Q10+ac<0,135.4065,135.41446,135.30896,5.13,3,stop,0.8,408.0,0.082,0.09754,-0.005311,-0.3119,IS
2022-08-15 12:40:00,2022-08-15 12:45:00,2022-08-15 12:55:00,NY   21-03JST,LONG,Q10+ac<0,135.393,135.40793,135.28893,4.8,2,stop,1.49,717.0,0.143,0.10407,-0.005668,-0.3273,IS
2022-08-15 12:45:00,2022-08-15 12:50:00,2022-08-15 12:55:00,NY   21-03JST,LONG,Q10+ac<0,135.4845,135.37179,135.37429,4.54,1,stop,-11.27,-5113.0,-1.023,0.11021,-0.005054,-0.2652,IS
2022-08-15 13:00:00,2022-08-15 13:05:00,2022-08-15 13:20:00,NY   21-03JST,LONG,Q10+ac<0,135.401,135.38664,135.29014,4.51,3,stop,-1.44,-648.0,-0.13,0.11086,-0.005742,-0.1546,IS
2022-08-15 13:10:00,2022-08-15 13:15:00,2022-08-15 13:25:00,NY   21-03JST,LONG,Q10+ac<0,135.423,135.50814,135.31314,4.55,2,stop,8.51,3875.0,0.775,0.10986,-0.005134,-0.1035,IS
2022-08-15 13:15:00,2022-08-15 13:20:00,2022-08-15 13:40:00,NY   21-03JST,LONG,Q10+ac<0,135.434,135.47639,135.32389,4.54,4,stop,4.24,1925.0,0.385,0.11011,-0.005529,-0.1566,IS
2022-08-18 16:40:00,2022-08-18 16:45:00,2022-08-18 17:10:00,NY   21-03JST,LONG,Q10+ac<0,136.73,136.93771,136.62321,4.68,5,stop,20.77,9726.0,1.945,0.10679,-0.0061,-0.1185,IS
2022-08-18 16:45:00,2022-08-18 16:50:00,2022-08-18 17:10:00,NY   21-03JST,LONG,Q10+ac<0,136.7215,136.93746,136.61446,4.67,4,stop,21.6,10088.0,2.018,0.10704,-0.006166,-0.1217,IS
2022-08-18 16:50:00,2022-08-18 16:55:00,2022-08-18 17:10:00,NY   21-03JST,LONG,Q10+ac<0,136.718,136.94082,136.61432,4.82,3,stop,22.28,10746.0,2.149,0.10368,-0.00546,-0.11,IS
2022-08-22 14:55:00,2022-08-22 15:00:00,2022-08-22 15:10:00,NY   21-03JST,LONG,Q10+ac<0,136.735,136.71361,136.65611,6.34,2,stop,-2.14,-1356.0,-0.271,0.07889,-0.004965,-0.4315,IS
2022-08-23 14:15:00,2022-08-23 14:20:00,2022-08-23 14:30:00,NY   21-03JST,LONG,Q10+ac<0,136.058,136.04968,135.90818,3.34,2,stop,-0.83,-278.0,-0.056,0.14982,-0.007667,-0.2655,IS
2022-08-23 14:20:00,2022-08-23 14:25:00,2022-08-23 14:45:00,NY   21-03JST,LONG,Q10+ac<0,136.1635,136.01086,136.00836,3.22,4,stop,-15.26,-4919.0,-0.984,0.15514,-0.006777,-0.158,IS
2022-08-23 14:30:00,2022-08-23 14:35:00,2022-08-23 15:05:00,NY   21-03JST,LONG,Q10+ac<0,136.0525,135.98432,135.89182,3.11,6,stop,-6.82,-2122.0,-0.424,0.16068,-0.008044,-0.1036,IS
2022-08-23 14:35:00,2022-08-23 14:40:00,2022-08-23 15:10:00,NY   21-03JST,LONG,Q10+ac<0,136.076,135.98193,135.91293,3.07,6,stop,-9.41,-2884.0,-0.577,0.16307,-0.007754,-0.1067,IS
2022-08-23 15:05:00,2022-08-23 15:10:00,2022-08-23 15:50:00,NY   21-03JST,LONG,Q10+ac<0,136.003,135.99425,135.84375,3.14,8,stop,-0.87,-275.0,-0.055,0.15925,-0.009247,-0.3014,IS
2022-08-23 15:10:00,2022-08-23 15:15:00,2022-08-23 15:40:00,NY   21-03JST,LONG,Q10+ac<0,136.0835,136.01875,135.94875,3.71,5,stop,-6.48,-2403.0,-0.481,0.13475,-0.008612,-0.1204,IS
2022-08-23 15:15:00,2022-08-23 15:20:00,2022-08-23 15:40:00,NY   21-03JST,LONG,Q10+ac<0,136.102,136.01521,135.97321,3.88,4,stop,-8.68,-3369.0,-0.674,0.12879,-0.008433,-0.3058,IS
2022-08-23 15:20:00,2022-08-23 15:25:00,2022-08-23 15:40:00,NY   21-03JST,LONG,Q10+ac<0,136.122,136.02857,136.01957,4.88,3,stop,-9.34,-4561.0,-0.912,0.10243,-0.008691,-0.3488,IS
2022-08-23 15:25:00,2022-08-23 15:30:00,2022-08-23 15:40:00,NY   21-03JST,LONG,Q10+ac<0,136.098,136.03504,136.00204,5.21,2,stop,-6.3,-3281.0,-0.656,0.09596,-0.009045,-0.4121,IS
2022-08-23 15:30:00,2022-08-23 15:35:00,2022-08-23 15:40:00,NY   21-03JST,LONG,Q10+ac<0,136.1255,136.03164,136.03414,5.47,1,stop,-9.39,-5137.0,-1.027,0.09136,-0.008353,-0.4313,IS
2022-08-23 15:35:00,2022-08-23 15:40:00,2022-08-23 15:50:00,NY   21-03JST,LONG,Q10+ac<0,136.0715,136.00707,135.98007,5.47,2,stop,-6.44,-3523.0,-0.705,0.09143,-0.007175,-0.4444,IS
2022-08-23 15:40:00,2022-08-23 15:45:00,2022-08-23 15:55:00,NY   21-03JST,LONG,Q10+ac<0,136.071,135.98461,135.98261,5.66,2,stop,-8.64,-4887.0,-0.977,0.08839,-0.007039,-0.4769,IS
2022-08-23 15:45:00,2022-08-23 15:50:00,2022-08-23 15:55:00,NY   21-03JST,LONG,Q10+ac<0,136.0535,135.96739,135.96989,5.98,1,stop,-8.61,-5150.0,-1.03,0.08361,-0.007138,-0.3777,IS
2022-08-23 15:50:00,2022-08-23 15:55:00,2022-08-23 17:40:00,NY   21-03JST,LONG,Q10+ac<0,135.996,136.31757,135.91207,5.96,9,stop,32.16,19157.0,3.831,0.08393,-0.006331,-0.4034,IS
2022-08-23 15:55:00,2022-08-23 17:00:00,2022-08-23 17:40:00,NY   21-03JST,LONG,Q10+ac<0,136.156,136.32186,136.07636,6.28,8,stop,16.59,10413.0,2.083,0.07964,-0.005598,-0.4591,IS
2022-09-02 18:05:00,2022-09-02 18:10:00,2022-09-02 19:25:00,NY   21-03JST,LONG,Q10+ac<0,139.558,139.53839,139.42539,3.77,15,stop,-1.96,-739.0,-0.148,0.13261,-0.006315,-0.1922,IS
2022-09-02 18:10:00,2022-09-02 18:15:00,2022-09-02 19:10:00,NY   21-03JST,LONG,Q10+ac<0,139.541,139.58904,139.45904,6.1,11,stop,4.8,2930.0,0.586,0.08196,-0.005742,-0.1656,IS
2022-09-02 18:15:00,2022-09-02 18:20:00,2022-09-02 19:10:00,NY   21-03JST,LONG,Q10+ac<0,139.604,139.59504,139.52804,6.58,10,stop,-0.9,-590.0,-0.118,0.07596,-0.005712,-0.2405,IS
