leader,follower,lag,corr,pval,n
CHFJPY,GBPJPY,3,0.002057392856650329,0.4367638955788471,142877.0
CHFJPY,GBPJPY,4,0.0011029150318826587,0.6767612892815265,142876.0
CHFJPY,GBPJPY,5,-0.0004455903179941817,0.8662478639546395,142875.0
CHFJPY,GBPJPY,6,0.005409730985468781,0.04087420257383962,142874.0
CHFJPY,GBPJPY,7,-0.0005429848926815714,0.837385706468689,142873.0
CHFJPY,GBPJPY,8,0.0025023683496434436,0.344225751646809,142872.0
CHFJPY,GBPJPY,9,0.00934944532252544,0.00040935845155242655,142871.0
CHFJPY,GBPJPY,10,-0.000974075825851224,0.7127394030005805,142870.0
CHFJPY,GBPJPY,11,-0.004209158393306536,0.11161599382153654,142869.0
CHFJPY,GBPJPY,12,0.0022274881838881943,0.39982318057508087,142868.0
CHFJPY,AUDJPY,1,-0.00825344396556403,0.0025139952209265186,134033.0
CHFJPY,AUDJPY,2,0.00019146445265358163,0.944117877130061,134032.0
CHFJPY,AUDJPY,3,-0.005845438804901697,0.03235252344859476,134031.0
CHFJPY,AUDJPY,4,-0.0010213816803351446,0.7084597103951352,134030.0
CHFJPY,AUDJPY,5,-0.0007609535885334596,0.7805653726499352,134029.0
CHFJPY,AUDJPY,6,-4.286224204278345e-05,0.9874803888019537,134028.0
CHFJPY,AUDJPY,7,0.000440595124790739,0.8718578724089778,134027.0
CHFJPY,AUDJPY,8,0.0002642538661088422,0.9229318558338196,134026.0
CHFJPY,AUDJPY,9,0.0049869623277856755,0.06789658487399827,134025.0
CHFJPY,AUDJPY,10,-0.0013681552016065585,0.6164644139876089,134024.0
CHFJPY,AUDJPY,11,-0.0008583062560212576,0.7533571676659746,134023.0
CHFJPY,AUDJPY,12,0.0007644665977128659,0.7795840541995678,134022.0
CHFJPY,NZDJPY,1,-0.008287454125884294,0.0015858112726927825,145249.0
CHFJPY,NZDJPY,2,-0.004853488424419082,0.06435274549781271,145248.0
CHFJPY,NZDJPY,3,-0.00101375954571343,0.6992348402187202,145247.0
CHFJPY,NZDJPY,4,-0.0015488606745023867,0.5550003053897272,145246.0
CHFJPY,NZDJPY,5,-0.0008248880056447124,0.7532395848000465,145245.0
