Date,化学,ゴム製品,ガラス･土石製品,鉄鋼,海運業,卸売業,小売業,保険業,不動産業,サービス業
2021-03-01,110.00820888904741,116.84943415378959,110.80738909037193,110.06755253495118,111.64895250310852,104.58524795495808,106.16595335988521,102.78950783246319,110.65061217823802,101.78487091442472
2021-03-02,109.28719308151788,115.51101962691763,109.69760639742572,109.20713288029442,108.3329963274816,104.5339525223313,105.43501361684748,102.02878560024762,110.23295142988727,101.26725345341943
2021-03-03,111.21214470072852,117.81484736943304,111.2285201125117,112.48959166328265,111.42284138403879,105.02510802424882,106.20048877995924,102.59610111885902,110.5042387788086,101.25996961354211
2021-03-04,111.14999741856037,117.55672435753064,110.72718774959864,111.23791356721155,115.44370791879327,104.61626321717388,105.6148200146783,102.31029516413858,110.73854344610268,100.6451902731369
2021-03-05,111.95459292796647,119.14609491287607,111.55588292659428,111.04397040093434,114.28234347083317,105.02619546125631,106.24051202972056,101.86859705529989,110.94991589752445,100.01868713598381
2021-03-08,113.16638230680758,119.46987628899126,111.57852073674563,112.73832775431435,113.24981483835579,105.06414440944454,106.11113811276118,103.2541514593864,110.65278388461152,100.38039594794684
2021-03-09,114.95967334877477,121.97707444161033,113.00789832725104,116.09845628756261,113.32989928594444,106.8292712051898,108.24761616970284,104.29216767574268,113.50183043066697,101.19589814004996
2021-03-10,114.50726671196321,121.29098965765554,113.05519630503423,114.71393377628718,112.6693587430614,106.68511664754729,106.9512425328527,103.4153513430231,112.92523151607597,100.89065337389096
2021-03-11,115.83951031061017,120.77664417812156,114.24540565039023,115.98945765404704,120.99978973085858,107.43115274799393,107.1211380839666,103.63287958043502,113.28632522661802,102.4638922175945
2021-03-12,116.64766455463267,121.15524154158584,114.9467192433784,118.05755275004512,123.17606708682844,107.70861237020351,107.19564919359384,104.3081712571394,113.15458692821927,104.34848943520758
2021-03-15,118.2222144622614,122.53719860625662,116.38464435112763,121.65629744058685,130.2993876943894,109.36749168716923,109.33916035559028,105.12777198386405,114.0361195777464,105.0653152495231
2021-03-16,118.55760940471633,123.5114379197401,116.60386190836071,121.1833534602909,136.16304038866943,110.03121498230155,110.78622374884411,106.04774137601633,116.57391365095746,106.80898571082705
2021-03-17,118.95964576002547,123.40147150819898,116.40440296396082,120.58413363211338,136.3464204881925,110.03306829692814,112.19682112985029,106.77986283109988,116.87219572498408,107.27288440138605
2021-03-18,120.13867478010864,124.83606865837109,117.9831979316432,121.10326297973721,137.20653402835433,111.13484790298887,112.0142605024383,108.65602136271065,117.07226875412272,108.53765141919793
2021-03-19,121.10358837095481,125.06791089482645,118.85958296885914,122.52673196808826,141.3824787602448,111.0903009356657,113.11630714552314,110.19823729265632,118.32537314071641,108.5596216715506
2021-03-22,119.98419180093092,125.49283340669186,118.26184087081293,122.99952568802604,146.40285283717225,110.9602867172246,113.61188830778224,108.27077196969313,117.18958796891752,107.38431856758221
2021-03-23,118.49362859233479,125.21384309783923,116.43742787030484,121.01158877678353,137.75954311135558,109.6741548187119,112.44835816483234,107.47195664735649,115.82847948922603,105.52448187745733
2021-03-24,114.93121973853853,122.90210101464581,113.73166962310137,116.38760998806019,131.17360992312325,107.59867242454408,110.25384147567787,104.70038616196061,112.72074104999632,102.10898717891077
2021-03-25,117.27663581552434,125.18881086060965,115.82457895667363,119.46913476260434,135.837475177699,109.42559003907877,112.18313891708085,106.7013278850065,114.25736505684884,103.49553822243548
2021-03-26,117.7997619338677,127.08970633759802,116.483062240393,120.79270741953852,138.49873098749947,110.16722810923261,113.06318128225101,107.4684653800046,115.71394572249314,105.8346840076194
2021-03-29,118.30438789366873,129.35708415013494,117.28468224733814,121.5096499841244,133.14987192377637,111.14878835233523,113.10074253125781,106.80823955074882,115.72356305304913,107.35559307696441
2021-03-30,118.30718304780206,130.16063523757637,118.29110494019037,122.38256874014604,138.79922069846413,110.69971866400532,112.02758908466375,107.01451580721937,116.40421789044801,107.12816701981885
2021-03-31,115.98490615375918,128.35445161293555,116.93849193832597,121.86987379208058,135.37416335204847,108.80048496346704,111.29244381322437,105.87982278233336,116.13768533696455,106.47735676268589
2021-04-01,116.12307766566002,125.61434167914294,116.11240798609481,119.43508334182098,133.37793301282503,109.06957088106135,110.27723209537348,107.06228683343559,116.82549822465317,107.03088655822349
2021-04-02,117.66065097610878,125.09101720648574,117.39053127613721,119.82907726996213,133.74332439361356,109.69044645097293,110.56849927294606,106.42186669145444,116.97117918375564,108.06421039948802
2021-04-05,118.52115391534173,126.12031014304938,118.49457760711304,121.88473412123517,140.19293275084306,110.73569435649826,112.05595705142193,107.61624044391876,117.94441112183512,107.61184660215591
2021-04-06,117.03707286420872,124.9546802403152,117.13021843252814,121.44799361825704,137.8958947539345,108.6549218866629,111.25442776782211,105.7666065201608,116.82477329858077,106.43246465518834
2021-04-07,118.8760532495226,127.5417640555497,119.5250251329373,124.52432579343662,141.09180583359444,110.42930653373382,112.61593755229289,105.77944406042317,117.97652359539073,107.27008510945875
2021-04-08,117.06738960052176,125.8029757287793,117.42525812925439,123.29754772576153,142.03328047227657,108.2002928469643,111.1071843536825,105.06212474645271,115.8978937181814,106.20272564035747
2021-04-09,117.02335255814369,125.97631732152661,117.61012350572591,122.88454023185574,144.13139129426298,108.5241666260686,111.54463567309259,104.80743710712377,115.98493079274061,107.24873062313726
2021-04-12,116.97343648675998,127.161098449001,117.46097600058188,123.67601451550121,137.91830392561863,108.92725071001036,112.19786208565911,104.8893556097671,117.1179248135801,106.70504192256844
2021-04-13,117.64754791907647,128.55381196072435,118.65138463097118,124.18395221870004,137.0199023581608,108.76365747989077,113.09689876409416,105.8341999402983,116.77207848786524,106.99729679054826
2021-04-14,117.00006051972956,127.93061160905894,117.8735490247272,123.54269237587283,133.62539284846565,108.1954108756039,111.93260276006116,104.88584842978754,116.6443308993421,108.2609161272182
2021-04-15,117.03190029717922,128.60224636217617,118.57193675991505,124.5093501270276,137.7688634815941,108.7251227174272,111.76186924899618,105.0093850600575,117.43069835293576,108.1501023193685
2021-04-16,116.849873601669,128.294994932997,118.9508453211315,124.41382616129988,136.55622867511468,108.87451221474981,112.1997634455532,106.08094715968286,117.89130524263459,108.71710674099266
2021-04-19,117.75579319377721,129.14734500683412,119.86057127340328,124.88588862633098,138.04311858586468,109.69419366884459,111.77428667172127,105.6262399383403,116.55349723531572,108.11228501948949
2021-04-20,115.86924922687815,126.89552103687829,118.34717020218024,122.89057542695467,139.47739054921783,108.4008263520928,110.25326281878904,103.70259838043852,114.71393931358482,106.098671307434
2021-04-21,112.59879319820281,124.09915717815063,115.6254957975214,118.58303491336552,137.57939892489927,106.54588372168685,107.96059608858167,101.93770458088507,113.23813048793252,103.3849098467846
2021-04-22,113.8798508404476,125.62491654917916,117.0297209631287,121.33964626718748,143.3402274875085,108.24886822757804,108.7064242435327,103.98736230301309,114.32595798045317,104.83508934816936
2021-04-23,112.64719718574163,125.7374179447218,116.8997547950432,119.88331750630235,145.292739174684,107.87139407266694,108.65904564040036,103.76043915851392,113.85014271140494,103.99677317364284
2021-04-26,112.53103469245028,125.17432511412802,116.67388970532508,121.92363737607508,146.9103267429054,107.34389763543344,108.38199518294009,103.45541778330175,113.81927480629348,104.44871353201725
2021-04-27,111.74471557964299,124.5400749967841,116.65717705832685,122.50580295594177,151.23741935643446,106.48543131415231,108.07637880410074,103.68086868968204,112.83596643900889,103.56877976406918
2021-04-28,110.25245881297879,124.62645952586591,117.12273730027378,121.13829666823818,147.86474906245252,106.40278849698876,107.31122549006457,104.19965845780456,113.28126940745311,102.77644636958068
2021-04-30,109.88678319874612,123.90714119358708,116.84208825657684,122.67614124186603,154.69892193813743,106.85056371140548,107.1458502311029,103.86759265771963,113.06193873287562,102.21162265212726
2021-05-06,111.97905532762142,126.33956737922686,118.81771037034818,126.67823649944214,162.67745536799447,109.17843881215859,108.7909955258699,105.31969711926182,114.51833315044217,102.86745915441227
2021-05-07,113.38279353806888,127.08061460188569,120.55947902498978,130.93575525503547,166.51629222761093,110.8434265628113,109.73187324937427,106.86009030905932,115.83202445474174,103.72650626724698
2021-05-10,114.58374315069806,128.40499438527283,121.78759687654195,136.082906261601,161.10539272556966,112.03167077426134,109.88873848859757,107.21489926133869,115.66681731944092,105.38039380349815
2021-05-11,111.7806043808774,126.52548789026017,119.40805377683617,133.76407028884168,157.9112973350733,110.52829189989373,108.4765033130145,104.89863210333716,113.36838049082554,101.65293864184324
2021-05-12,110.42334140558792,125.56161712261375,117.84508066588208,127.19727896791821,149.71564753073056,107.47233744907196,106.9979008223963,105.34059380844651,110.61709982766752,100.78276600012063
2021-05-13,108.6319119087947,126.57672629319403,115.15042625290428,124.62755802573598,146.47308582401115,106.26350983236641,105.02279201944143,103.54885166159791,108.98807117400429,98.12161674559266
2021-05-14,109.56384501336093,128.67375260422946,116.45485716530027,124.70447192547185,147.09492288741302,107.34963485019537,107.32211528117202,105.16879054142674,111.5536616882742,99.7341494196059
2021-05-17,109.04596177657291,131.9899330885057,115.93247525173835,123.42448032217695,144.83573620592966,106.90932325726345,107.87957167104587,104.18293591430331,113.75654746313946,98.32348308005182
2021-05-18,110.90393062320267,133.88510500814965,117.15899556838087,126.45006238352359,147.5304477763206,107.69959327473326,108.86365057049198,106.97374253594123,116.3170360000853,100.38537749868397
2021-05-19,108.89366119297854,133.03205251366856,115.87710228624898,125.22855904053476,146.6853862210138,106.81864239497314,108.27494497229293,106.49090607067617,116.44169178392832,100.50608752480083
2021-05-20,109.43705481423036,134.94034564233777,116.16132413872933,122.4737145728578,146.0264938952883,107.47570171519347,107.8523063317811,105.63922416660567,117.48838221008093,101.65219337780395
2021-05-21,109.177733649829,134.13259667332701,116.57558589307149,122.31085876581496,146.92714184375563,107.8456340019881,107.78121463996709,105.22122554708133,118.34678939961248,103.20145092150325
2021-05-24,110.04448503900133,135.62939807211802,116.93197163196803,122.97346053878981,154.26413628715437,108.7507648788131,107.86183826979878,106.3737896915391,118.89149369395449,103.06255472929028
2021-05-25,109.14271239074264,134.26236827487458,116.25840128293821,123.84953977833395,151.06831624877134,107.88500613011433,106.81599842750025,105.5146242841207,119.00824083746635,102.74165721707406
2021-05-26,108.71728314087909,133.95443721299088,115.46054779075989,121.9250247513916,148.76574663028916,107.11881427938872,106.68385797133773,104.30903090787376,118.66711531327272,102.89689230409027
2021-05-27,106.73350772010082,133.33395727999573,114.78598540083478,119.2703684326127,144.33471299780507,106.02650061621634,105.63370048220979,104.1391612430591,118.09955939382479,102.19950570831016
2021-05-28,109.3968573910251,135.82869225821167,116.78290304231356,123.63937867054217,147.74819330665147,107.92085392674049,107.39527520821883,106.5788247484297,120.0647871925459,103.42785076366745
2021-05-31,107.35488075069053,133.3946214981908,115.34371544929863,121.73906194315158,146.421112633622,107.4010416436673,106.70753244909604,105.2107012371139,117.62593239072179,102.31490742263777
2021-06-01,108.08701127396678,135.54462721316222,116.07072980109064,122.70820596480372,149.14048128937918,107.39251528515928,107.23179440836914,105.87687679922561,118.32873849739794,102.18908281802224
2021-06-02,108.7582531768569,137.00178332415695,117.21943105956201,123.79353123813594,152.88190600415533,106.65108999547918,107.67911583501355,106.39422069165418,120.66387924819398,102.84896506817451
2021-06-03,109.28133804557842,138.0669111578157,117.56272906315823,123.87290343782196,151.0469550166019,107.41758285853705,108.60648328291167,107.84234671683438,121.3217199488853,104.05979193023403
2021-06-04,109.79494217964137,139.01836148021172,117.98116133808718,124.76458624907131,153.1343038248194,107.32730004328523,108.63623595153311,108.05337037502557,121.2342159782438,103.48184769376174
2021-06-07,109.73196844201358,139.82224535022695,117.89025226756533,122.20471238678977,156.0584144151994,107.65753956762431,108.84723107105249,107.6069362080875,121.62439691689626,104.91707477290753
2021-06-08,109.84720110018165,140.04535131149584,117.49932322923273,122.24081787955771,160.68663138893825,107.86852135474881,109.72712200118644,107.16282018728049,122.69506184626154,106.38329341623478
2021-06-09,109.2156703900722,139.72426681583124,116.85451180992823,122.36877465864278,156.3246470880309,107.88956177909151,110.49618883370395,105.82868786166952,123.58394082237503,106.24248679859977
2021-06-10,109.74969269013334,139.54764374285577,117.17466958009149,122.59747315398847,160.43009647515746,107.7406543493697,110.35697306504544,105.47071649742131,123.84431934951543,106.44058155129304
2021-06-11,108.92928096026664,138.90821283412464,117.04083001271302,122.67796350564298,163.2452568340168,107.45546086391005,110.14932537519664,104.82381781649559,124.18213707071499,106.38155797960167
2021-06-14,109.01700506236654,139.34186148959714,117.42090396059919,122.13598567456296,165.42230492840272,108.87657314582873,109.8797106245625,104.75380066263232,123.71582480409624,107.64322524122925
2021-06-15,109.70553425253591,139.40361769028158,117.9396571882553,122.45653467894843,166.79294917496088,109.1859570915634,110.31520244444089,105.13604326112878,124.08917242077904,108.68350485252765
2021-06-16,110.68118576365671,142.47560321266226,119.06055083920737,122.35174208263813,171.01208646981542,109.89686416418265,110.61150099946894,105.50779575398967,124.62687345788494,108.98426242641486
2021-06-17,110.42223005586543,142.44385953415554,118.43087420954728,121.17999621260971,169.79998008054417,108.97675047887718,110.2088095201857,105.83062046127655,124.17335658226496,107.56163719738474
2021-06-18,108.80744786461393,140.29979290552242,116.79545934793063,117.82306727016459,160.4719982360782,108.80252009662928,109.60491585633439,102.32166800492726,123.19216173107799,106.71404492778387
2021-06-21,105.52313825888571,136.25945165527787,114.10507180690313,114.8780556767659,159.15380421551117,107.04775495402214,108.23424819730263,99.1085218079007,120.88632215861661,104.99395844143626
2021-06-22,108.83390152551962,141.32751869819378,117.4323977150676,118.53031404669166,173.7526736271962,109.57746016029837,110.18763395832273,102.72037105521406,123.9127351060785,107.9163963502246
2021-06-23,108.2723448213549,140.23929385868752,117.42751881944204,116.99289982534351,172.626573017659,108.38738668835211,110.38237377653724,101.9911712638462,123.36709983943,107.51442121836297
2021-06-24,108.19471448364017,139.8512679363267,117.60602509600521,117.8822888852065,173.6019902642201,108.38996400238123,110.6688574809135,101.7343160394925,123.06518137252458,106.74733262523
2021-06-25,109.44277261506998,140.89651702904405,118.98321087206187,120.42794480477141,172.04840161985894,109.40293094875892,111.26405630965563,102.47016848247274,122.88369020950707,107.69900210047261
2021-06-28,109.72289766000655,142.30942690167495,119.05014822872802,121.78682919884945,175.0184464093051,110.35832650757457,112.41487378243444,103.50981980502374,123.0999262605476,108.35838448105137
2021-06-29,108.01209051514316,139.89777262279608,117.09859514681273,120.04849664206985,174.83011482574048,109.47459806949655,111.57712612930233,102.17570584664057,121.88958729831654,107.40271782992157
2021-06-30,107.78932723776458,139.22534794749686,116.12904833536881,119.1577795778761,174.18051352078393,109.84319926458083,110.7207946428066,102.30100255741628,122.52432600015679,108.66354954242902
2021-07-01,107.51482053537951,138.96905289063886,115.67813809652883,119.01565926717672,167.8394653228548,109.58182130635241,111.18973303311917,102.15472257754168,122.00472750301043,108.53114576791056
2021-07-02,108.83082352437054,141.12667479689807,116.6223277243805,120.33984234884218,168.70691778701598,111.15803310026047,111.3457541593543,103.93332641402782,123.4599426474796,110.45483258644768
2021-07-05,108.17973290940333,140.56294095915686,116.16048610881758,118.80448452370696,168.94435862393294,111.11191412501226,111.80621491846333,103.57773110038433,123.86342498217124,111.05900722959146
2021-07-06,108.16686342050119,140.61592712454882,116.50152324060443,119.49659504076824,168.389815362107,111.06496636048777,111.32378370540054,103.74981328962012,124.21931277667619,111.33077359591796
2021-07-07,106.2664049636201,138.64665261893109,115.01032801884665,117.67870829783789,166.3904108237592,110.53470240249533,110.83785317219169,101.6786946425231,123.24588310613022,111.16827559791082
2021-07-08,105.26368819305078,137.35547828568568,113.31221911968474,116.65049492861685,164.90367727622382,109.73725842776246,108.93029094209676,100.53087692019469,121.39650986075799,109.39516059881764
2021-07-09,104.94265893017966,136.62366875154993,112.99901718626153,116.69042492032106,163.81303597407032,109.09267064251938,108.2015290504415,100.4318574773379,121.30769845723847,109.10353929122284
2021-07-12,107.71030038920186,138.88110463933333,115.18929690487145,119.71419144884845,162.8623473387924,112.10183084180198,109.79056957717243,102.14256359052096,123.49019281814368,111.0730816995265
2021-07-13,109.92569722926409,139.6989506011852,117.21927962780627,120.74093757325298,166.66417178942504,113.18398488322133,110.65328751486838,103.80821090761869,124.9593055674417,110.3969626280314
2021-07-14,110.08689147374098,137.59028683051008,116.77887583153397,119.23825624202804,161.33904799840002,113.50986875126472,111.05862957241497,103.77844101405258,124.55479871197358,112.27233263114049
2021-07-15,108.80474335868445,135.50297487262043,115.6927395387346,118.76158396048557,159.99612712704965,112.30199300792141,109.47896693772287,102.19920166363379,122.77213555031624,110.41637057246948
2021-07-16,109.48396604709434,136.48290015908583,115.9221699645709,119.44483173745783,163.47681366444615,112.1440117037699,109.4009470396311,102.96325897835976,122.86082777859586,110.53621389015196
2021-07-19,107.4339316647278,134.3684852898642,113.52011187510107,117.26724777565516,162.8866132933066,110.28360052132334,108.05985747485167,101.85975301818479,121.68001186876458,109.29348147854199
2021-07-20,106.18480714678998,132.97545028636955,112.03073957956597,115.53629297252041,160.75643947011974,109.73620496645245,107.33805452800249,100.87502472378729,119.87304190945241,107.36030561060556
2021-07-21,107.32355624686596,134.91453264805963,113.6454078313957,116.63566052575814,162.4582134174285,110.21682757577962,108.25907953134066,102.00478783547015,120.83104018873712,108.72056638075658
2021-07-26,109.27429979107399,137.90247722822383,115.99945570368757,120.97521476013438,166.73347904540978,112.00021107186899,109.03886281505632,102.63439082795738,122.15732505769179,109.49418588568469
2021-07-27,110.23661400235855,139.64379592128964,116.8637899192573,123.2370649290401,165.64175274861356,112.95930064316867,109.80979204421692,103.68036303732,123.24100709029548,110.38725370026413
2021-07-28,110.0087623426852,138.33468701970358,116.05942658191053,123.65631537943729,164.77823033528142,112.0785772982525,108.783907329077,102.97755947039302,121.65580808177938,108.20160598246615
2021-07-29,110.22875378490696,138.6621584538029,117.10650113559976,123.58559485545686,172.2068850570245,112.4168293117432,108.80148504765543,103.27719274774307,122.78174968244787,109.40101591870292
2021-07-30,109.4068555397169,137.2833598924742,115.10608457260739,120.79116886432224,181.35324346129335,111.88632982036228,108.12557928068888,102.53225375192359,120.79372815014897,107.818659805686
2021-08-02,111.95151305432758,141.0741313772668,118.70407920238088,124.44774425876865,197.94181418425802,113.58132149025411,109.2825460708026,104.80228184302483,122.13395274365529,108.35726894130518
2021-08-03,111.86486543356513,140.84224163825928,118.23632101323271,123.01283900608465,201.44924488949516,113.08543135990689,108.11575750294176,103.58156531388028,120.79266738869659,107.39883945805981
2021-08-04,110.33279692158457,139.30553848862436,117.74914333209323,122.37039283736335,198.9992069754689,112.06389341645406,107.69752786948435,102.75234263891801,120.65576752765239,105.95494165633362
2021-08-05,110.60223188604499,138.97660554004162,118.07645924567309,122.81231997730842,209.5858493257734,111.6088602944727,107.37269499745499,103.88246316726728,120.60521061633918,105.26422553138659
2021-08-06,110.98527596282186,136.49805631904383,117.42956780266232,122.40802563668083,208.1297277926708,111.57109468426043,108.04681156980219,104.22127723334971,120.84089531933819,105.80589471190598
2021-08-10,110.7093726233803,140.68054277508946,116.76489975921169,123.29850483501666,206.72217544834007,111.88833474716611,109.49323323451561,105.38404108910073,120.94030142589618,107.7850446631591
2021-08-11,111.89248142978714,141.70892978719135,118.5791776216921,126.231388409152,216.7302911438699,112.42034782407775,109.60381571756398,106.0559398087784,122.61098383047842,108.17017417505046
2021-08-12,113.48011552766278,143.3476307799142,119.12687799808299,127.4842671896888,227.6412924674195,112.4136277130331,109.38061516658276,105.03970867571361,122.69209988726769,108.01922536022373
2021-08-13,114.21306584551981,143.62741545489638,118.49312905708432,129.94088339725712,230.62662931207268,112.88918091749842,109.28241774837313,105.30763838219622,123.95995547235401,109.79584137269435
2021-08-16,111.15989863842101,141.19344578714794,116.12308350323708,129.0313360680396,232.17116935425128,111.25724826254431,107.45747800231547,103.99804357569744,121.79813341325769,107.68117456074707
2021-08-17,110.65863570586868,141.08021109794475,115.75702796015403,127.7379846612013,243.08710543765844,110.45324756244386,106.57865284874455,103.72412310388648,120.2160191069465,106.69588609003495
2021-08-18,111.17963041034488,140.72473749741,115.69687303385416,126.00754085745164,235.137964551094,111.28563725279803,107.01559868381723,105.4913749154787,120.1355968205321,108.05419090743868
2021-08-19,109.30738545565796,138.00282403312204,113.63943529020986,121.57031997119803,226.04708575840132,109.79819148325372,106.47470874331557,104.15341798420556,118.1888040357548,107.66454871791957
2021-08-20,107.47043187828302,134.73938370854498,111.71352063373274,118.03980447709105,209.44356355462892,108.70839974124588,106.4052540730493,103.54756482555334,117.66037008372481,107.11823811482913
2021-08-23,108.97436439525916,137.2825415104891,113.00901896181949,118.61625612090687,220.0310219195098,110.47771852171238,107.61859027131224,104.86441519174308,119.73653075750256,109.2584895560841
2021-08-24,109.82348825796049,138.33248870172574,114.65007691190064,121.15811419846926,227.61806708098734,112.10799177282121,108.54398540517091,106.1206114626379,119.78701619598982,111.85363041366436
2021-08-25,109.78491659907942,138.76815524624385,114.40119836849246,122.63995160747729,228.43096734653017,112.43892742695229,108.41440725649505,105.830379552789,121.10238434348022,111.8457808188752
2021-08-26,109.48083786997348,140.07922493866843,114.72283886785178,123.20265013121781,225.94994882412885,112.51949134146604,108.74465318865293,106.22835568921273,122.02900025816585,111.72542467402032
2021-08-27,108.92724567105616,138.93872192266844,114.8574762439394,122.85800319823,239.91833696760932,111.83773888622235,108.89460771712041,106.32521466234851,122.89490496135065,111.13786161684314
