entry_time,exit_time,direction,entry_price,exit_price,stop_price,pnl_pips,exit_reason,hold_bars
2022-05-24 23:15:00+00:00,2022-05-24 23:45:00+00:00,Long,126.887,126.848,126.848,-4.4,stop,6
2022-05-24 23:50:00+00:00,2022-05-25 00:05:00+00:00,Short,126.8,126.777,126.85225,1.8,tp,3
2022-05-25 04:20:00+00:00,2022-05-25 04:35:00+00:00,Short,127.044,126.994,127.09675,4.5,tp,3
2022-05-25 06:20:00+00:00,2022-05-25 07:00:00+00:00,Short,126.8785,127.01825,127.01825,-14.47,stop,8
2022-05-25 11:00:00+00:00,2022-05-25 11:10:00+00:00,Long,127.158,127.11375,127.11375,-4.93,stop,2
2022-05-25 19:55:00+00:00,2022-05-25 20:00:00+00:00,Short,127.2655,127.3125,127.3125,-5.2,stop,1
2022-05-25 22:55:00+00:00,2022-05-25 23:20:00+00:00,Short,127.2145,127.199,127.2555,1.05,tp,5
2022-05-25 23:40:00+00:00,2022-05-26 00:00:00+00:00,Short,127.17,127.2165,127.2165,-5.15,stop,4
2022-05-26 04:40:00+00:00,2022-05-26 04:50:00+00:00,Long,127.447,127.3925,127.3925,-5.95,stop,2
2022-05-26 04:55:00+00:00,2022-05-26 05:15:00+00:00,Short,127.355,127.402,127.402,-5.2,stop,4
2022-05-26 06:00:00+00:00,2022-05-26 06:20:00+00:00,Short,127.333,127.2945,127.38275,3.35,tp,4
2022-05-26 17:30:00+00:00,2022-05-26 19:10:00+00:00,Short,127.216,127.0995,127.32575,11.15,tp,20
2022-05-26 20:25:00+00:00,2022-05-26 20:55:00+00:00,Short,127.0575,127.08175,127.08175,-2.92,stop,6
2022-05-26 21:00:00+00:00,2022-05-26 21:40:00+00:00,Long,127.1015,127.107,127.07125,0.05,tp,8
2022-05-26 22:45:00+00:00,2022-05-26 23:30:00+00:00,Short,127.0585,127.0465,127.11175,0.7,tp,9
2022-05-27 00:10:00+00:00,2022-05-27 00:30:00+00:00,Long,127.1405,127.057,127.057,-8.85,stop,4
2022-05-27 04:10:00+00:00,2022-05-27 04:30:00+00:00,Long,126.8545,126.8655,126.78425,0.6,tp,4
2022-05-27 05:30:00+00:00,2022-05-27 05:50:00+00:00,Short,126.781,126.832,126.832,-5.6,stop,4
2022-05-27 05:55:00+00:00,2022-05-27 06:10:00+00:00,Long,126.861,126.792,126.792,-7.4,stop,3
2022-05-27 08:45:00+00:00,2022-05-27 10:50:00+00:00,Short,127.0175,127.1,127.1,-8.75,stop,25
2022-05-27 10:55:00+00:00,2022-05-27 11:00:00+00:00,Long,127.1295,127.0665,127.0665,-6.8,stop,1
2022-05-27 11:05:00+00:00,2022-05-27 11:20:00+00:00,Short,127.0125,126.91,127.0845,9.75,tp,3
2022-05-27 17:15:00+00:00,2022-05-27 17:35:00+00:00,Long,127.1655,127.11725,127.11725,-5.32,stop,4
2022-05-27 17:45:00+00:00,2022-05-27 19:10:00+00:00,Short,127.0745,127.057,127.13325,1.25,tp,17
2022-05-27 19:25:00+00:00,2022-05-27 19:50:00+00:00,Short,127.024,127.083,127.083,-6.4,stop,5
2022-05-27 20:00:00+00:00,2022-05-29 22:05:00+00:00,Long,127.13,127.141,127.06225,0.6,tp,13
2022-05-29 22:20:00+00:00,2022-05-29 22:55:00+00:00,Long,127.175,127.2,127.11825,2.0,tp,7
2022-05-29 23:10:00+00:00,2022-05-29 23:40:00+00:00,Long,127.2145,127.3015,127.17275,8.2,tp,6
2022-05-30 03:20:00+00:00,2022-05-30 04:00:00+00:00,Long,127.025,126.97675,126.97675,-5.33,stop,8
2022-05-30 04:45:00+00:00,2022-05-30 04:50:00+00:00,Short,126.9575,126.99125,126.99125,-3.87,stop,1
2022-05-30 05:55:00+00:00,2022-05-30 06:20:00+00:00,Long,127.02,127.1795,126.99475,15.45,tp,5
2022-05-30 14:05:00+00:00,2022-05-30 14:15:00+00:00,Long,127.762,127.69275,127.69275,-7.42,stop,2
2022-05-30 15:10:00+00:00,2022-05-30 15:25:00+00:00,Short,127.5765,127.4845,127.66825,8.7,tp,3
2022-05-30 17:45:00+00:00,2022-05-30 19:50:00+00:00,Short,127.525,127.55475,127.55475,-3.47,stop,25
2022-05-30 19:55:00+00:00,2022-05-30 21:25:00+00:00,Long,127.563,127.601,127.52975,3.3,tp,18
2022-05-31 03:55:00+00:00,2022-05-31 04:30:00+00:00,Short,128.0485,128.0345,128.114,0.9,tp,7
2022-05-31 05:10:00+00:00,2022-05-31 05:45:00+00:00,Short,127.966,127.8585,128.021,10.25,tp,7
2022-05-31 10:40:00+00:00,2022-05-31 11:30:00+00:00,Long,128.001,128.098,127.91575,9.2,tp,10
2022-05-31 17:20:00+00:00,2022-05-31 17:50:00+00:00,Short,128.506,128.57625,128.57625,-7.53,stop,6
2022-05-31 17:55:00+00:00,2022-05-31 18:40:00+00:00,Long,128.6075,128.6255,128.51425,1.3,tp,9
2022-05-31 18:55:00+00:00,2022-05-31 19:10:00+00:00,Long,128.648,128.652,128.6145,-0.1,tp,3
2022-05-31 19:25:00+00:00,2022-05-31 19:55:00+00:00,Long,128.6795,128.7225,128.63175,3.8,tp,6
2022-05-31 21:00:00+00:00,2022-05-31 22:40:00+00:00,Short,128.6495,128.714,128.714,-6.95,stop,20
2022-05-31 22:50:00+00:00,2022-05-31 23:30:00+00:00,Long,128.7565,128.6995,128.6995,-6.2,stop,8
2022-05-31 23:35:00+00:00,2022-05-31 23:40:00+00:00,Short,128.6515,128.72075,128.72075,-7.43,stop,1
2022-06-01 00:05:00+00:00,2022-06-01 00:35:00+00:00,Long,128.837,128.8725,128.698,3.05,tp,6
2022-06-01 01:10:00+00:00,2022-06-01 01:35:00+00:00,Long,128.945,129.158,128.87525,20.8,tp,5
2022-06-01 03:40:00+00:00,2022-06-01 04:10:00+00:00,Long,129.087,129.1905,129.02375,9.85,tp,6
2022-06-01 04:55:00+00:00,2022-06-01 05:10:00+00:00,Long,129.225,129.252,129.16225,2.2,tp,3
2022-06-01 05:45:00+00:00,2022-06-01 05:50:00+00:00,Long,129.2755,129.217,129.217,-6.35,stop,1
2022-06-01 06:45:00+00:00,2022-06-01 07:10:00+00:00,Long,129.3735,129.405,129.23225,2.65,tp,5
2022-06-01 09:30:00+00:00,2022-06-01 09:50:00+00:00,Short,129.3985,129.3225,129.44175,7.1,tp,4
2022-06-01 17:40:00+00:00,2022-06-01 17:50:00+00:00,Long,130.1705,130.1215,130.1215,-5.4,stop,2
2022-06-01 18:15:00+00:00,2022-06-01 18:35:00+00:00,Long,130.174,130.137,130.137,-4.2,stop,4
2022-06-01 18:40:00+00:00,2022-06-01 19:15:00+00:00,Short,130.1085,130.15025,130.15025,-4.68,stop,7
2022-06-01 20:00:00+00:00,2022-06-01 20:30:00+00:00,Long,130.173,130.142,130.142,-3.6,stop,6
2022-06-01 21:00:00+00:00,2022-06-01 21:30:00+00:00,Short,130.115,130.15375,130.15375,-4.37,stop,6
2022-06-01 23:20:00+00:00,2022-06-01 23:25:00+00:00,Long,130.1815,130.1445,130.1445,-4.2,stop,1
2022-06-02 02:00:00+00:00,2022-06-02 02:15:00+00:00,Short,129.9935,129.9495,130.065,3.9,tp,3
2022-06-02 05:20:00+00:00,2022-06-02 05:50:00+00:00,Short,129.973,130.0455,130.0455,-7.75,stop,6
2022-06-02 06:10:00+00:00,2022-06-02 06:35:00+00:00,Short,129.927,129.88,130.01075,4.2,tp,5
2022-06-02 09:10:00+00:00,2022-06-02 09:40:00+00:00,Short,129.853,129.714,129.9075,13.4,tp,6
2022-06-02 10:55:00+00:00,2022-06-02 11:30:00+00:00,Short,129.7215,129.661,129.779,5.55,tp,7
2022-06-02 16:25:00+00:00,2022-06-02 16:40:00+00:00,Short,129.737,129.8105,129.8105,-7.85,stop,3
2022-06-02 17:35:00+00:00,2022-06-02 18:10:00+00:00,Long,129.871,129.81625,129.81625,-5.98,stop,7
2022-06-02 18:25:00+00:00,2022-06-02 18:40:00+00:00,Short,129.792,129.836,129.836,-4.9,stop,3
2022-06-02 18:50:00+00:00,2022-06-02 19:20:00+00:00,Long,129.853,129.864,129.82225,0.6,tp,6
2022-06-02 20:50:00+00:00,2022-06-02 21:10:00+00:00,Short,129.8435,129.8585,129.8585,-2.0,stop,4
2022-06-02 22:55:00+00:00,2022-06-02 23:00:00+00:00,Long,129.8985,129.87325,129.87325,-3.03,stop,1
2022-06-02 23:15:00+00:00,2022-06-02 23:40:00+00:00,Long,129.906,129.9455,129.87375,3.45,tp,5
2022-06-03 00:05:00+00:00,2022-06-03 00:20:00+00:00,Long,130.0045,129.911,129.911,-9.85,stop,3
2022-06-03 00:35:00+00:00,2022-06-03 01:00:00+00:00,Short,129.8555,129.7715,129.9525,7.9,tp,5
2022-06-03 02:35:00+00:00,2022-06-03 02:45:00+00:00,Long,129.856,129.79225,129.79225,-6.87,stop,2
2022-06-03 03:20:00+00:00,2022-06-03 03:40:00+00:00,Short,129.741,129.80975,129.80975,-7.38,stop,4
2022-06-03 03:45:00+00:00,2022-06-03 04:05:00+00:00,Long,129.839,129.864,129.77325,2.0,tp,4
2022-06-03 05:30:00+00:00,2022-06-03 06:05:00+00:00,Short,129.806,129.8595,129.8595,-5.85,stop,7
2022-06-03 06:10:00+00:00,2022-06-03 06:45:00+00:00,Long,129.8895,129.927,129.8365,3.25,tp,7
2022-06-03 07:05:00+00:00,2022-06-03 07:25:00+00:00,Long,130.0085,129.89275,129.89275,-12.07,stop,4
2022-06-03 08:40:00+00:00,2022-06-03 08:55:00+00:00,Long,129.9615,129.972,129.901,0.55,tp,3
2022-06-03 09:05:00+00:00,2022-06-03 09:20:00+00:00,Long,129.994,130.0385,129.92975,3.95,tp,3
2022-06-03 09:50:00+00:00,2022-06-03 10:30:00+00:00,Long,130.086,130.147,130.01,5.6,tp,8
2022-06-03 11:50:00+00:00,2022-06-03 11:55:00+00:00,Long,130.183,130.14025,130.14025,-4.77,stop,1
2022-06-03 12:15:00+00:00,2022-06-03 12:30:00+00:00,Short,130.0985,130.14875,130.14875,-5.53,stop,3
2022-06-03 12:35:00+00:00,2022-06-03 12:50:00+00:00,Long,130.3885,130.473,130.1395,7.95,tp,3
2022-06-03 14:20:00+00:00,2022-06-03 14:40:00+00:00,Short,130.4835,130.52525,130.52525,-4.68,stop,4
2022-06-03 17:30:00+00:00,2022-06-03 18:20:00+00:00,Long,130.866,130.894,130.8275,2.3,tp,10
2022-06-05 23:50:00+00:00,2022-06-06 00:15:00+00:00,Short,130.78,130.71,130.84075,6.5,tp,5
2022-06-06 02:20:00+00:00,2022-06-06 02:35:00+00:00,Short,130.566,130.61175,130.61175,-5.07,stop,3
2022-06-06 03:25:00+00:00,2022-06-06 03:45:00+00:00,Short,130.5565,130.5545,130.59925,-0.3,tp,4
2022-06-06 04:15:00+00:00,2022-06-06 04:30:00+00:00,Long,130.6255,130.664,130.534,3.35,tp,3
2022-06-06 05:15:00+00:00,2022-06-06 05:30:00+00:00,Long,130.71,130.711,130.653,-0.4,tp,3
2022-06-06 06:00:00+00:00,2022-06-06 06:15:00+00:00,Short,130.6225,130.6205,130.68425,-0.3,tp,3
2022-06-06 06:40:00+00:00,2022-06-06 07:00:00+00:00,Short,130.6025,130.513,130.639,8.45,tp,4
2022-06-06 09:45:00+00:00,2022-06-06 10:00:00+00:00,Short,130.6645,130.73,130.73,-7.05,stop,3
2022-06-06 10:25:00+00:00,2022-06-06 11:05:00+00:00,Short,130.637,130.6265,130.70275,0.55,tp,8
2022-06-06 11:20:00+00:00,2022-06-06 11:45:00+00:00,Short,130.621,130.65675,130.65675,-4.07,stop,5
2022-06-06 12:05:00+00:00,2022-06-06 12:25:00+00:00,Long,130.7125,130.7485,130.65075,3.1,tp,4
2022-06-06 16:35:00+00:00,2022-06-06 17:05:00+00:00,Long,131.6745,131.7365,131.575,5.7,tp,6
2022-06-06 17:50:00+00:00,2022-06-06 18:05:00+00:00,Long,131.776,131.8085,131.70125,2.75,tp,3
2022-06-06 20:50:00+00:00,2022-06-06 21:05:00+00:00,Long,131.8985,131.86925,131.86925,-3.42,stop,3
2022-06-06 21:30:00+00:00,2022-06-06 22:05:00+00:00,Long,131.912,131.942,131.878,2.5,tp,7
2022-06-06 22:20:00+00:00,2022-06-06 23:10:00+00:00,Long,131.97,131.975,131.91275,0.0,tp,10
2022-06-06 23:25:00+00:00,2022-06-06 23:40:00+00:00,Long,132.1585,132.222,131.964,5.85,tp,3
2022-06-07 03:10:00+00:00,2022-06-07 03:25:00+00:00,Short,132.561,132.62025,132.62025,-6.42,stop,3
2022-06-07 04:30:00+00:00,2022-06-07 04:50:00+00:00,Long,132.6625,132.8655,132.61925,19.8,tp,4
2022-06-07 10:40:00+00:00,2022-06-07 10:45:00+00:00,Short,132.667,132.702,132.702,-4.0,stop,1
2022-06-07 10:55:00+00:00,2022-06-07 11:10:00+00:00,Long,132.7635,132.7795,132.7015,1.1,tp,3
2022-06-07 11:55:00+00:00,2022-06-07 12:10:00+00:00,Long,132.859,132.8635,132.8075,-0.05,tp,3
2022-06-07 17:10:00+00:00,2022-06-07 17:20:00+00:00,Long,132.659,132.58975,132.58975,-7.43,stop,2
2022-06-07 19:20:00+00:00,2022-06-07 19:45:00+00:00,Long,132.5965,132.6265,132.5385,2.5,tp,5
2022-06-07 20:00:00+00:00,2022-06-07 20:15:00+00:00,Long,132.642,132.643,132.58175,-0.4,tp,3
2022-06-07 22:50:00+00:00,2022-06-07 23:15:00+00:00,Long,132.6995,132.772,132.6565,6.75,tp,5
2022-06-08 19:25:00+00:00,2022-06-08 19:55:00+00:00,Long,134.183,134.2555,134.135,6.75,tp,6
2022-06-08 20:30:00+00:00,2022-06-08 21:05:00+00:00,Long,134.2845,134.2345,134.2345,-5.5,stop,7
2022-06-08 23:50:00+00:00,2022-06-09 00:00:00+00:00,Long,134.514,134.41825,134.41825,-10.08,stop,2
2022-06-09 03:35:00+00:00,2022-06-09 03:50:00+00:00,Short,134.229,133.95,134.29625,27.4,tp,3
2022-06-10 00:05:00+00:00,2022-06-10 00:25:00+00:00,Short,134.3175,134.123,134.4215,18.95,tp,4
2022-06-10 04:50:00+00:00,2022-06-10 05:00:00+00:00,Long,134.1635,134.08775,134.08775,-8.07,stop,2
2022-06-10 11:15:00+00:00,2022-06-10 11:20:00+00:00,Short,133.7295,133.79875,133.79875,-7.43,stop,1
2022-06-15 03:00:00+00:00,2022-06-15 03:20:00+00:00,Short,135.123,135.0965,135.228,2.15,tp,4
2022-06-15 05:10:00+00:00,2022-06-15 05:50:00+00:00,Short,134.9335,134.891,135.06475,3.75,tp,8
2022-06-15 17:35:00+00:00,2022-06-15 17:50:00+00:00,Short,134.4645,134.4045,134.495,5.5,tp,3
2022-06-16 06:05:00+00:00,2022-06-16 06:30:00+00:00,Short,134.2455,134.32125,134.32125,-8.07,stop,5
2022-06-17 20:30:00+00:00,2022-06-19 22:00:00+00:00,Short,134.9325,134.9745,134.9745,-4.7,stop,6
2022-06-20 06:00:00+00:00,2022-06-20 06:15:00+00:00,Long,135.0665,134.9055,134.9055,-16.6,stop,3
2022-06-20 12:05:00+00:00,2022-06-20 12:20:00+00:00,Long,134.953,134.92175,134.92175,-3.63,stop,3
2022-06-20 12:25:00+00:00,2022-06-20 12:40:00+00:00,Short,134.8925,134.9275,134.9275,-4.0,stop,3
2022-06-20 13:05:00+00:00,2022-06-20 13:30:00+00:00,Long,134.9785,135.0115,134.9255,2.8,tp,5
2022-06-20 14:55:00+00:00,2022-06-20 15:05:00+00:00,Short,134.9475,135.05025,135.05025,-10.78,stop,2
2022-06-20 16:35:00+00:00,2022-06-20 17:15:00+00:00,Long,135.0785,135.0915,135.032,0.8,tp,8
2022-06-20 18:00:00+00:00,2022-06-20 18:55:00+00:00,Long,135.1295,135.135,135.07925,0.05,tp,11
2022-06-20 19:15:00+00:00,2022-06-20 20:00:00+00:00,Short,135.1055,135.0675,135.12425,3.3,tp,9
2022-06-20 20:55:00+00:00,2022-06-20 21:00:00+00:00,Long,135.1025,135.05425,135.05425,-5.33,stop,1
2022-06-20 23:25:00+00:00,2022-06-21 00:05:00+00:00,Short,135.0575,135.13225,135.13225,-7.97,stop,8
2022-06-21 00:20:00+00:00,2022-06-21 00:30:00+00:00,Long,135.1825,135.09725,135.09725,-9.03,stop,2
2022-06-21 02:45:00+00:00,2022-06-21 03:05:00+00:00,Short,135.021,135.02,135.0955,-0.4,tp,4
2022-06-21 03:55:00+00:00,2022-06-21 04:05:00+00:00,Short,134.9845,135.024,135.024,-4.45,stop,2
2022-06-21 04:40:00+00:00,2022-06-21 05:05:00+00:00,Long,135.07,135.114,135.01875,3.9,tp,5
2022-06-21 06:10:00+00:00,2022-06-21 06:15:00+00:00,Long,135.1155,135.0685,135.0685,-5.2,stop,1
2022-06-21 06:50:00+00:00,2022-06-21 07:30:00+00:00,Long,135.1445,135.1605,135.0695,1.1,tp,8
2022-06-21 13:55:00+00:00,2022-06-21 14:00:00+00:00,Short,136.1385,136.19875,136.19875,-6.52,stop,1
2022-06-21 14:05:00+00:00,2022-06-21 14:15:00+00:00,Long,136.2335,136.17775,136.17775,-6.07,stop,2
2022-06-21 18:30:00+00:00,2022-06-21 18:55:00+00:00,Long,136.462,136.531,136.40125,6.4,tp,5
2022-06-21 19:50:00+00:00,2022-06-21 20:10:00+00:00,Long,136.6,136.6405,136.549,3.55,tp,4
2022-06-21 20:50:00+00:00,2022-06-21 22:10:00+00:00,Long,136.703,136.62275,136.62275,-8.53,stop,16
2022-06-22 03:00:00+00:00,2022-06-22 03:40:00+00:00,Short,136.1015,136.0725,136.20975,2.4,tp,8
2022-06-24 00:00:00+00:00,2022-06-24 00:15:00+00:00,Short,134.8195,134.86675,134.86675,-5.23,stop,3
2022-06-24 03:10:00+00:00,2022-06-24 03:15:00+00:00,Long,134.8735,134.823,134.823,-5.55,stop,1
2022-06-24 03:20:00+00:00,2022-06-24 03:35:00+00:00,Short,134.785,134.622,134.8285,15.8,tp,3
2022-06-24 13:15:00+00:00,2022-06-24 13:20:00+00:00,Short,135.034,135.0975,135.0975,-6.85,stop,1
2022-06-24 19:30:00+00:00,2022-06-24 19:45:00+00:00,Short,135.1885,135.23275,135.23275,-4.93,stop,3
2022-06-26 22:05:00+00:00,2022-06-26 22:30:00+00:00,Short,135.1745,135.152,135.2155,1.75,tp,5
2022-06-27 02:20:00+00:00,2022-06-27 02:25:00+00:00,Short,134.6165,134.66225,134.66225,-5.07,stop,1
2022-06-27 02:30:00+00:00,2022-06-27 02:50:00+00:00,Long,134.8165,134.8665,134.65475,4.5,tp,4
2022-06-27 15:45:00+00:00,2022-06-27 16:00:00+00:00,Long,135.232,135.2675,135.16175,3.05,tp,3
2022-06-27 18:10:00+00:00,2022-06-27 18:45:00+00:00,Long,135.45,135.466,135.40975,1.1,tp,7
2022-06-27 19:15:00+00:00,2022-06-27 19:20:00+00:00,Short,135.421,135.458,135.458,-4.2,stop,1
2022-06-27 19:45:00+00:00,2022-06-27 20:00:00+00:00,Short,135.4085,135.4545,135.4545,-5.1,stop,3
2022-06-27 20:50:00+00:00,2022-06-27 21:25:00+00:00,Long,135.4835,135.44025,135.44025,-4.83,stop,7
2022-06-27 23:50:00+00:00,2022-06-28 00:05:00+00:00,Long,135.4455,135.514,135.36275,6.35,tp,3
2022-06-28 03:50:00+00:00,2022-06-28 04:15:00+00:00,Long,135.3405,135.2585,135.2585,-8.7,stop,5
2022-06-28 05:00:00+00:00,2022-06-28 05:40:00+00:00,Long,135.346,135.3995,135.29425,4.85,tp,8
2022-06-28 09:30:00+00:00,2022-06-28 09:45:00+00:00,Long,135.8665,135.9145,135.73275,4.3,tp,3
2022-06-28 16:10:00+00:00,2022-06-28 17:15:00+00:00,Short,136.085,136.22425,136.22425,-14.43,stop,13
2022-06-28 18:45:00+00:00,2022-06-28 19:00:00+00:00,Long,136.2155,136.2525,136.16725,3.2,tp,3
2022-06-28 20:55:00+00:00,2022-06-28 21:15:00+00:00,Short,136.1625,136.1435,136.21,1.4,tp,4
2022-06-28 21:35:00+00:00,2022-06-28 21:40:00+00:00,Short,136.104,136.1605,136.1605,-6.15,stop,1
2022-06-28 22:40:00+00:00,2022-06-28 22:45:00+00:00,Long,136.2215,136.1415,136.1415,-8.5,stop,1
2022-06-29 02:40:00+00:00,2022-06-29 02:55:00+00:00,Long,136.0975,136.1045,136.03425,0.2,tp,3
2022-06-29 03:20:00+00:00,2022-06-29 03:55:00+00:00,Long,136.1565,136.1745,136.07275,1.3,tp,7
2022-06-29 04:30:00+00:00,2022-06-29 04:35:00+00:00,Long,136.2425,136.167,136.167,-8.05,stop,1
2022-06-29 09:25:00+00:00,2022-06-29 09:40:00+00:00,Long,136.2335,136.2815,136.1755,4.3,tp,3
2022-06-29 18:35:00+00:00,2022-06-29 19:25:00+00:00,Short,136.51,136.5535,136.5535,-4.85,stop,10
2022-06-29 19:30:00+00:00,2022-06-29 20:15:00+00:00,Long,136.5665,136.636,136.52075,6.45,tp,9
2022-06-29 21:10:00+00:00,2022-06-29 22:10:00+00:00,Short,136.5505,136.6235,136.6235,-7.8,stop,12
2022-06-29 22:15:00+00:00,2022-06-29 22:20:00+00:00,Long,136.6345,136.58725,136.58725,-5.22,stop,1
2022-06-29 22:40:00+00:00,2022-06-29 23:05:00+00:00,Short,136.5205,136.59525,136.59525,-7.98,stop,5
2022-06-29 23:45:00+00:00,2022-06-29 23:55:00+00:00,Short,136.5325,136.56925,136.56925,-4.18,stop,2
2022-06-30 00:00:00+00:00,2022-06-30 00:20:00+00:00,Long,136.626,136.7365,136.56725,10.55,tp,4
2022-06-30 02:30:00+00:00,2022-06-30 04:55:00+00:00,Short,136.561,136.5135,136.634,4.25,tp,29
2022-06-30 10:30:00+00:00,2022-06-30 12:00:00+00:00,Long,136.3585,136.282,136.282,-8.15,stop,18
2022-06-30 18:50:00+00:00,2022-06-30 19:05:00+00:00,Short,135.5985,135.576,135.63925,1.75,tp,3
2022-06-30 23:10:00+00:00,2022-06-30 23:35:00+00:00,Long,135.7935,135.819,135.75825,2.05,tp,5
2022-07-01 00:05:00+00:00,2022-07-01 00:25:00+00:00,Long,135.8505,135.798,135.798,-5.75,stop,4
2022-07-01 18:10:00+00:00,2022-07-01 18:15:00+00:00,Short,135.2615,135.32325,135.32325,-6.67,stop,1
2022-07-01 19:40:00+00:00,2022-07-01 19:45:00+00:00,Short,135.188,135.24575,135.24575,-6.28,stop,1
2022-07-01 19:50:00+00:00,2022-07-01 20:55:00+00:00,Long,135.313,135.237,135.237,-8.1,stop,13
2022-07-03 23:35:00+00:00,2022-07-04 00:20:00+00:00,Short,135.132,134.9185,135.184,20.85,tp,9
2022-07-04 03:10:00+00:00,2022-07-04 04:00:00+00:00,Long,135.064,135.158,135.0165,8.9,tp,10
2022-07-04 05:10:00+00:00,2022-07-04 05:35:00+00:00,Long,135.187,135.2815,135.1145,8.95,tp,5
2022-07-04 12:50:00+00:00,2022-07-04 13:15:00+00:00,Long,135.4305,135.4395,135.37575,0.4,tp,5
2022-07-04 13:25:00+00:00,2022-07-04 14:00:00+00:00,Long,135.484,135.502,135.42225,1.3,tp,7
2022-07-04 14:20:00+00:00,2022-07-04 14:45:00+00:00,Long,135.5745,135.595,135.48175,1.55,tp,5
2022-07-04 18:55:00+00:00,2022-07-04 19:40:00+00:00,Long,135.7165,135.7175,135.69775,-0.4,tp,9
2022-07-04 19:50:00+00:00,2022-07-04 20:00:00+00:00,Short,135.686,135.7085,135.7085,-2.75,stop,2
2022-07-04 21:00:00+00:00,2022-07-04 21:05:00+00:00,Short,135.6975,135.704,135.704,-1.15,stop,1
2022-07-05 00:35:00+00:00,2022-07-05 00:55:00+00:00,Long,135.94,136.051,135.90075,10.6,tp,4
2022-07-05 04:20:00+00:00,2022-07-05 04:35:00+00:00,Long,136.2235,136.2565,136.1525,2.8,tp,3
2022-07-05 05:05:00+00:00,2022-07-05 06:00:00+00:00,Long,136.3,136.21075,136.21075,-9.42,stop,11
2022-07-05 06:05:00+00:00,2022-07-05 06:30:00+00:00,Short,136.1835,136.1515,136.2635,2.7,tp,5
2022-07-05 18:00:00+00:00,2022-07-05 18:15:00+00:00,Short,135.712,135.685,135.759,2.2,tp,3
2022-07-05 19:00:00+00:00,2022-07-05 19:05:00+00:00,Short,135.647,135.69425,135.69425,-5.23,stop,1
2022-07-05 20:15:00+00:00,2022-07-05 22:20:00+00:00,Long,135.8865,135.7605,135.7605,-13.1,stop,25
2022-07-06 03:00:00+00:00,2022-07-06 03:15:00+00:00,Short,135.172,135.24575,135.24575,-7.88,stop,3
2022-07-06 10:35:00+00:00,2022-07-06 11:15:00+00:00,Long,135.449,135.45,135.30125,-0.4,tp,8
2022-07-06 18:00:00+00:00,2022-07-06 18:05:00+00:00,Short,135.6705,135.732,135.732,-6.65,stop,1
2022-07-06 20:00:00+00:00,2022-07-06 20:55:00+00:00,Short,135.8655,135.948,135.948,-8.75,stop,11
2022-07-06 21:00:00+00:00,2022-07-06 22:00:00+00:00,Long,135.956,135.892,135.892,-6.9,stop,12
2022-07-07 04:30:00+00:00,2022-07-07 05:05:00+00:00,Short,135.6535,135.72125,135.72125,-7.27,stop,7
2022-07-07 15:55:00+00:00,2022-07-07 16:55:00+00:00,Long,135.997,136.0375,135.91675,3.55,tp,12
2022-07-07 18:00:00+00:00,2022-07-07 19:00:00+00:00,Long,136.071,136.0745,136.019,-0.15,tp,12
2022-07-07 19:25:00+00:00,2022-07-07 19:45:00+00:00,Short,136.0235,136.0145,136.07075,0.4,tp,4
2022-07-07 19:55:00+00:00,2022-07-07 23:15:00+00:00,Short,135.995,135.953,136.05675,3.7,tp,40
2022-07-07 23:55:00+00:00,2022-07-08 00:10:00+00:00,Short,135.9225,135.98575,135.98575,-6.82,stop,3
2022-07-08 00:40:00+00:00,2022-07-08 00:55:00+00:00,Long,136.084,135.965,135.965,-12.4,stop,3
2022-07-08 02:45:00+00:00,2022-07-08 03:05:00+00:00,Short,135.657,135.4355,136.02975,21.65,tp,4
2022-07-08 11:35:00+00:00,2022-07-08 11:40:00+00:00,Long,135.929,135.865,135.865,-6.9,stop,1
2022-07-11 07:15:00+00:00,2022-07-11 07:30:00+00:00,Short,136.862,136.8135,136.963,4.35,tp,3
2022-07-11 08:55:00+00:00,2022-07-11 09:20:00+00:00,Long,136.9265,137.002,136.833,7.05,tp,5
2022-07-11 10:10:00+00:00,2022-07-11 11:00:00+00:00,Long,137.066,137.0685,136.9965,-0.25,tp,10
2022-07-11 11:20:00+00:00,2022-07-11 11:35:00+00:00,Long,137.1205,137.194,137.07125,6.85,tp,3
2022-07-11 17:50:00+00:00,2022-07-11 18:35:00+00:00,Short,137.326,137.312,137.3795,0.9,tp,9
2022-07-11 18:45:00+00:00,2022-07-11 19:10:00+00:00,Short,137.3045,137.2745,137.32825,2.5,tp,5
2022-07-11 19:25:00+00:00,2022-07-11 19:50:00+00:00,Long,137.3745,137.418,137.3035,3.85,tp,5
2022-07-11 20:20:00+00:00,2022-07-11 21:10:00+00:00,Long,137.4405,137.4415,137.3905,-0.4,tp,10
2022-07-12 03:40:00+00:00,2022-07-12 04:15:00+00:00,Long,137.195,137.3125,137.1595,11.25,tp,7
2022-07-12 05:10:00+00:00,2022-07-12 05:50:00+00:00,Long,137.3355,137.463,137.3035,12.25,tp,8
2022-07-12 09:15:00+00:00,2022-07-12 10:00:00+00:00,Short,137.1635,136.956,137.2205,20.25,tp,9
2022-07-12 14:00:00+00:00,2022-07-12 14:30:00+00:00,Short,136.5825,136.64775,136.64775,-7.03,stop,6
2022-07-12 15:20:00+00:00,2022-07-12 15:45:00+00:00,Long,136.664,136.7195,136.6245,5.05,tp,5
