window,entry_thr,exit_ratio,trades,closed_pct,win_rate,pf,total_pnl,avg_hold,method
12,0.0005,0.2,2939,99.96597482136781,0.2745831915617557,0.3902489056164977,-1790.6499158467316,9.354542361347397,Leave-One-Out
12,0.001,0.0,13,15.384615384615385,0.38461538461538464,0.925778824661556,-7.1709378695808965,8196.384615384615,Leave-One-Out
12,0.001,0.1,641,100.0,0.3291731669266771,0.5365095228339312,-174.2971462151647,13.533541341653667,Leave-One-Out
12,0.001,0.2,725,100.0,0.3006896551724138,0.4842613784228322,-194.67290377772116,9.52551724137931,Leave-One-Out
12,0.002,0.0,12,16.666666666666664,0.5,1.7878111529886205,22.37759365466219,6708.583333333333,Leave-One-Out
12,0.002,0.1,74,100.0,0.3108108108108108,0.5112054261971295,-13.809758053931866,13.27027027027027,Leave-One-Out
12,0.002,0.2,78,100.0,0.34615384615384615,0.4948517939992585,-14.260275081367123,10.256410256410257,Leave-One-Out
12,0.003,0.0,5,20.0,0.6,2.8547863840872774,6.233767389914731,8603.8,Leave-One-Out
12,0.003,0.1,16,100.0,0.25,0.2078994200781351,-3.8067115116259638,15.9375,Leave-One-Out
12,0.003,0.2,18,100.0,0.2222222222222222,0.1765525492714038,-3.643474118979954,11.38888888888889,Leave-One-Out
12,0.005,0.0,1,100.0,0.0,0.0,-0.6267808123340046,6925.0,Leave-One-Out
12,0.005,0.1,2,100.0,0.0,0.0,-0.3737110157524537,14.0,Leave-One-Out
12,0.005,0.2,2,100.0,0.0,0.0,-0.4264683408817138,13.0,Leave-One-Out
24,0.0005,0.0,11,0.0,0.5454545454545454,0.901955165424059,-17.80995551378718,9785.363636363636,Leave-One-Out
24,0.0005,0.1,2386,99.91617770326907,0.31726739312657165,0.5029830517551348,-1317.6074443909552,20.033109807208717,Leave-One-Out
24,0.0005,0.2,2933,99.93181043300375,0.286055233549267,0.40585863267330075,-1837.192509158679,13.89601091033072,Leave-One-Out
24,0.001,0.0,11,0.0,0.5454545454545454,1.5190818483561166,34.98477559765523,9737.90909090909,Leave-One-Out
24,0.001,0.1,775,100.0,0.3161290322580645,0.4604731258935736,-267.56604655237675,20.646451612903224,Leave-One-Out
24,0.001,0.2,840,100.0,0.3047619047619048,0.4633357783755738,-261.3101087360763,16.311904761904763,Leave-One-Out
24,0.002,0.0,10,0.0,0.3,0.2635719332435096,-51.952543192607614,9187.9,Leave-One-Out
24,0.002,0.1,120,100.0,0.3,0.4742080172213794,-24.11321626001256,22.275,Leave-One-Out
24,0.002,0.2,127,100.0,0.29133858267716534,0.41612235053045293,-26.468020320526364,17.236220472440944,Leave-One-Out
24,0.003,0.0,7,0.0,0.5714285714285714,1.4713818555375662,3.48166349495486,7042.714285714285,Leave-One-Out
24,0.003,0.1,26,100.0,0.38461538461538464,0.39099136226955755,-3.7983321267341945,20.03846153846154,Leave-One-Out
24,0.003,0.2,28,100.0,0.2857142857142857,0.25911200290695635,-5.764071187940497,17.357142857142858,Leave-One-Out
24,0.005,0.0,2,0.0,1.0,99.0,0.8732924571153378,9687.0,Leave-One-Out
24,0.005,0.1,5,100.0,0.4,0.6264456971250337,-0.18750056724203823,15.4,Leave-One-Out
24,0.005,0.2,5,100.0,0.4,0.6508062907562915,-0.1665722961595506,14.2,Leave-One-Out
