str_thr,acf_pos,acf_neg,trades,win_rate,pf,total_pnl,max_dd,t_trades,t_wr,t_pf,m_trades,m_wr,m_pf,trend_pct,mr_pct
0.0008,0.15,-0.15,198,0.21717171717171718,0.18223880030713824,-7.671358915810778,-7.670243178735129,86.0,0.06976744186046512,-5.391343237074576,112.0,0.33035714285714285,-2.2800156787362025,1.0046374403364053,58.05532712181971
0.0008,0.05,-0.08,539,0.23747680890538034,0.18103762925232728,-21.9342403438689,-21.92851490440585,335.0,0.14328358208955225,-18.218866706084306,204.0,0.39215686274509803,-3.7153736377845914,1.0046374403364053,58.05532712181971
0.0008,0.08,-0.1,400,0.24,0.1696178230550792,-16.949479988928747,-16.9189411417722,227.0,0.13656387665198239,-13.713544056622833,173.0,0.37572254335260113,-3.235935932305911,1.0046374403364053,58.05532712181971
0.0008,0.05,-0.1,508,0.22244094488188976,0.16723771865537787,-21.45480263839022,-21.42426379123365,335.0,0.14328358208955225,-18.218866706084306,173.0,0.37572254335260113,-3.235935932305911,1.0046374403364053,58.05532712181971
0.0008,0.1,-0.1,356,0.23876404494382023,0.16716201004016493,-14.570781732206907,-14.54024288505036,183.0,0.1092896174863388,-11.334845799900993,173.0,0.37572254335260113,-3.235935932305911,1.0046374403364053,58.05532712181971
0.0005,0.02,-0.02,1210,0.1371900826446281,0.1566336913616627,-50.33133442639932,-50.28694103424824,1060.0,0.10660377358490566,-47.05707551156583,150.0,0.35333333333333333,-3.2742589148334944,1.0046374403364053,58.05532712181971
0.0005,0.02,-0.05,1192,0.13338926174496643,0.15394756482161895,-49.902443409844274,-49.85805001769318,1060.0,0.10660377358490566,-47.05707551156583,132.0,0.3484848484848485,-2.8453678982784503,1.0046374403364053,58.05532712181971
0.0005,0.02,-0.08,1177,0.1274426508071368,0.1522459213778397,-49.76032263408668,-49.715929241935584,1060.0,0.10660377358490566,-47.05707551156583,117.0,0.3162393162393162,-2.7032471225208465,1.0046374403364053,58.05532712181971
0.0005,0.15,-0.02,343,0.19533527696793002,0.14987285832087804,-12.984675991039147,-12.908373768707406,193.0,0.07253886010362694,-9.710417076205651,150.0,0.35333333333333333,-3.2742589148334944,1.0046374403364053,58.05532712181971
0.0005,0.02,-0.1,1162,0.12220309810671257,0.14955834642014038,-49.860094729844946,-49.81570133769384,1060.0,0.10660377358490566,-47.05707551156583,102.0,0.28431372549019607,-2.8030192182791236,1.0046374403364053,58.05532712181971
