pair,strategy,direction,entry_time,entry_price,partial_exit_time,partial_exit_price,partial_pnl_pct,exit_time,exit_price,exit_reason,pnl_pct
USDJPY,TREND,LONG,2026-04-08 13:35:00+00:00,158.3226585662842,,,,2026-04-08 13:40:00+00:00,158.20735061340332,state_change,-0.07283098573827029
USDJPY,MEAN_REVERSION,SHORT,2026-04-10 04:35:00+00:00,159.16016294250488,,,,2026-04-10 06:30:00+00:00,159.27985069885253,midline,-0.07519956887132029
USDJPY,TREND,SHORT,2026-04-14 09:10:00+00:00,158.92020545043945,,,,2026-04-14 09:15:00+00:00,158.90176911621094,state_change,0.011601000751448876
USDJPY,TREND,LONG,2026-04-14 12:00:00+00:00,158.87876952209473,,,,2026-04-14 12:05:00+00:00,158.80723671569825,state_change,-0.04502351485453637
USDJPY,MEAN_REVERSION,LONG,2026-04-15 05:15:00+00:00,158.94578426513672,,,,2026-04-15 05:55:00+00:00,158.9282147125244,midline,-0.011053802209060049
USDJPY,MEAN_REVERSION,SHORT,2026-04-15 20:55:00+00:00,159.00218978271485,,,,2026-04-15 21:05:00+00:00,159.00379452209472,midline,-0.001009256150541482
USDJPY,MEAN_REVERSION,LONG,2026-04-15 21:35:00+00:00,158.92177738952637,,,,2026-04-16 00:40:00+00:00,158.745237399292,state_change,-0.11108609099033107
USDJPY,MEAN_REVERSION,LONG,2026-04-17 06:40:00+00:00,159.46789183959962,,,,2026-04-17 08:00:00+00:00,159.21114761657716,state_change,-0.16100057513815935
USDJPY,TREND,SHORT,2026-04-17 13:35:00+00:00,158.05538821411133,,,,2026-04-17 13:40:00+00:00,158.22363974304199,state_change,-0.10645099216910481
USDJPY,TREND,LONG,2026-04-17 15:35:00+00:00,158.107619229126,,,,2026-04-17 15:40:00+00:00,158.1193707763672,state_change,0.0074326255107060035
USDJPY,TREND,LONG,2026-04-19 23:00:00+00:00,159.01079970703125,2026-04-19 23:05:00+00:00,158.99019877319336,-0.006477841088736724,2026-04-19 23:10:00+00:00,158.9292063354492,state_change_after_partial,-0.03213439137726426
USDJPY,MEAN_REVERSION,LONG,2026-04-21 05:00:00+00:00,158.9257759918213,,,,2026-04-21 07:00:00+00:00,158.8672222747803,midline,-0.036843436299482946
USDJPY,MEAN_REVERSION,LONG,2026-04-21 11:55:00+00:00,159.07781445007325,,,,2026-04-21 12:30:00+00:00,159.1321686645508,midline,0.03416831860900693
USDJPY,TREND,SHORT,2026-04-21 17:40:00+00:00,159.1471650543213,,,,2026-04-21 17:45:00+00:00,159.31885996398924,state_change,-0.10788436577511273
USDJPY,TREND,LONG,2026-04-21 19:35:00+00:00,159.46688455810548,,,,2026-04-21 19:45:00+00:00,159.5090921661377,state_change,0.026467945460395548
USDJPY,MEAN_REVERSION,LONG,2026-04-22 05:15:00+00:00,159.223839743042,,,,2026-04-22 07:15:00+00:00,159.2171431213379,midline,-0.00420579086328754
USDJPY,MEAN_REVERSION,SHORT,2026-04-23 00:05:00+00:00,159.495087399292,,,,2026-04-23 00:15:00+00:00,159.44889084777833,midline,0.028964247279927857
USDJPY,MEAN_REVERSION,SHORT,2026-04-24 03:00:00+00:00,159.78403106384278,,,,2026-04-24 03:55:00+00:00,159.8179526824951,midline,-0.021229667587219225
USDJPY,MEAN_REVERSION,SHORT,2026-04-29 01:00:00+00:00,159.6040743865967,,,,2026-04-29 01:40:00+00:00,159.61091054992676,midline,-0.004283201012467153
USDJPY,MEAN_REVERSION,SHORT,2026-04-29 05:05:00+00:00,159.63907104797363,,,,2026-04-29 06:35:00+00:00,159.70593077087403,midline,-0.04188180403550401
USDJPY,MEAN_REVERSION,LONG,2026-04-29 21:10:00+00:00,160.33505437316893,,,,2026-04-29 21:55:00+00:00,160.33692949523927,midline,0.001169502251197052
USDJPY,TREND,LONG,2026-04-30 12:40:00+00:00,157.13142610473633,,,,2026-04-30 12:45:00+00:00,156.8976150543213,state_change,-0.14879967439433983
USDJPY,MEAN_REVERSION,SHORT,2026-05-01 02:40:00+00:00,157.2445457763672,,,,2026-05-01 03:20:00+00:00,157.18743706054687,midline,0.03631840808110409
USDJPY,TREND,SHORT,2026-05-01 06:45:00+00:00,155.7738316772461,2026-05-01 06:50:00+00:00,155.72413176269532,0.01595258780491271,2026-05-01 07:10:00+00:00,156.3842674255371,state_change_after_partial,-0.17998396383482884
USDJPY,TREND,LONG,2026-05-01 13:45:00+00:00,156.77034621276854,,,,2026-05-01 14:00:00+00:00,156.36471689453126,state_change,-0.2587410999824957
