pair,direction,signal_bar,entry_bar,pnl_yen,r_mult,held,session,combo,period,year_week
NZDUSD,long,2022-01-03 14:15:00,2022-01-03 14:20:00,-6478.472786352104,-1.2956945572704208,2,"NY
21-03JST","NZDUSD_NY
21-03JST",IS,2022_01
CHFJPY,long,2022-01-03 14:15:00,2022-01-03 14:20:00,-4393.764434179666,-0.8787528868359332,2,"NY
21-03JST","CHFJPY_NY
21-03JST",IS,2022_01
AUDUSD,long,2022-01-03 14:15:00,2022-01-03 14:20:00,-5726.015557476681,-1.1452031114953363,1,"NY
21-03JST","AUDUSD_NY
21-03JST",IS,2022_01
NZDUSD,long,2022-01-03 14:20:00,2022-01-03 14:25:00,-6488.143908422189,-1.2976287816844378,1,"NY
21-03JST","NZDUSD_NY
21-03JST",IS,2022_01
CHFJPY,long,2022-01-03 14:20:00,2022-01-03 14:25:00,-4054.609512624498,-0.8109219025248996,2,"NY
21-03JST","CHFJPY_NY
21-03JST",IS,2022_01
AUDUSD,long,2022-01-03 14:20:00,2022-01-03 14:25:00,-5738.786279683525,-1.147757255936705,1,"NY
21-03JST","AUDUSD_NY
21-03JST",IS,2022_01
NZDUSD,long,2022-01-03 14:25:00,2022-01-03 14:30:00,-6472.491909385275,-1.294498381877055,1,"NY
21-03JST","NZDUSD_NY
21-03JST",IS,2022_01
AUDUSD,long,2022-01-03 14:25:00,2022-01-03 14:30:00,8.620689655379465,0.001724137931075893,2,"NY
21-03JST","AUDUSD_NY
21-03JST",IS,2022_01
GBPUSD,short,2022-01-03 14:30:00,2022-01-03 14:35:00,-5684.039087948166,-1.1368078175896332,1,"NY
21-03JST","GBPUSD_NY
21-03JST",IS,2022_01
AUDUSD,long,2022-01-03 14:30:00,2022-01-03 14:35:00,-37.098103874976346,-0.007419620774995269,2,"NY
21-03JST","AUDUSD_NY
21-03JST",IS,2022_01
NZDUSD,long,2022-01-03 14:30:00,2022-01-03 14:35:00,968.9922480624323,0.19379844961248646,2,"NY
21-03JST","NZDUSD_NY
21-03JST",IS,2022_01
NZDUSD,long,2022-01-03 14:35:00,2022-01-03 14:40:00,-6312.184571016937,-1.2624369142033876,1,"NY
21-03JST","NZDUSD_NY
21-03JST",IS,2022_01
AUDUSD,long,2022-01-03 14:40:00,2022-01-03 14:45:00,-5672.538030425017,-1.1345076060850032,1,"NY
21-03JST","AUDUSD_NY
21-03JST",IS,2022_01
AUDUSD,long,2022-01-03 14:45:00,2022-01-03 14:50:00,-5633.006782216073,-1.1266013564432145,1,"NY
21-03JST","AUDUSD_NY
21-03JST",IS,2022_01
NZDUSD,long,2022-01-03 14:45:00,2022-01-03 14:50:00,-6339.220014716415,-1.267844002943283,1,"NY
21-03JST","NZDUSD_NY
21-03JST",IS,2022_01
GBPUSD,short,2022-01-03 14:45:00,2022-01-03 14:50:00,2684.6307385206737,0.5369261477041347,2,"NY
21-03JST","GBPUSD_NY
21-03JST",IS,2022_01
GBPUSD,short,2022-01-03 14:50:00,2022-01-03 14:55:00,15810.810810808774,3.162162162161755,9,"NY
21-03JST","GBPUSD_NY
21-03JST",IS,2022_01
AUDUSD,long,2022-01-03 14:50:00,2022-01-03 14:55:00,-1943.231441047308,-0.38864628820946157,2,"NY
21-03JST","AUDUSD_NY
21-03JST",IS,2022_01
NZDUSD,long,2022-01-03 14:50:00,2022-01-03 14:55:00,-985.2941176476331,-0.19705882352952664,2,"NY
21-03JST","NZDUSD_NY
21-03JST",IS,2022_01
GBPUSD,short,2022-01-03 14:55:00,2022-01-03 15:00:00,14057.591623034674,2.8115183246069346,8,"NY
21-03JST","GBPUSD_NY
21-03JST",IS,2022_01
AUDUSD,long,2022-01-03 14:55:00,2022-01-03 15:00:00,-5617.19324026421,-1.123438648052842,1,"NY
21-03JST","AUDUSD_NY
21-03JST",IS,2022_01
NZDUSD,long,2022-01-03 14:55:00,2022-01-03 15:00:00,-5309.506263817596,-1.0619012527635192,5,"NY
21-03JST","NZDUSD_NY
21-03JST",IS,2022_01
GBPUSD,short,2022-01-03 15:05:00,2022-01-03 15:10:00,11016.949152540974,2.2033898305081947,6,"NY
21-03JST","GBPUSD_NY
21-03JST",IS,2022_01
AUDUSD,long,2022-01-03 15:05:00,2022-01-03 15:10:00,-5584.551148225488,-1.1169102296450977,1,"NY
21-03JST","AUDUSD_NY
21-03JST",IS,2022_01
NZDUSD,long,2022-01-03 15:05:00,2022-01-03 15:10:00,-4367.616400277825,-0.873523280055565,3,"NY
21-03JST","NZDUSD_NY
21-03JST",IS,2022_01
GBPUSD,short,2022-01-03 15:10:00,2022-01-03 15:15:00,9905.990380409838,1.9811980760819676,5,"NY
21-03JST","GBPUSD_NY
21-03JST",IS,2022_01
AUDUSD,long,2022-01-03 15:10:00,2022-01-03 15:15:00,-1461.7486338795775,-0.2923497267759155,2,"NY
21-03JST","AUDUSD_NY
21-03JST",IS,2022_01
NZDUSD,long,2022-01-03 15:15:00,2022-01-03 15:20:00,-6268.29268292686,-1.253658536585372,1,"NY
21-03JST","NZDUSD_NY
21-03JST",IS,2022_01
GBPUSD,short,2022-01-03 15:15:00,2022-01-03 15:20:00,7680.052378872434,1.5360104757744868,4,"NY
21-03JST","GBPUSD_NY
21-03JST",IS,2022_01
AUDUSD,long,2022-01-03 15:15:00,2022-01-03 15:20:00,-4040.469973890607,-0.8080939947781214,2,"NY
21-03JST","AUDUSD_NY
21-03JST",IS,2022_01
NZDUSD,long,2022-01-03 15:20:00,2022-01-03 15:25:00,-6298.145506419267,-1.2596291012838534,1,"NY
21-03JST","NZDUSD_NY
21-03JST",IS,2022_01
GBPUSD,short,2022-01-03 15:20:00,2022-01-03 15:25:00,6900.298253089281,1.3800596506178562,4,"NY
21-03JST","GBPUSD_NY
21-03JST",IS,2022_01
NZDUSD,long,2022-01-03 15:25:00,2022-01-03 15:30:00,3604.9723756893127,0.7209944751378625,24,"NY
21-03JST","NZDUSD_NY
21-03JST",IS,2022_01
GBPUSD,short,2022-01-03 15:25:00,2022-01-03 15:30:00,126.60693416334084,0.02532138683266817,3,"NY
21-03JST","GBPUSD_NY
21-03JST",IS,2022_01
AUDUSD,long,2022-01-03 15:25:00,2022-01-03 15:30:00,-4269.4904849593,-0.85389809699186,8,"NY
21-03JST","AUDUSD_NY
21-03JST",IS,2022_01
AUDUSD,long,2022-01-03 15:30:00,2022-01-03 15:35:00,-3658.83807169415,-0.73176761433883,7,"NY
21-03JST","AUDUSD_NY
21-03JST",IS,2022_01
NZDUSD,long,2022-01-03 15:30:00,2022-01-03 15:35:00,4346.31432544994,0.869262865089988,23,"NY
21-03JST","NZDUSD_NY
21-03JST",IS,2022_01
GBPUSD,short,2022-01-03 15:35:00,2022-01-03 15:40:00,-5484.24289008519,-1.096848578017038,1,"NY
21-03JST","GBPUSD_NY
21-03JST",IS,2022_01
AUDUSD,long,2022-01-03 15:40:00,2022-01-03 15:45:00,947.7124183011654,0.18954248366023307,21,"NY
21-03JST","AUDUSD_NY
21-03JST",IS,2022_01
EURJPY,long,2022-01-03 15:45:00,2022-01-03 15:50:00,-5341.463414634818,-1.0682926829269637,1,"NY
21-03JST","EURJPY_NY
21-03JST",IS,2022_01
AUDUSD,long,2022-01-03 15:50:00,2022-01-03 15:55:00,-3814.4329896909526,-0.7628865979381905,3,"NY
21-03JST","AUDUSD_NY
21-03JST",IS,2022_01
EURJPY,long,2022-01-03 15:50:00,2022-01-03 15:55:00,624.9999999998344,0.12499999999996687,6,"NY
21-03JST","EURJPY_NY
21-03JST",IS,2022_01
NZDUSD,long,2022-01-03 15:50:00,2022-01-03 15:55:00,-4529.015979814732,-0.9058031959629465,3,"NY
21-03JST","NZDUSD_NY
21-03JST",IS,2022_01
AUDUSD,long,2022-01-03 15:55:00,2022-01-03 16:00:00,-2882.1656050961724,-0.5764331210192345,2,"NY
21-03JST","AUDUSD_NY
21-03JST",IS,2022_01
EURJPY,long,2022-01-03 15:55:00,2022-01-03 16:00:00,1561.3856342330275,0.3122771268466055,4,"NY
21-03JST","EURJPY_NY
21-03JST",IS,2022_01
NZDUSD,long,2022-01-03 16:05:00,2022-01-03 16:10:00,10398.655139287424,2.079731027857485,13,"NY
21-03JST","NZDUSD_NY
21-03JST",IS,2022_01
GBPUSD,short,2022-01-03 16:05:00,2022-01-03 16:10:00,-5549.01960784299,-1.109803921568598,1,"NY
21-03JST","GBPUSD_NY
21-03JST",IS,2022_01
AUDUSD,long,2022-01-03 16:05:00,2022-01-03 16:10:00,5935.622317596144,1.1871244635192288,16,"NY
21-03JST","AUDUSD_NY
21-03JST",IS,2022_01
GBPUSD,short,2022-01-03 16:10:00,2022-01-03 16:15:00,-5554.333479981769,-1.1108666959963538,1,"NY
21-03JST","GBPUSD_NY
21-03JST",IS,2022_01
NZDUSD,long,2022-01-03 16:10:00,2022-01-03 16:15:00,6934.197407775621,1.3868394815551242,12,"NY
21-03JST","NZDUSD_NY
21-03JST",IS,2022_01
AUDUSD,long,2022-01-03 16:10:00,2022-01-03 16:15:00,3719.0812720844638,0.7438162544168927,11,"NY
21-03JST","AUDUSD_NY
21-03JST",IS,2022_01
EURJPY,long,2022-01-03 16:20:00,2022-01-03 16:25:00,-1635.7845975685332,-0.3271569195137066,3,"NY
21-03JST","EURJPY_NY
21-03JST",IS,2022_01
EURJPY,long,2022-01-03 16:25:00,2022-01-03 16:30:00,-4193.083573487674,-0.8386167146975347,2,"NY
21-03JST","EURJPY_NY
21-03JST",IS,2022_01
EURJPY,long,2022-01-03 16:35:00,2022-01-03 16:40:00,-5439.698492461277,-1.0879396984922554,1,"NY
21-03JST","EURJPY_NY
21-03JST",IS,2022_01
CHFJPY,long,2022-01-03 16:40:00,2022-01-03 16:45:00,-6560.283687942888,-1.3120567375885777,1,"NY
21-03JST","CHFJPY_NY
21-03JST",IS,2022_01
