pair,direction,signal_bar,entry_bar,pnl_yen,r_mult,held,session,combo,period,year_week
AUDUSD,short,2022-06-08 09:05:00,2022-06-08 09:10:00,-5669.3227091631425,-1.1338645418326285,1,"欧州
15-21JST","AUDUSD_欧州
15-21JST",IS,2022_23
AUDUSD,short,2022-06-08 09:35:00,2022-06-08 09:40:00,1205.6737588652347,0.24113475177304694,6,"欧州
15-21JST","AUDUSD_欧州
15-21JST",IS,2022_23
AUDNZD,long,2022-06-08 09:40:00,2022-06-08 09:45:00,-6193.666260658743,-1.2387332521317487,2,"欧州
15-21JST","AUDNZD_欧州
15-21JST",IS,2022_23
GBPUSD,long,2022-06-08 09:55:00,2022-06-08 10:00:00,1879.6992481201432,0.37593984962402865,4,"欧州
15-21JST","GBPUSD_欧州
15-21JST",IS,2022_23
AUDNZD,long,2022-06-08 10:00:00,2022-06-08 10:05:00,-8913.59593392763,-1.782719186785526,1,"欧州
15-21JST","AUDNZD_欧州
15-21JST",IS,2022_23
AUDNZD,long,2022-06-08 10:05:00,2022-06-08 10:10:00,-8859.649122808254,-1.7719298245616508,1,"欧州
15-21JST","AUDNZD_欧州
15-21JST",IS,2022_23
AUDNZD,long,2022-06-08 10:25:00,2022-06-08 10:30:00,6881.57894736733,1.3763157894734661,7,"欧州
15-21JST","AUDNZD_欧州
15-21JST",IS,2022_23
AUDNZD,long,2022-06-08 10:40:00,2022-06-08 10:45:00,519.0538764786947,0.10381077529573896,4,"欧州
15-21JST","AUDNZD_欧州
15-21JST",IS,2022_23
EURAUD,long,2022-06-08 14:05:00,2022-06-08 14:10:00,-1742.2761048100128,-0.34845522096200254,2,"NY
21-03JST","EURAUD_NY
21-03JST",IS,2022_23
EURAUD,long,2022-06-08 14:15:00,2022-06-08 14:20:00,10993.907083015069,2.1987814166030137,6,"NY
21-03JST","EURAUD_NY
21-03JST",IS,2022_23
EURGBP,long,2022-06-08 14:20:00,2022-06-08 14:25:00,-897.6744186039102,-0.17953488372078205,3,"NY
21-03JST","EURGBP_NY
21-03JST",IS,2022_23
EURAUD,long,2022-06-08 14:25:00,2022-06-08 14:30:00,12473.564954681386,2.4947129909362773,4,"NY
21-03JST","EURAUD_NY
21-03JST",IS,2022_23
EURJPY,long,2022-06-08 14:45:00,2022-06-08 14:50:00,10055.916775032792,2.0111833550065583,18,"NY
21-03JST","EURJPY_NY
21-03JST",IS,2022_23
EURGBP,long,2022-06-08 14:50:00,2022-06-08 14:55:00,-6085.2713178301765,-1.2170542635660353,1,"NY
21-03JST","EURGBP_NY
21-03JST",IS,2022_23
CHFJPY,long,2022-06-08 15:05:00,2022-06-08 15:10:00,3104.6312178391645,0.6209262435678329,11,"NY
21-03JST","CHFJPY_NY
21-03JST",IS,2022_23
CHFJPY,long,2022-06-08 15:10:00,2022-06-08 15:15:00,5241.358760429708,1.0482717520859417,10,"NY
21-03JST","CHFJPY_NY
21-03JST",IS,2022_23
CHFJPY,long,2022-06-08 15:15:00,2022-06-08 15:20:00,2646.0280373823607,0.5292056074764722,9,"NY
21-03JST","CHFJPY_NY
21-03JST",IS,2022_23
CHFJPY,long,2022-06-08 15:25:00,2022-06-08 15:30:00,3651.685393257969,0.7303370786515938,7,"NY
21-03JST","CHFJPY_NY
21-03JST",IS,2022_23
CHFJPY,long,2022-06-08 15:45:00,2022-06-08 15:50:00,3796.1086339671456,0.7592217267934291,3,"NY
21-03JST","CHFJPY_NY
21-03JST",IS,2022_23
NZDUSD,long,2022-06-08 17:10:00,2022-06-08 17:15:00,-2683.823529413679,-0.5367647058827357,3,"NY
21-03JST","NZDUSD_NY
21-03JST",IS,2022_23
AUDUSD,long,2022-06-08 17:10:00,2022-06-08 17:15:00,-2417.371252882835,-0.483474250576567,3,"NY
21-03JST","AUDUSD_NY
21-03JST",IS,2022_23
AUDUSD,long,2022-06-08 17:15:00,2022-06-08 17:20:00,-2942.8571428566283,-0.5885714285713257,2,"NY
21-03JST","AUDUSD_NY
21-03JST",IS,2022_23
NZDUSD,long,2022-06-08 17:15:00,2022-06-08 17:20:00,-4722.772277227421,-0.9445544554454842,2,"NY
21-03JST","NZDUSD_NY
21-03JST",IS,2022_23
AUDUSD,long,2022-06-08 17:30:00,2022-06-08 17:35:00,-5678.513731825355,-1.1357027463650708,1,"NY
21-03JST","AUDUSD_NY
21-03JST",IS,2022_23
NZDUSD,long,2022-06-08 17:30:00,2022-06-08 17:35:00,-6704.119850186463,-1.3408239700372926,1,"NY
21-03JST","NZDUSD_NY
21-03JST",IS,2022_23
NZDUSD,long,2022-06-08 17:35:00,2022-06-08 17:40:00,3982.584784601596,0.7965169569203192,9,"NY
21-03JST","NZDUSD_NY
21-03JST",IS,2022_23
AUDUSD,long,2022-06-08 17:35:00,2022-06-08 17:40:00,3469.945355191715,0.693989071038343,9,"NY
21-03JST","AUDUSD_NY
21-03JST",IS,2022_23
NZDUSD,long,2022-06-08 17:40:00,2022-06-08 17:45:00,1411.709159585089,0.28234183191701784,8,"NY
21-03JST","NZDUSD_NY
21-03JST",IS,2022_23
AUDUSD,long,2022-06-08 17:40:00,2022-06-08 17:45:00,-222.22222222177862,-0.044444444444355725,8,"NY
21-03JST","AUDUSD_NY
21-03JST",IS,2022_23
NZDUSD,short,2022-06-08 18:00:00,2022-06-08 18:05:00,-6921.858500527956,-1.384371700105591,1,"深夜
03-09JST","NZDUSD_深夜
03-09JST",IS,2022_23
NZDUSD,short,2022-06-08 18:20:00,2022-06-08 18:25:00,-96.61835748838303,-0.019323671497676605,3,"深夜
03-09JST","NZDUSD_深夜
03-09JST",IS,2022_23
NZDUSD,short,2022-06-08 18:25:00,2022-06-08 18:30:00,-4608.938547487458,-0.9217877094974916,2,"深夜
03-09JST","NZDUSD_深夜
03-09JST",IS,2022_23
NZDUSD,long,2022-06-09 14:00:00,2022-06-09 14:05:00,-6993.428258488775,-1.398685651697755,1,"NY
21-03JST","NZDUSD_NY
21-03JST",IS,2022_23
EURGBP,long,2022-06-09 14:00:00,2022-06-09 14:05:00,-5851.711026616376,-1.1703422053232753,1,"NY
21-03JST","EURGBP_NY
21-03JST",IS,2022_23
EURJPY,long,2022-06-09 14:00:00,2022-06-09 14:05:00,-5179.395181957676,-1.0358790363915351,1,"NY
21-03JST","EURJPY_NY
21-03JST",IS,2022_23
EURJPY,long,2022-06-09 14:05:00,2022-06-09 14:10:00,13247.078464107422,2.6494156928214845,9,"NY
21-03JST","EURJPY_NY
21-03JST",IS,2022_23
CHFJPY,long,2022-06-09 14:10:00,2022-06-09 14:15:00,-6848.739495799283,-1.3697478991598566,1,"NY
21-03JST","CHFJPY_NY
21-03JST",IS,2022_23
EURJPY,long,2022-06-09 14:10:00,2022-06-09 14:15:00,10012.669891730879,2.0025339783461757,8,"NY
21-03JST","EURJPY_NY
21-03JST",IS,2022_23
CHFJPY,long,2022-06-09 14:15:00,2022-06-09 14:20:00,-162.74411617528267,-0.032548823235056534,2,"NY
21-03JST","CHFJPY_NY
21-03JST",IS,2022_23
EURJPY,long,2022-06-09 14:15:00,2022-06-09 14:20:00,12242.532322782354,2.4485064645564707,7,"NY
21-03JST","EURJPY_NY
21-03JST",IS,2022_23
CHFJPY,long,2022-06-09 14:20:00,2022-06-09 14:25:00,-6407.035175878662,-1.2814070351757323,1,"NY
21-03JST","CHFJPY_NY
21-03JST",IS,2022_23
CHFJPY,long,2022-06-09 14:30:00,2022-06-09 14:35:00,-6196.11650485399,-1.239223300970798,1,"NY
21-03JST","CHFJPY_NY
21-03JST",IS,2022_23
CHFJPY,long,2022-06-09 14:35:00,2022-06-09 14:40:00,-2292.6738564524976,-0.4585347712904995,2,"NY
21-03JST","CHFJPY_NY
21-03JST",IS,2022_23
CHFJPY,long,2022-06-09 14:40:00,2022-06-09 14:45:00,-1547.5339528226007,-0.30950679056452013,2,"NY
21-03JST","CHFJPY_NY
21-03JST",IS,2022_23
CHFJPY,long,2022-06-09 14:45:00,2022-06-09 14:50:00,-3976.4041209685865,-0.7952808241937173,2,"NY
21-03JST","CHFJPY_NY
21-03JST",IS,2022_23
EURGBP,long,2022-06-09 14:50:00,2022-06-09 14:55:00,9434.52380952323,1.8869047619046462,16,"NY
21-03JST","EURGBP_NY
21-03JST",IS,2022_23
GBPUSD,short,2022-06-09 15:00:00,2022-06-09 15:05:00,-59.66587112300209,-0.011933174224600418,7,"NY
21-03JST","GBPUSD_NY
21-03JST",IS,2022_23
CHFJPY,long,2022-06-09 15:00:00,2022-06-09 15:05:00,-3730.373578776609,-0.7460747157553218,2,"NY
21-03JST","CHFJPY_NY
21-03JST",IS,2022_23
EURJPY,long,2022-06-09 15:00:00,2022-06-09 15:05:00,-1959.5606590121276,-0.3919121318024255,7,"NY
21-03JST","EURJPY_NY
21-03JST",IS,2022_23
GBPUSD,short,2022-06-09 15:05:00,2022-06-09 15:10:00,-2886.0523038620518,-0.5772104607724103,6,"NY
21-03JST","GBPUSD_NY
21-03JST",IS,2022_23
EURJPY,long,2022-06-09 15:05:00,2022-06-09 15:10:00,-3564.920273348546,-0.7129840546697092,6,"NY
21-03JST","EURJPY_NY
21-03JST",IS,2022_23
NZDUSD,long,2022-06-09 15:05:00,2022-06-09 15:10:00,4863.33647502327,0.9726672950046541,7,"NY
21-03JST","NZDUSD_NY
21-03JST",IS,2022_23
CHFJPY,long,2022-06-09 15:15:00,2022-06-09 15:20:00,1266.6297117503432,0.2533259423500686,20,"NY
21-03JST","CHFJPY_NY
21-03JST",IS,2022_23
GBPUSD,short,2022-06-09 15:15:00,2022-06-09 15:20:00,-4853.249475890248,-0.9706498951780496,4,"NY
21-03JST","GBPUSD_NY
21-03JST",IS,2022_23
EURJPY,long,2022-06-09 15:25:00,2022-06-09 15:30:00,-3980.2089059922905,-0.7960417811984581,4,"NY
21-03JST","EURJPY_NY
21-03JST",IS,2022_23
CHFJPY,long,2022-06-09 15:25:00,2022-06-09 15:30:00,698.3894582724212,0.13967789165448424,18,"NY
21-03JST","CHFJPY_NY
21-03JST",IS,2022_23
NZDUSD,long,2022-06-09 15:25:00,2022-06-09 15:30:00,8371.855880353303,1.6743711760706605,3,"NY
21-03JST","NZDUSD_NY
21-03JST",IS,2022_23
AUDUSD,long,2022-06-09 15:25:00,2022-06-09 15:30:00,6041.541240215963,1.2083082480431926,3,"NY
21-03JST","AUDUSD_NY
21-03JST",IS,2022_23
CHFJPY,long,2022-06-09 15:30:00,2022-06-09 15:35:00,727.0762581053947,0.14541525162107893,6,"NY
21-03JST","CHFJPY_NY
21-03JST",IS,2022_23
NZDUSD,long,2022-06-09 15:30:00,2022-06-09 15:35:00,7853.242320819356,1.5706484641638712,2,"NY
21-03JST","NZDUSD_NY
21-03JST",IS,2022_23
GBPUSD,short,2022-06-09 15:30:00,2022-06-09 15:35:00,3337.59590792762,0.667519181585524,4,"NY
21-03JST","GBPUSD_NY
21-03JST",IS,2022_23
EURJPY,long,2022-06-09 15:30:00,2022-06-09 15:35:00,-3515.4639175248326,-0.7030927835049665,3,"NY
21-03JST","EURJPY_NY
21-03JST",IS,2022_23
AUDUSD,long,2022-06-09 15:30:00,2022-06-09 15:35:00,4813.477737665818,0.9626955475331636,2,"NY
21-03JST","AUDUSD_NY
21-03JST",IS,2022_23
EURJPY,long,2022-06-09 15:40:00,2022-06-09 15:45:00,-466.9703872432624,-0.09339407744865248,6,"NY
21-03JST","EURJPY_NY
21-03JST",IS,2022_23
AUDUSD,long,2022-06-09 15:45:00,2022-06-09 15:50:00,-1499.999999999898,-0.29999999999997956,2,"NY
21-03JST","AUDUSD_NY
21-03JST",IS,2022_23
EURJPY,long,2022-06-09 15:45:00,2022-06-09 15:50:00,-1547.8173942011658,-0.30956347884023316,3,"NY
21-03JST","EURJPY_NY
21-03JST",IS,2022_23
NZDUSD,long,2022-06-09 15:45:00,2022-06-09 15:50:00,-3901.96078431525,-0.78039215686305,3,"NY
21-03JST","NZDUSD_NY
21-03JST",IS,2022_23
CHFJPY,long,2022-06-09 15:45:00,2022-06-09 15:50:00,-1202.9950083193753,-0.24059900166387507,3,"NY
21-03JST","CHFJPY_NY
21-03JST",IS,2022_23
EURJPY,long,2022-06-09 15:50:00,2022-06-09 15:55:00,-1042.743881420055,-0.208548776284011,2,"NY
21-03JST","EURJPY_NY
21-03JST",IS,2022_23
NZDUSD,long,2022-06-09 15:50:00,2022-06-09 15:55:00,-6194.225721785096,-1.2388451443570192,2,"NY
21-03JST","NZDUSD_NY
21-03JST",IS,2022_23
AUDUSD,long,2022-06-09 15:50:00,2022-06-09 15:55:00,-4916.864608075494,-0.9833729216150988,2,"NY
21-03JST","AUDUSD_NY
21-03JST",IS,2022_23
AUDUSD,long,2022-06-09 16:00:00,2022-06-09 16:05:00,-5522.063393411638,-1.1044126786823276,1,"NY
21-03JST","AUDUSD_NY
21-03JST",IS,2022_23
NZDUSD,long,2022-06-09 16:00:00,2022-06-09 16:05:00,-6285.3107344635555,-1.257062146892711,1,"NY
21-03JST","NZDUSD_NY
21-03JST",IS,2022_23
NZDUSD,short,2022-06-09 20:00:00,2022-06-09 20:05:00,-5697.211155377367,-1.1394422310754733,4,"深夜
03-09JST","NZDUSD_深夜
03-09JST",IS,2022_23
NZDUSD,short,2022-06-09 20:10:00,2022-06-09 20:15:00,-5966.628308399298,-1.1933256616798595,3,"深夜
03-09JST","NZDUSD_深夜
03-09JST",IS,2022_23
