datetime,direction,move0_pip,has_e2,pnl1,pnl2,pnl_total,month
2022-01-05 19:05:00,buy,14.8,False,2360.0,0.0,2360.0,2022-01
2022-01-07 13:35:00,buy,18.8,False,2360.0,0.0,2360.0,2022-01
2022-01-11 08:05:00,sell,16.2,False,2360.0,0.0,2360.0,2022-01
2022-01-12 13:35:00,sell,19.6,True,2360.0,2360.0,4720.0,2022-01
2022-01-14 15:00:00,buy,15.2,False,2360.0,0.0,2360.0,2022-01
2022-01-18 03:35:00,buy,16.3,True,2360.0,-10000.0,-7640.0,2022-01
2022-01-20 14:55:00,sell,14.8,False,2360.0,0.0,2360.0,2022-01
2022-01-24 15:00:00,buy,21.5,True,2360.0,2360.0,4720.0,2022-01
2022-01-26 19:30:00,buy,16.3,True,-10000.0,-10000.0,-20000.0,2022-01
2022-01-27 15:55:00,sell,21.2,True,-2435.0,2360.0,-75.0,2022-01
2022-01-28 13:30:00,sell,19.2,True,-10000.0,2360.0,-7640.0,2022-01
2022-01-31 11:55:00,buy,23.8,False,2360.0,0.0,2360.0,2022-01
2022-02-03 12:00:00,sell,41.5,True,2360.0,-10000.0,-7640.0,2022-02
2022-02-03 13:45:00,buy,24.5,False,2360.0,0.0,2360.0,2022-02
2022-02-04 13:30:00,buy,39.2,False,2360.0,0.0,2360.0,2022-02
2022-02-04 16:25:00,sell,14.9,True,2360.0,2360.0,4720.0,2022-02
2022-02-10 13:30:00,buy,43.5,False,2360.0,0.0,2360.0,2022-02
2022-02-10 13:55:00,sell,15.5,False,2360.0,0.0,2360.0,2022-02
2022-02-10 14:35:00,sell,15.0,True,2360.0,-10000.0,-7640.0,2022-02
2022-02-10 15:30:00,sell,14.8,True,-4714.0,2360.0,-2354.0,2022-02
2022-02-10 17:45:00,buy,22.2,True,2360.0,-10000.0,-7640.0,2022-02
2022-02-11 18:35:00,buy,21.3,False,2360.0,0.0,2360.0,2022-02
2022-02-14 12:35:00,sell,19.4,True,5995.0,2360.0,8355.0,2022-02
2022-02-15 08:05:00,sell,25.6,False,2360.0,0.0,2360.0,2022-02
2022-02-15 14:45:00,buy,20.6,True,-10000.0,-10000.0,-20000.0,2022-02
2022-02-17 03:55:00,buy,21.1,True,2360.0,2360.0,4720.0,2022-02
2022-02-17 06:25:00,sell,20.2,False,2360.0,0.0,2360.0,2022-02
2022-02-17 08:25:00,buy,21.2,False,2360.0,0.0,2360.0,2022-02
2022-02-24 04:15:00,buy,14.8,False,2360.0,0.0,2360.0,2022-02
2022-02-24 11:00:00,buy,14.6,True,-10000.0,2360.0,-7640.0,2022-02
2022-02-24 12:10:00,sell,19.8,True,2360.0,2360.0,4720.0,2022-02
2022-02-24 14:40:00,buy,15.9,False,2360.0,0.0,2360.0,2022-02
2022-02-24 16:00:00,sell,22.4,True,-10000.0,-10000.0,-20000.0,2022-02
2022-02-24 16:15:00,sell,15.3,False,-10000.0,0.0,-10000.0,2022-02
2022-02-24 17:25:00,sell,16.4,True,2360.0,-10000.0,-7640.0,2022-02
2022-02-24 19:35:00,sell,18.6,False,2360.0,0.0,2360.0,2022-02
2022-02-24 19:55:00,buy,19.1,False,2360.0,0.0,2360.0,2022-02
