datetime,direction,move0_pip,has_e2,pnl1,pnl2,pnl_total,month
2022-01-05 19:05:00,buy,14.1,False,2360.0,0.0,2360.0,2022-01
2022-01-06 14:30:00,sell,15.7,True,2360.0,-10000.0,-7640.0,2022-01
2022-01-06 14:50:00,buy,8.8,True,2360.0,-10000.0,-7640.0,2022-01
2022-01-06 15:30:00,sell,10.1,False,2360.0,0.0,2360.0,2022-01
2022-01-06 15:50:00,buy,10.9,True,2360.0,-10000.0,-7640.0,2022-01
2022-01-07 13:35:00,buy,20.4,False,2360.0,0.0,2360.0,2022-01
2022-01-07 13:50:00,buy,10.5,True,2360.0,2360.0,4720.0,2022-01
2022-01-07 14:40:00,sell,10.1,False,2360.0,0.0,2360.0,2022-01
2022-01-11 15:00:00,sell,9.0,True,-10000.0,2360.0,-7640.0,2022-01
2022-01-12 13:30:00,sell,13.3,True,-10000.0,-3059.0,-13059.0,2022-01
2022-01-13 15:15:00,buy,8.9,True,-10000.0,-10000.0,-20000.0,2022-01
2022-01-14 01:15:00,buy,9.0,False,2360.0,0.0,2360.0,2022-01
2022-01-14 13:45:00,buy,9.1,False,2360.0,0.0,2360.0,2022-01
2022-01-14 15:00:00,buy,14.9,False,2360.0,0.0,2360.0,2022-01
2022-01-18 03:35:00,buy,12.5,True,-10000.0,-1641.0,-11641.0,2022-01
2022-01-18 13:30:00,sell,10.5,True,2360.0,2360.0,4720.0,2022-01
2022-01-19 13:00:00,sell,9.0,True,-4525.0,2360.0,-2165.0,2022-01
2022-01-20 00:30:00,sell,11.6,False,2360.0,0.0,2360.0,2022-01
2022-01-24 15:00:00,buy,9.6,False,2360.0,0.0,2360.0,2022-01
2022-01-24 15:20:00,sell,11.4,True,-10000.0,-10000.0,-20000.0,2022-01
2022-01-25 00:30:00,sell,18.2,False,2360.0,0.0,2360.0,2022-01
2022-01-25 15:10:00,sell,11.1,True,-10000.0,-10000.0,-20000.0,2022-01
2022-01-25 15:55:00,buy,8.8,True,2360.0,-10000.0,-7640.0,2022-01
2022-01-26 19:30:00,buy,14.8,False,-10000.0,0.0,-10000.0,2022-01
2022-01-26 19:45:00,buy,13.3,False,2360.0,0.0,2360.0,2022-01
2022-01-26 20:00:00,buy,17.5,True,2360.0,2360.0,4720.0,2022-01
2022-01-26 20:25:00,sell,11.8,False,2360.0,0.0,2360.0,2022-01
2022-01-27 16:00:00,sell,8.7,False,2360.0,0.0,2360.0,2022-01
2022-01-28 13:30:00,sell,22.2,True,2360.0,-10000.0,-7640.0,2022-01
2022-01-28 14:30:00,buy,8.9,True,2360.0,2360.0,4720.0,2022-01
2022-01-28 15:45:00,sell,11.5,True,2360.0,2360.0,4720.0,2022-01
