datetime,direction,move0_pip,has_e2,pnl1,pnl2,pnl_total,month
2022-01-07 13:35:00,buy,18.8,False,2500.0,0.0,2500.0,2022-01
2022-01-12 13:35:00,sell,19.6,True,1266.0,2500.0,3766.0,2022-01
2022-01-24 15:00:00,buy,21.5,True,2500.0,2500.0,5000.0,2022-01
2022-01-26 19:40:00,buy,24.7,True,2500.0,2500.0,5000.0,2022-01
2022-01-27 15:55:00,sell,21.2,True,-1217.0,2500.0,1283.0,2022-01
2022-01-28 13:30:00,sell,19.2,True,-5000.0,2500.0,-2500.0,2022-01
2022-01-31 11:55:00,buy,23.8,False,2147.0,0.0,2147.0,2022-01
2022-02-03 12:00:00,sell,41.5,True,783.0,-5000.0,-4217.0,2022-02
2022-02-03 13:45:00,buy,24.5,False,2500.0,0.0,2500.0,2022-02
2022-02-04 13:30:00,buy,39.2,False,1811.0,0.0,1811.0,2022-02
2022-02-10 13:30:00,buy,43.5,False,-449.0,0.0,-449.0,2022-02
2022-02-10 17:45:00,buy,22.2,True,2500.0,-5000.0,-2500.0,2022-02
2022-02-11 18:35:00,buy,21.3,False,2500.0,0.0,2500.0,2022-02
2022-02-14 12:35:00,sell,19.4,True,2997.0,2500.0,5497.0,2022-02
2022-02-15 08:05:00,sell,25.6,False,-801.0,0.0,-801.0,2022-02
2022-02-15 14:45:00,buy,20.6,True,-5000.0,-5000.0,-10000.0,2022-02
2022-02-17 03:55:00,buy,21.1,True,2500.0,2500.0,5000.0,2022-02
2022-02-17 06:25:00,sell,20.2,False,2500.0,0.0,2500.0,2022-02
2022-02-17 08:25:00,buy,21.2,False,2500.0,0.0,2500.0,2022-02
2022-02-24 12:10:00,sell,19.8,True,2500.0,2500.0,5000.0,2022-02
2022-02-24 16:00:00,sell,22.4,True,-5000.0,-5000.0,-10000.0,2022-02
2022-02-24 19:35:00,sell,18.6,False,2500.0,0.0,2500.0,2022-02
2022-02-24 19:55:00,buy,19.1,False,2500.0,0.0,2500.0,2022-02
2022-02-25 12:50:00,sell,19.2,False,2500.0,0.0,2500.0,2022-02
2022-02-27 22:00:00,sell,24.2,True,311.0,2500.0,2811.0,2022-02
2022-02-28 15:35:00,sell,20.2,False,2500.0,0.0,2500.0,2022-02
2022-03-02 15:25:00,sell,22.3,False,2500.0,0.0,2500.0,2022-03
2022-03-03 09:05:00,buy,19.1,False,2500.0,0.0,2500.0,2022-03
2022-03-03 17:30:00,sell,19.1,False,2500.0,0.0,2500.0,2022-03
2022-03-06 23:05:00,buy,18.6,False,2500.0,0.0,2500.0,2022-03
2022-03-07 12:15:00,sell,20.1,False,-5000.0,0.0,-5000.0,2022-03
2022-03-08 08:10:00,sell,19.1,True,2500.0,2500.0,5000.0,2022-03
2022-03-09 09:25:00,sell,18.7,False,-3485.0,0.0,-3485.0,2022-03
2022-03-16 08:15:00,sell,18.7,False,2500.0,0.0,2500.0,2022-03
2022-03-16 14:10:00,sell,22.1,True,2500.0,2500.0,5000.0,2022-03
2022-03-16 18:35:00,sell,26.1,True,-5000.0,2500.0,-2500.0,2022-03
2022-03-16 19:15:00,sell,24.2,False,-1522.0,0.0,-1522.0,2022-03
2022-03-17 12:00:00,buy,65.9,True,-2841.0,2500.0,-341.0,2022-03
2022-03-21 17:15:00,buy,19.0,False,829.0,0.0,829.0,2022-03
2022-03-29 08:50:00,buy,18.9,False,2500.0,0.0,2500.0,2022-03
2022-03-29 11:40:00,sell,26.3,True,-5000.0,1065.0,-3935.0,2022-03
2022-03-31 13:10:00,buy,20.1,False,2500.0,0.0,2500.0,2022-03
2022-03-31 14:40:00,sell,19.2,False,-5000.0,0.0,-5000.0,2022-03
2022-04-06 18:05:00,buy,22.2,True,-1876.0,-5000.0,-6876.0,2022-04
2022-04-12 12:30:00,sell,23.9,False,-3438.0,0.0,-3438.0,2022-04
2022-04-14 11:45:00,buy,23.1,True,-1374.0,-5000.0,-6374.0,2022-04
2022-04-22 07:25:00,buy,17.9,False,2500.0,0.0,2500.0,2022-04
2022-04-22 08:40:00,buy,21.5,False,2337.0,0.0,2337.0,2022-04
2022-04-22 09:25:00,buy,21.3,True,-1101.0,-5000.0,-6101.0,2022-04
2022-04-25 11:20:00,sell,18.6,False,-1626.0,0.0,-1626.0,2022-04
2022-04-25 14:50:00,buy,17.7,True,-1285.0,2500.0,1215.0,2022-04
2022-04-27 10:05:00,buy,18.1,False,2500.0,0.0,2500.0,2022-04
