pair,base,quote,session,horizon,group,n,mean,skew,kurt
USDJPY,USD,JPY,欧州 15-21JST,3,全BreakDown,19782,0.0011790850353732944,19.736507743905207,1159.217625620204
USDJPY,USD,JPY,欧州 15-21JST,3,Q10,2639,-0.00129376740564688,0.387377752023867,28.954166315016373
USDJPY,USD,JPY,欧州 15-21JST,3,Q10+ac>0,1044,-0.0016092765640689872,-1.2936891939484942,10.459703492419214
USDJPY,USD,JPY,欧州 15-21JST,3,Q10+ac<0,1595,-0.0010872523201342287,1.4102548194549964,39.89463154670673
USDJPY,USD,JPY,欧州 15-21JST,6,全BreakDown,19782,0.0025879012170299345,12.42252501117732,539.5338872496881
USDJPY,USD,JPY,欧州 15-21JST,6,Q10,2639,-0.00015087711218866583,0.12400629242613805,17.029059602114696
USDJPY,USD,JPY,欧州 15-21JST,6,Q10+ac>0,1044,-0.0025688611440435752,-1.3578964175042811,9.774606837825683
USDJPY,USD,JPY,欧州 15-21JST,6,Q10+ac<0,1595,0.001431803345025453,1.0289945166692944,21.26412484395746
USDJPY,USD,JPY,欧州 15-21JST,12,全BreakDown,19782,0.00437627636266589,7.363521451358575,237.84291395821782
USDJPY,USD,JPY,欧州 15-21JST,12,Q10,2639,-0.004299267265121032,-0.18632847580964054,8.250022800715696
USDJPY,USD,JPY,欧州 15-21JST,12,Q10+ac>0,1044,-0.005535290216040518,-1.355080250268684,6.597116097118935
USDJPY,USD,JPY,欧州 15-21JST,12,Q10+ac<0,1595,-0.0034902340608828197,0.4676174884247399,9.06113497378827
USDJPY,USD,JPY,欧州 15-21JST,24,全BreakDown,19782,0.009444565536357695,3.2836673082701844,74.84182938848235
USDJPY,USD,JPY,欧州 15-21JST,24,Q10,2639,-0.0013455495909546061,0.15802464311847866,11.159407175837599
USDJPY,USD,JPY,欧州 15-21JST,24,Q10+ac>0,1044,-0.005482874767995787,-1.1577015113647608,3.7723961765512852
USDJPY,USD,JPY,欧州 15-21JST,24,Q10+ac<0,1595,0.0013625177976541716,0.9004816538525017,15.030904985749409
USDJPY,USD,JPY,NY   21-03JST,1,全BreakDown,19649,0.00022456196990480872,0.05621970401051087,74.39915433253556
USDJPY,USD,JPY,NY   21-03JST,1,Q10,3521,-0.000412078818297365,-1.2314868308461775,65.1393595112708
USDJPY,USD,JPY,NY   21-03JST,1,Q10+ac>0,1353,0.00016167904253079184,2.7905807044573563,61.727481655407985
USDJPY,USD,JPY,NY   21-03JST,1,Q10+ac<0,2168,-0.0007701481843953798,-4.172688649534355,67.30034038850528
USDJPY,USD,JPY,NY   21-03JST,3,全BreakDown,19649,0.0010446952505993507,0.2355185002055102,44.63045334551855
USDJPY,USD,JPY,NY   21-03JST,3,Q10,3521,-0.0008683974748995531,-1.3939388114701117,32.03757714407722
USDJPY,USD,JPY,NY   21-03JST,3,Q10+ac>0,1353,0.0007464083472524934,1.2254816975726939,17.930259282656664
USDJPY,USD,JPY,NY   21-03JST,3,Q10+ac<0,2168,-0.0018761614404769142,-2.6764298087124487,38.06748598542332
USDJPY,USD,JPY,NY   21-03JST,6,全BreakDown,19649,0.001566998208875869,-0.3886685247945529,26.258811804063317
USDJPY,USD,JPY,NY   21-03JST,6,Q10,3521,-0.0016333286460777326,-1.454334051249788,19.492349052644595
USDJPY,USD,JPY,NY   21-03JST,6,Q10+ac>0,1353,-0.0014561923192111283,0.5705474784378274,11.174880993626113
USDJPY,USD,JPY,NY   21-03JST,6,Q10+ac<0,2168,-0.0017438754404737276,-2.4208366738595304,22.9236311307442
USDJPY,USD,JPY,NY   21-03JST,12,全BreakDown,19649,0.0014781719327681218,-0.6348779368133651,16.867540832993303
USDJPY,USD,JPY,NY   21-03JST,12,Q10,3521,-0.0006789985176603114,-1.4481344119381256,11.846585764258107
USDJPY,USD,JPY,NY   21-03JST,12,Q10+ac>0,1353,-0.0007230164748539512,0.06207321991493855,4.563505621389309
USDJPY,USD,JPY,NY   21-03JST,12,Q10+ac<0,2168,-0.000651527901385866,-2.040905644121333,14.007208241571309
USDJPY,USD,JPY,NY   21-03JST,24,全BreakDown,19649,0.0023060230793212504,-1.5678998835950364,19.771159266188903
USDJPY,USD,JPY,NY   21-03JST,24,Q10,3521,-0.005457776790627757,-2.2303757848876504,18.750864505420143
USDJPY,USD,JPY,NY   21-03JST,24,Q10+ac>0,1353,0.006980534846471621,0.14526043741967654,4.456841593830352
USDJPY,USD,JPY,NY   21-03JST,24,Q10+ac<0,2168,-0.01322024710658507,-2.9311461874544316,21.155648681701408
USDJPY,USD,JPY,深夜 03-09JST,1,全BreakDown,18587,0.0001645229806808829,0.4768511800378957,84.4946013689091
USDJPY,USD,JPY,深夜 03-09JST,1,Q10,1150,0.0014020702773856494,0.6740162988982011,37.755317170990544
USDJPY,USD,JPY,深夜 03-09JST,1,Q10+ac>0,430,0.007489994848996299,-0.1547236329014157,20.927359434432805
USDJPY,USD,JPY,深夜 03-09JST,1,Q10+ac<0,720,-0.002233773563992934,1.326549443673918,53.5905915969554
USDJPY,USD,JPY,深夜 03-09JST,3,全BreakDown,18585,0.0006039242821422153,-6.800347797833081,321.90635285446007
USDJPY,USD,JPY,深夜 03-09JST,3,Q10,1150,0.0038631338843950285,-0.6214303270413588,29.270462861058412
USDJPY,USD,JPY,深夜 03-09JST,3,Q10+ac>0,430,0.011249252660972604,1.2056807521895834,8.420000292982339
USDJPY,USD,JPY,深夜 03-09JST,3,Q10+ac<0,720,-0.0005480203849499136,-1.3573506049893165,36.290301610948205
USDJPY,USD,JPY,深夜 03-09JST,6,全BreakDown,18583,0.0003516935593947348,-3.9849774687377617,133.8226910846811
USDJPY,USD,JPY,深夜 03-09JST,6,Q10,1150,0.003535062123474431,-2.5447467298944906,43.06428539526007
USDJPY,USD,JPY,深夜 03-09JST,6,Q10+ac>0,430,0.010068692592134838,0.45055320646793195,4.778782616296938
USDJPY,USD,JPY,深夜 03-09JST,6,Q10+ac<0,720,-0.00036696718419775535,-3.617831362659575,53.72299424143817
USDJPY,USD,JPY,深夜 03-09JST,12,全BreakDown,18580,0.001756621238492773,-2.008114716374196,75.88582663291994
USDJPY,USD,JPY,深夜 03-09JST,12,Q10,1150,0.014565431732152617,0.777788017519619,9.823604138030488
USDJPY,USD,JPY,深夜 03-09JST,12,Q10+ac>0,430,0.0051936415930403,0.2595823294364622,3.5899228940861656
USDJPY,USD,JPY,深夜 03-09JST,12,Q10+ac<0,720,0.02016247306523359,1.1624690473699932,14.433009190251717
USDJPY,USD,JPY,深夜 03-09JST,24,全BreakDown,18574,0.0037497682292707457,-0.3482594888733729,29.849044787367987
USDJPY,USD,JPY,深夜 03-09JST,24,Q10,1150,0.026610415582339928,-0.6255213561260073,10.264685606676826
USDJPY,USD,JPY,深夜 03-09JST,24,Q10+ac>0,430,0.0382585722664026,0.5508765772653534,3.0881669952554036
USDJPY,USD,JPY,深夜 03-09JST,24,Q10+ac<0,720,0.019653877562691387,-1.0844863149569142,12.471032540556312
EURJPY,EUR,JPY,東京 09-15JST,1,全BreakDown,19921,0.00035396311771550477,-1.8441496446633188,220.9168699888167
EURJPY,EUR,JPY,東京 09-15JST,1,Q10,2158,5.8997438790430034e-05,-2.222095622811486,32.80254428073785
EURJPY,EUR,JPY,東京 09-15JST,1,Q10+ac>0,799,-9.463801295578716e-05,-2.4260262618922876,24.744649250494152
EURJPY,EUR,JPY,東京 09-15JST,1,Q10+ac<0,1359,0.00014932468378323874,-1.9643327774106742,40.017828253049274
EURJPY,EUR,JPY,東京 09-15JST,3,全BreakDown,19921,0.00026460223933494044,-2.120488319195399,170.49796261482945
EURJPY,EUR,JPY,東京 09-15JST,3,Q10,2158,-0.0012863478135474366,-1.0150197808175876,14.921483427632825
EURJPY,EUR,JPY,東京 09-15JST,3,Q10+ac>0,799,-0.001079458039275326,-1.8086721251787592,19.34312162810792
EURJPY,EUR,JPY,東京 09-15JST,3,Q10+ac<0,1359,-0.0014079849950363397,-0.10422549893164071,7.0772429201055935
EURJPY,EUR,JPY,東京 09-15JST,6,全BreakDown,19921,0.0008614059781078868,-1.8201771227428882,82.09793573291957
EURJPY,EUR,JPY,東京 09-15JST,6,Q10,2158,0.0020184638751389295,-1.0592702211936893,14.63850504907684
EURJPY,EUR,JPY,東京 09-15JST,6,Q10+ac>0,799,0.005252273873969161,-1.530904490597471,13.846757860550884
EURJPY,EUR,JPY,東京 09-15JST,6,Q10+ac<0,1359,0.0001172025145316021,-0.6719006737418738,15.045313921302416
EURJPY,EUR,JPY,東京 09-15JST,12,全BreakDown,19921,0.0007111635818122571,-2.28036774682038,56.95125865951612
EURJPY,EUR,JPY,東京 09-15JST,12,Q10,2158,0.0032619544096668613,-1.2374467440515582,10.938781158767826
EURJPY,EUR,JPY,東京 09-15JST,12,Q10+ac>0,799,0.006613686333523499,-1.7888318771641005,11.353845750069386
EURJPY,EUR,JPY,東京 09-15JST,12,Q10+ac<0,1359,0.001291362940085217,-0.6967951826834401,9.79643533116859
EURJPY,EUR,JPY,東京 09-15JST,24,全BreakDown,19921,0.0035507569355006066,2.2088422484045367,102.65467448134538
EURJPY,EUR,JPY,東京 09-15JST,24,Q10,2158,0.01257999016401583,-0.7570871475230408,6.098439335023947
EURJPY,EUR,JPY,東京 09-15JST,24,Q10+ac>0,799,0.021998045097308974,-0.43813919550382935,2.175188939641534
EURJPY,EUR,JPY,東京 09-15JST,24,Q10+ac<0,1359,0.007042811435758856,-0.9669625721260587,8.652299190166325
EURJPY,EUR,JPY,欧州 15-21JST,1,全BreakDown,20410,-8.934232670454963e-05,-0.4027203471333031,11.89930280566875
EURJPY,EUR,JPY,欧州 15-21JST,1,Q10,3167,-0.002703984442546124,-0.2875455431811722,10.187608508810499
EURJPY,EUR,JPY,欧州 15-21JST,1,Q10+ac>0,1344,-0.004955022917837572,-0.4011397932634045,7.216568787321481
EURJPY,EUR,JPY,欧州 15-21JST,1,Q10+ac<0,1823,-0.0010444146615303776,-0.18566097127577297,12.744248250510275
EURJPY,EUR,JPY,欧州 15-21JST,3,全BreakDown,20410,0.000658647336560504,12.912019897513392,684.0712371952498
EURJPY,EUR,JPY,欧州 15-21JST,3,Q10,3167,-0.004656651834206806,0.33556661856918657,18.738731698042788
EURJPY,EUR,JPY,欧州 15-21JST,3,Q10+ac>0,1344,-0.006489833858632553,-0.6578951175527421,3.2900134290632996
EURJPY,EUR,JPY,欧州 15-21JST,3,Q10+ac<0,1823,-0.0033051451743997826,0.9727328104476465,28.133457623163533
EURJPY,EUR,JPY,欧州 15-21JST,6,全BreakDown,20410,0.0007399586345227866,5.427162043836532,241.97067352031934
EURJPY,EUR,JPY,欧州 15-21JST,6,Q10,3167,-0.0074060573722409696,-0.31512082751107406,9.737889685898741
EURJPY,EUR,JPY,欧州 15-21JST,6,Q10+ac>0,1344,-0.0133042836604793,-1.0602029115378495,4.681792525593861
EURJPY,EUR,JPY,欧州 15-21JST,6,Q10+ac<0,1823,-0.003057611880528234,0.3084407988995265,13.923376021641161
EURJPY,EUR,JPY,欧州 15-21JST,12,全BreakDown,20410,0.001223979657152009,4.68533832680078,146.58524345083572
EURJPY,EUR,JPY,欧州 15-21JST,12,Q10,3167,-0.015669748280880642,-0.4777560961820787,4.494155407345
EURJPY,EUR,JPY,欧州 15-21JST,12,Q10+ac>0,1344,-0.029545792575069302,-0.8851114887688682,2.7195090560753092
EURJPY,EUR,JPY,欧州 15-21JST,12,Q10+ac<0,1823,-0.005439686003651043,-0.15917281844867787,5.797376856559424
EURJPY,EUR,JPY,欧州 15-21JST,24,全BreakDown,20410,0.001551992492703094,1.9431784311840823,57.49209116219684
EURJPY,EUR,JPY,欧州 15-21JST,24,Q10,3167,-0.023698004511851275,-0.7409276611657727,3.6927389211718644
EURJPY,EUR,JPY,欧州 15-21JST,24,Q10+ac>0,1344,-0.03521846059817792,-0.7816504424654562,3.9609833293202064
EURJPY,EUR,JPY,欧州 15-21JST,24,Q10+ac<0,1823,-0.015204590918860056,-0.6604208516713833,3.0465394242590005
EURJPY,EUR,JPY,NY   21-03JST,1,全BreakDown,20088,0.0003832294993552247,0.13833951680769524,14.810585841370937
EURJPY,EUR,JPY,NY   21-03JST,1,Q10,3557,0.00046006056134586615,-0.26196217358316753,9.034222109149217
EURJPY,EUR,JPY,NY   21-03JST,1,Q10+ac>0,1266,0.0020518380897272476,0.1607684061944168,7.15990335004572
EURJPY,EUR,JPY,NY   21-03JST,1,Q10+ac<0,2291,-0.0004195511151843954,-0.5153677706354198,10.133623100457271
EURJPY,EUR,JPY,NY   21-03JST,3,全BreakDown,20088,0.000346688659172973,-0.3466277977161365,17.763588702325418
EURJPY,EUR,JPY,NY   21-03JST,3,Q10,3557,-0.00028501455656397323,0.3469756448318038,10.99432863158666
EURJPY,EUR,JPY,NY   21-03JST,3,Q10+ac>0,1266,0.0028620348455076407,1.2621308455840565,16.16236366383678
EURJPY,EUR,JPY,NY   21-03JST,3,Q10+ac<0,2291,-0.002024064990009046,-0.3873223651309361,5.961724493645566
EURJPY,EUR,JPY,NY   21-03JST,6,全BreakDown,20088,0.00016656224143634383,-0.5567591805252307,14.670007432403981
EURJPY,EUR,JPY,NY   21-03JST,6,Q10,3557,0.001077254924300641,0.480645403363749,6.521732471095916
EURJPY,EUR,JPY,NY   21-03JST,6,Q10+ac>0,1266,0.0010822702716941966,0.7278422766698737,6.965143923618303
EURJPY,EUR,JPY,NY   21-03JST,6,Q10+ac<0,2291,0.0010744834577793654,0.33024411903652817,6.229471047200692
EURJPY,EUR,JPY,NY   21-03JST,12,全BreakDown,20088,-0.0001357784257352863,-0.34091949869610544,8.982769215133594
EURJPY,EUR,JPY,NY   21-03JST,12,Q10,3557,-0.0012474881216706516,0.1369280669883844,3.8207375869816467
EURJPY,EUR,JPY,NY   21-03JST,12,Q10+ac>0,1266,-0.0051423190666855445,0.3124456395358756,4.343215645094631
EURJPY,EUR,JPY,NY   21-03JST,12,Q10+ac<0,2291,0.0009047842381673456,0.03719445141912886,3.531963992652683
EURJPY,EUR,JPY,NY   21-03JST,24,全BreakDown,20088,-0.001808472035474627,-0.5015803019338392,6.589268890436019
EURJPY,EUR,JPY,NY   21-03JST,24,Q10,3557,-0.010162279748569446,-0.03697869375034725,3.1063326908240594
EURJPY,EUR,JPY,NY   21-03JST,24,Q10+ac>0,1266,-0.01254387214991202,-0.04864900411626181,2.952623217044718
EURJPY,EUR,JPY,NY   21-03JST,24,Q10+ac<0,2291,-0.008846218648569574,-0.03295948667193538,3.154291150486417
EURJPY,EUR,JPY,深夜 03-09JST,1,全BreakDown,18809,0.0006436620014004828,0.8838191541177326,67.40406695060273
EURJPY,EUR,JPY,深夜 03-09JST,1,Q10,1001,-0.00038897766427570236,1.7500869784492836,38.98697976051893
EURJPY,EUR,JPY,深夜 03-09JST,1,Q10+ac>0,386,0.0027188204828132467,1.4378285383380203,18.933351005662292
EURJPY,EUR,JPY,深夜 03-09JST,1,Q10+ac<0,615,-0.002339563167977059,1.9707055158135824,54.240284338070026
EURJPY,EUR,JPY,深夜 03-09JST,3,全BreakDown,18807,0.001433663062865319,-1.6447705830229395,100.12426229972728
EURJPY,EUR,JPY,深夜 03-09JST,3,Q10,1001,0.0024219870404438588,-0.8663845312977744,28.875834659833917
EURJPY,EUR,JPY,深夜 03-09JST,3,Q10+ac>0,386,0.008386172492681015,0.41691239800406565,12.602256386860132
EURJPY,EUR,JPY,深夜 03-09JST,3,Q10+ac<0,615,-0.0013213878938058026,-1.7391170741293613,39.938779402723185
EURJPY,EUR,JPY,深夜 03-09JST,6,全BreakDown,18805,0.002468719152486922,-1.5287833579136887,73.36311942847144
EURJPY,EUR,JPY,深夜 03-09JST,6,Q10,1001,0.005907628781623153,-3.092269377998226,48.11356799394005
EURJPY,EUR,JPY,深夜 03-09JST,6,Q10+ac>0,386,0.014130660042698372,-0.6098776562772857,9.5428519621114
EURJPY,EUR,JPY,深夜 03-09JST,6,Q10+ac<0,615,0.0007465067218263504,-4.64038981664917,71.5142201250126
EURJPY,EUR,JPY,深夜 03-09JST,12,全BreakDown,18802,0.004584286079689128,-1.8528781031597732,56.44815149239149
EURJPY,EUR,JPY,深夜 03-09JST,12,Q10,1001,0.017776134318831502,0.523048513940742,8.405161670949383
EURJPY,EUR,JPY,深夜 03-09JST,12,Q10+ac>0,386,0.029033323525357767,0.33643763230974677,3.152032486356079
EURJPY,EUR,JPY,深夜 03-09JST,12,Q10+ac<0,615,0.010710646459125586,0.6511558173059895,13.862001143859015
EURJPY,EUR,JPY,深夜 03-09JST,24,全BreakDown,18796,0.008939155292161122,0.3355289793342991,17.203522191451714
EURJPY,EUR,JPY,深夜 03-09JST,24,Q10,1001,0.03660275959858429,0.33464679150533955,3.916161729361664
EURJPY,EUR,JPY,深夜 03-09JST,24,Q10+ac>0,386,0.04917901052610323,0.26009193064025216,2.8224046086960595
EURJPY,EUR,JPY,深夜 03-09JST,24,Q10+ac<0,615,0.028709372837572404,0.37567225046145036,4.801849956671386
GBPJPY,GBP,JPY,東京 09-15JST,1,全BreakDown,19986,0.00038654790878327,-1.2218824147577965,161.24338895099024
GBPJPY,GBP,JPY,東京 09-15JST,1,Q10,1928,-0.0014314246167184943,-2.327578051347163,34.718361116362786
GBPJPY,GBP,JPY,東京 09-15JST,1,Q10+ac>0,712,-0.00034132232284260565,-2.942585759053749,34.39779320251477
GBPJPY,GBP,JPY,東京 09-15JST,1,Q10+ac<0,1216,-0.002069708196685298,-1.7351296477339397,33.464686172887816
GBPJPY,GBP,JPY,東京 09-15JST,3,全BreakDown,19986,0.0006828213373085071,-2.1745167608513327,152.9715654196968
GBPJPY,GBP,JPY,東京 09-15JST,3,Q10,1928,-0.0022124834018266196,-1.5167204948671624,23.96388914090339
GBPJPY,GBP,JPY,東京 09-15JST,3,Q10+ac>0,712,-0.0013388017012962532,-2.2168391466853823,28.49527761744987
GBPJPY,GBP,JPY,東京 09-15JST,3,Q10+ac<0,1216,-0.0027240470291108473,-0.3108560521294952,6.37366873736539
GBPJPY,GBP,JPY,東京 09-15JST,6,全BreakDown,19986,0.0016839316815756536,-1.6197279190060054,82.33038891349514
GBPJPY,GBP,JPY,東京 09-15JST,6,Q10,1928,0.0006951765262932565,-1.7563602930905091,23.279727104184683
GBPJPY,GBP,JPY,東京 09-15JST,6,Q10+ac>0,712,0.0040123210013392405,-2.2173168147934597,22.325580748848168
GBPJPY,GBP,JPY,東京 09-15JST,6,Q10+ac<0,1216,-0.0012470988571218274,-0.902902158612122,17.39553552139737
GBPJPY,GBP,JPY,東京 09-15JST,12,全BreakDown,19986,0.0017587510404888005,-1.9708271118375738,55.686888253016754
GBPJPY,GBP,JPY,東京 09-15JST,12,Q10,1928,-0.0030180360700292476,-2.02910536590071,18.634677562692108
GBPJPY,GBP,JPY,東京 09-15JST,12,Q10+ac>0,712,0.004039254325126257,-2.2270633234513246,17.454553402902043
GBPJPY,GBP,JPY,東京 09-15JST,12,Q10+ac<0,1216,-0.007150265314561086,-1.5475530085422604,14.08870403996432
GBPJPY,GBP,JPY,東京 09-15JST,24,全BreakDown,19986,0.003921972013178028,2.570906425538109,105.45781699879343
GBPJPY,GBP,JPY,東京 09-15JST,24,Q10,1928,0.0008986356660614783,-1.1271820945923563,8.43499795401605
GBPJPY,GBP,JPY,東京 09-15JST,24,Q10+ac>0,712,0.014491040531482107,-0.7433924777149803,5.308180656980877
GBPJPY,GBP,JPY,東京 09-15JST,24,Q10+ac<0,1216,-0.007060075077507179,-1.4749712217477873,11.129552996211926
GBPJPY,GBP,JPY,欧州 15-21JST,1,全BreakDown,20410,0.0001001507555899487,-0.5845627997978785,11.297687330697023
GBPJPY,GBP,JPY,欧州 15-21JST,1,Q10,3397,-0.001970197792547047,-0.43018800980430916,6.08014208380132
GBPJPY,GBP,JPY,欧州 15-21JST,1,Q10+ac>0,1461,-0.0020765248099068605,-0.631696424526013,3.8817402785251804
GBPJPY,GBP,JPY,欧州 15-21JST,1,Q10+ac<0,1936,-0.0018899582407068155,-0.28377377704212986,7.654219758447363
GBPJPY,GBP,JPY,欧州 15-21JST,3,全BreakDown,20410,0.00037320869987380825,11.876564720655608,596.3926031929516
GBPJPY,GBP,JPY,欧州 15-21JST,3,Q10,3397,-0.003810928230503454,0.4157384937909769,13.026015263686876
GBPJPY,GBP,JPY,欧州 15-21JST,3,Q10+ac>0,1461,-0.003027429138413602,-0.44000767650590966,2.7135201703057037
GBPJPY,GBP,JPY,欧州 15-21JST,3,Q10+ac<0,1936,-0.004402194849069194,1.0113372775913265,20.01422406275877
GBPJPY,GBP,JPY,欧州 15-21JST,6,全BreakDown,20410,0.0006459515357486199,6.922016327397791,261.92480211834203
GBPJPY,GBP,JPY,欧州 15-21JST,6,Q10,3397,-0.006931851120029964,-0.02492946141603768,7.10178260192504
GBPJPY,GBP,JPY,欧州 15-21JST,6,Q10+ac>0,1461,-0.007406061293191951,-0.4816197760368978,1.9244661704672694
GBPJPY,GBP,JPY,欧州 15-21JST,6,Q10+ac<0,1936,-0.006573989000717123,0.2985074186324519,10.681715674612672
GBPJPY,GBP,JPY,欧州 15-21JST,12,全BreakDown,20410,3.33656157634631e-05,5.0649191263527955,140.56367744731708
GBPJPY,GBP,JPY,欧州 15-21JST,12,Q10,3397,-0.012463206905554448,-0.2719518342083289,3.1612278469276553
GBPJPY,GBP,JPY,欧州 15-21JST,12,Q10+ac>0,1461,-0.016729025604509878,-0.49629910873912664,1.6027391641172546
GBPJPY,GBP,JPY,欧州 15-21JST,12,Q10+ac<0,1936,-0.009244012112592728,-0.08020755651842149,4.47648625333871
GBPJPY,GBP,JPY,欧州 15-21JST,24,全BreakDown,20410,0.0006857896653555757,2.4305123709024166,53.69393258149267
GBPJPY,GBP,JPY,欧州 15-21JST,24,Q10,3397,-0.014268982231469305,-0.09565834575165996,1.8845985054987935
GBPJPY,GBP,JPY,欧州 15-21JST,24,Q10+ac>0,1461,-0.01881578132084382,-0.12462516193327722,2.1038090209554303
GBPJPY,GBP,JPY,欧州 15-21JST,24,Q10+ac<0,1936,-0.010837745935200626,-0.06758015464267748,1.6708599447096733
GBPJPY,GBP,JPY,NY   21-03JST,1,全BreakDown,20217,0.0003108496739237914,0.02643290030540844,9.85465904875144
GBPJPY,GBP,JPY,NY   21-03JST,1,Q10,3463,-0.0010029634717640045,-0.24531088409616655,4.461343025024132
GBPJPY,GBP,JPY,NY   21-03JST,1,Q10+ac>0,1294,-0.0008829366183865408,0.0524010245457861,5.223209046977479
GBPJPY,GBP,JPY,NY   21-03JST,1,Q10+ac<0,2169,-0.0010745700869186558,-0.4260303469512131,3.993624016144069
GBPJPY,GBP,JPY,NY   21-03JST,3,全BreakDown,20217,0.0009593600135561914,-0.11576094232883455,14.21983335213465
GBPJPY,GBP,JPY,NY   21-03JST,3,Q10,3463,-0.0016058724968498106,0.21351937997396844,6.314236413160877
GBPJPY,GBP,JPY,NY   21-03JST,3,Q10+ac>0,1294,-0.005365334858378351,-0.14651807155001834,3.746576299952782
GBPJPY,GBP,JPY,NY   21-03JST,3,Q10+ac<0,2169,0.000636978722983261,0.45355157691629555,7.993695436592523
GBPJPY,GBP,JPY,NY   21-03JST,6,全BreakDown,20217,0.0020528309938073717,-0.32496333030004565,11.267306833156129
GBPJPY,GBP,JPY,NY   21-03JST,6,Q10,3463,-0.002609859603139921,0.5802568197776853,5.88366327417428
GBPJPY,GBP,JPY,NY   21-03JST,6,Q10+ac>0,1294,-0.006624640671851473,0.9880466916794771,8.717948150235692
GBPJPY,GBP,JPY,NY   21-03JST,6,Q10+ac<0,2169,-0.00021468823250241493,0.2678194674537253,3.3880018549731084
GBPJPY,GBP,JPY,NY   21-03JST,12,全BreakDown,20217,0.0026190089020741965,-0.4645309306294992,7.704237121100768
GBPJPY,GBP,JPY,NY   21-03JST,12,Q10,3463,-0.004007868782805578,0.29603766118913577,3.059835088056161
GBPJPY,GBP,JPY,NY   21-03JST,12,Q10+ac>0,1294,-0.00848584575987559,0.4827830670228718,3.755465077299638
GBPJPY,GBP,JPY,NY   21-03JST,12,Q10+ac<0,2169,-0.001336360157481191,0.16042754933111877,2.4432866310728247
GBPJPY,GBP,JPY,NY   21-03JST,24,全BreakDown,20217,0.0033805090855941983,-0.5879644853168032,5.352214598829834
GBPJPY,GBP,JPY,NY   21-03JST,24,Q10,3463,-0.011126761214388789,-0.008990825957552224,2.518143398887143
GBPJPY,GBP,JPY,NY   21-03JST,24,Q10+ac>0,1294,-0.01152622197709562,0.0919753644401219,2.733901664648478
GBPJPY,GBP,JPY,NY   21-03JST,24,Q10+ac<0,2169,-0.010888447601229442,-0.08422128919925094,2.2881606850448737
GBPJPY,GBP,JPY,深夜 03-09JST,1,全BreakDown,18976,0.0007777856406691648,1.2828991117116941,55.59833742219644
GBPJPY,GBP,JPY,深夜 03-09JST,1,Q10,1133,0.0012922883066250452,2.312998449584438,40.6957633280737
GBPJPY,GBP,JPY,深夜 03-09JST,1,Q10+ac>0,463,0.002692801476395552,1.9035429308523133,21.211638279182438
GBPJPY,GBP,JPY,深夜 03-09JST,1,Q10+ac<0,670,0.00032447099676871096,2.658008122326318,58.93892110490981
GBPJPY,GBP,JPY,深夜 03-09JST,3,全BreakDown,18974,0.001573741840564409,-0.95360605907169,48.611365941980786
GBPJPY,GBP,JPY,深夜 03-09JST,3,Q10,1133,0.001784249939023506,-0.5212188880061708,28.758794469642677
GBPJPY,GBP,JPY,深夜 03-09JST,3,Q10+ac>0,463,0.00276291493063145,0.14606107340987567,13.371646982670757
GBPJPY,GBP,JPY,深夜 03-09JST,3,Q10+ac<0,670,0.0011079486090018963,-1.048630692796606,41.302136117059206
GBPJPY,GBP,JPY,深夜 03-09JST,6,全BreakDown,18972,0.00239804165305644,-1.3768890862591754,50.05736833374443
GBPJPY,GBP,JPY,深夜 03-09JST,6,Q10,1133,-0.0003826034389115387,-2.345781098112059,36.46914458072088
GBPJPY,GBP,JPY,深夜 03-09JST,6,Q10+ac>0,463,0.0031257070847086964,-0.47682741772720183,7.248629525222318
GBPJPY,GBP,JPY,深夜 03-09JST,6,Q10+ac<0,670,-0.0028070030992640325,-3.794090096550358,59.61457362542669
GBPJPY,GBP,JPY,深夜 03-09JST,12,全BreakDown,18968,0.004028493607058348,-1.2466332674212486,34.4057841639386
GBPJPY,GBP,JPY,深夜 03-09JST,12,Q10,1133,0.006143594422367563,0.15007669460252251,7.591656633663394
GBPJPY,GBP,JPY,深夜 03-09JST,12,Q10+ac>0,463,0.012389394946635332,-0.096488251574119,2.9039095104451267
GBPJPY,GBP,JPY,深夜 03-09JST,12,Q10+ac<0,670,0.001827466597388491,0.4282942992684257,14.349776006067547
GBPJPY,GBP,JPY,深夜 03-09JST,24,全BreakDown,18962,0.007426407680244215,0.10028620952422777,18.167355781933328
GBPJPY,GBP,JPY,深夜 03-09JST,24,Q10,1133,0.02616490639680734,0.8808641946367465,8.73546685159757
GBPJPY,GBP,JPY,深夜 03-09JST,24,Q10+ac>0,463,0.03773581053785443,1.3785780759155963,9.339027952713238
GBPJPY,GBP,JPY,深夜 03-09JST,24,Q10+ac<0,670,0.018168893535158374,0.5093401622529805,8.177765916608182
AUDJPY,AUD,JPY,東京 09-15JST,1,全BreakDown,19938,0.0001911967252409833,-0.424257218114526,60.65765107824713
AUDJPY,AUD,JPY,東京 09-15JST,1,Q10,2662,-0.0017079367845326838,-1.5555137927642853,25.3256543477963
AUDJPY,AUD,JPY,東京 09-15JST,1,Q10+ac>0,1051,-0.0005627868181961792,-2.830681121691486,34.90933540947989
AUDJPY,AUD,JPY,東京 09-15JST,1,Q10+ac<0,1611,-0.002455020964929747,-0.33212661104479146,14.21525882045892
