pair,base,quote,session,horizon,group,n,mean,skew,kurt
AUDJPY,AUD,JPY,東京 09-15JST,3,全BreakDown,19938,0.0006500765302187034,-0.8154259058245779,93.27987479121288
AUDJPY,AUD,JPY,東京 09-15JST,3,Q10,2662,-0.004368971553724984,-2.814436039758971,43.17801454705442
AUDJPY,AUD,JPY,東京 09-15JST,3,Q10+ac>0,1051,-0.001447452711445079,-3.254355455618737,44.56754239405746
AUDJPY,AUD,JPY,東京 09-15JST,3,Q10+ac<0,1611,-0.006274940705330313,-2.3626010109609488,40.067847723744535
AUDJPY,AUD,JPY,東京 09-15JST,6,全BreakDown,19938,0.0020144015220141874,-1.0616466724016733,50.0592464210896
AUDJPY,AUD,JPY,東京 09-15JST,6,Q10,2662,-0.007846050960461422,-2.3297984376692336,28.858313737825874
AUDJPY,AUD,JPY,東京 09-15JST,6,Q10+ac>0,1051,-0.003207495284685765,-3.1099742517571816,34.54685512751284
AUDJPY,AUD,JPY,東京 09-15JST,6,Q10+ac<0,1611,-0.010872197462783098,-1.4119939150596224,18.991978786147662
AUDJPY,AUD,JPY,東京 09-15JST,12,全BreakDown,19938,0.002591543968652448,-1.357410062070747,32.365538249004715
AUDJPY,AUD,JPY,東京 09-15JST,12,Q10,2662,-0.013384189758623384,-2.111656445049091,17.73717918451759
AUDJPY,AUD,JPY,東京 09-15JST,12,Q10+ac>0,1051,-0.007291710446877866,-1.8006308261044817,15.248126977188036
AUDJPY,AUD,JPY,東京 09-15JST,12,Q10+ac<0,1611,-0.017358861240091127,-2.3743405130738426,19.759246970431033
AUDJPY,AUD,JPY,東京 09-15JST,24,全BreakDown,19938,0.005230371528346086,1.521837126203145,75.82784148252408
AUDJPY,AUD,JPY,東京 09-15JST,24,Q10,2662,-0.013754057599428519,-1.163638146890765,7.804318500039937
AUDJPY,AUD,JPY,東京 09-15JST,24,Q10+ac>0,1051,-0.013405448455927647,-0.6810795467667297,3.6325708172162514
AUDJPY,AUD,JPY,東京 09-15JST,24,Q10+ac<0,1611,-0.01398148665580308,-1.5241578907122693,11.039532521622132
AUDJPY,AUD,JPY,欧州 15-21JST,1,全BreakDown,20297,0.0006376061388369405,-0.20499978045484987,7.5934467359744495
AUDJPY,AUD,JPY,欧州 15-21JST,1,Q10,2793,-0.000787017038642438,-0.19097060810030164,4.499322957138296
AUDJPY,AUD,JPY,欧州 15-21JST,1,Q10+ac>0,1105,-0.003468287056840755,-0.731507929649291,3.2963370589314414
AUDJPY,AUD,JPY,欧州 15-21JST,1,Q10+ac<0,1688,0.0009681982280098965,0.20286936328799415,5.285515924826269
AUDJPY,AUD,JPY,欧州 15-21JST,3,全BreakDown,20297,0.00165011185684158,9.646522349784828,700.8550289968117
AUDJPY,AUD,JPY,欧州 15-21JST,3,Q10,2793,-0.0017851775410998288,1.5795809904704137,38.60139375000641
AUDJPY,AUD,JPY,欧州 15-21JST,3,Q10+ac>0,1105,-0.008785338686517812,-0.26661809433668815,2.4096715258361767
AUDJPY,AUD,JPY,欧州 15-21JST,3,Q10+ac<0,1688,0.0027972739196151443,2.409125171044822,52.7074168915811
AUDJPY,AUD,JPY,欧州 15-21JST,6,全BreakDown,20297,0.0014765098124985686,7.143811988465193,385.71554467276167
AUDJPY,AUD,JPY,欧州 15-21JST,6,Q10,2793,-0.006290917183580356,0.06928817144106497,16.33582620147056
AUDJPY,AUD,JPY,欧州 15-21JST,6,Q10+ac>0,1105,-0.015259205107134098,-0.2077186855757853,1.178656833697124
AUDJPY,AUD,JPY,欧州 15-21JST,6,Q10+ac<0,1688,-0.0004200888923914481,0.1787303083061109,22.491558321932217
AUDJPY,AUD,JPY,欧州 15-21JST,12,全BreakDown,20297,0.00210481796686538,6.9631497281473935,243.26210841444245
AUDJPY,AUD,JPY,欧州 15-21JST,12,Q10,2793,-0.008030001481672409,0.29573073468515004,9.102637951126018
AUDJPY,AUD,JPY,欧州 15-21JST,12,Q10+ac>0,1105,-0.025262347834488087,-0.7195765784860906,2.1290846452873877
AUDJPY,AUD,JPY,欧州 15-21JST,12,Q10+ac<0,1688,0.003250651788387613,0.9001172776564832,12.95829531934163
AUDJPY,AUD,JPY,欧州 15-21JST,24,全BreakDown,20297,0.0010713353747694994,3.4840529859191363,105.1399041908269
AUDJPY,AUD,JPY,欧州 15-21JST,24,Q10,2793,-0.01899186827662327,-0.07015654820162062,3.427256537313677
AUDJPY,AUD,JPY,欧州 15-21JST,24,Q10+ac>0,1105,-0.04739725453168166,-0.154579208336149,2.4277996222026186
AUDJPY,AUD,JPY,欧州 15-21JST,24,Q10+ac<0,1688,-0.0003971100942538795,0.09141634914467589,4.304810049384399
AUDJPY,AUD,JPY,NY   21-03JST,1,全BreakDown,20236,0.0006129022920631308,-0.9194513687942296,33.20208556635269
AUDJPY,AUD,JPY,NY   21-03JST,1,Q10,3307,-0.001404214228913924,-0.3834514192303032,3.5377068866217236
AUDJPY,AUD,JPY,NY   21-03JST,1,Q10+ac>0,1231,-0.0018016692253587927,-0.43159203702985705,3.30459594023986
AUDJPY,AUD,JPY,NY   21-03JST,1,Q10+ac<0,2076,-0.0011685364347792265,-0.3467644093257431,3.6703019895989275
AUDJPY,AUD,JPY,NY   21-03JST,3,全BreakDown,20236,0.0015148834218697118,0.10725638676530204,22.8546079056485
AUDJPY,AUD,JPY,NY   21-03JST,3,Q10,3307,-0.002264019171761515,1.3733753141232636,21.919919568786742
AUDJPY,AUD,JPY,NY   21-03JST,3,Q10+ac>0,1231,-0.002486666257743343,0.32374496663161745,10.499310106328739
AUDJPY,AUD,JPY,NY   21-03JST,3,Q10+ac<0,2076,-0.002131996742646086,1.949248616691049,28.004637205161607
AUDJPY,AUD,JPY,NY   21-03JST,6,全BreakDown,20236,0.001556055529869668,0.01900780330163432,12.204715256857412
AUDJPY,AUD,JPY,NY   21-03JST,6,Q10,3307,-0.005199485153194744,0.9650104391901646,10.104899570095597
AUDJPY,AUD,JPY,NY   21-03JST,6,Q10+ac>0,1231,-0.008528376649596766,0.4705373587020152,7.656569176465336
AUDJPY,AUD,JPY,NY   21-03JST,6,Q10+ac<0,2076,-0.0032255615346634845,1.2401751408509738,11.408231693568695
AUDJPY,AUD,JPY,NY   21-03JST,12,全BreakDown,20236,0.0010126540985171597,-0.07591407716219557,7.398817916295375
AUDJPY,AUD,JPY,NY   21-03JST,12,Q10,3307,-0.010306042854249289,0.8066297785616194,5.365822914552698
AUDJPY,AUD,JPY,NY   21-03JST,12,Q10+ac>0,1231,-0.01449015220339518,0.3645505369429262,4.177439962554499
AUDJPY,AUD,JPY,NY   21-03JST,12,Q10+ac<0,2076,-0.00782500306195709,1.0333796313705605,5.908212649159772
AUDJPY,AUD,JPY,NY   21-03JST,24,全BreakDown,20236,-0.002082499648340688,-0.31815112012080227,4.5058591458560615
AUDJPY,AUD,JPY,NY   21-03JST,24,Q10,3307,-0.014938805837490179,0.4513301266489651,3.066082267185501
AUDJPY,AUD,JPY,NY   21-03JST,24,Q10+ac>0,1231,-0.017015799452613962,0.30893081127835564,2.542582004622994
AUDJPY,AUD,JPY,NY   21-03JST,24,Q10+ac<0,2076,-0.013707216656267935,0.531161212329606,3.3501751365420898
AUDJPY,AUD,JPY,深夜 03-09JST,1,全BreakDown,18994,0.0009689099834482362,0.7251083076375866,31.12458359177596
AUDJPY,AUD,JPY,深夜 03-09JST,1,Q10,1216,0.00020667705657668398,1.5897263266448245,21.52853823025908
AUDJPY,AUD,JPY,深夜 03-09JST,1,Q10+ac>0,496,0.002278994263245288,1.774950121096511,16.215937558629197
AUDJPY,AUD,JPY,深夜 03-09JST,1,Q10+ac<0,720,-0.0012209192413505769,1.3528977099774073,26.83487882806788
AUDJPY,AUD,JPY,深夜 03-09JST,3,全BreakDown,18992,0.0016905495937112262,-1.4459087245158182,70.29160404252539
AUDJPY,AUD,JPY,深夜 03-09JST,3,Q10,1216,1.4745610048918034e-05,-0.08587163384031267,15.488477482547879
AUDJPY,AUD,JPY,深夜 03-09JST,3,Q10+ac>0,496,0.0035831798205609227,1.2162096439276124,11.668530871508862
AUDJPY,AUD,JPY,深夜 03-09JST,3,Q10+ac<0,720,-0.002443509068303794,-1.2371597962481902,18.6926779472488
AUDJPY,AUD,JPY,深夜 03-09JST,6,全BreakDown,18991,0.0021902252223319125,-1.9030890481348661,54.916882139641466
AUDJPY,AUD,JPY,深夜 03-09JST,6,Q10,1216,0.0007247176572815798,-1.3892177531052454,18.168936562183607
AUDJPY,AUD,JPY,深夜 03-09JST,6,Q10+ac>0,496,0.007102195004769145,0.23178160240013707,6.665032367278439
AUDJPY,AUD,JPY,深夜 03-09JST,6,Q10+ac<0,720,-0.003668655626543185,-2.496764637747075,25.740822866413176
AUDJPY,AUD,JPY,深夜 03-09JST,12,全BreakDown,18986,0.002162417140886392,-1.6188333561870027,32.36884160483837
AUDJPY,AUD,JPY,深夜 03-09JST,12,Q10,1216,0.0021026272470507303,-0.032876973343305804,4.909694413669661
AUDJPY,AUD,JPY,深夜 03-09JST,12,Q10+ac>0,496,0.006260476752802507,-0.12937401455149755,3.0556500209205586
AUDJPY,AUD,JPY,深夜 03-09JST,12,Q10+ac<0,720,-0.0007616690791338298,0.044557119654625575,6.614494160420261
AUDJPY,AUD,JPY,深夜 03-09JST,24,全BreakDown,18979,0.007374196205972324,0.07311483936108001,17.7480991614599
AUDJPY,AUD,JPY,深夜 03-09JST,24,Q10,1216,0.019847885158224724,0.02227666918764558,7.526974903421907
AUDJPY,AUD,JPY,深夜 03-09JST,24,Q10+ac>0,496,0.04139021544722465,1.0374378241847122,9.602958553769664
AUDJPY,AUD,JPY,深夜 03-09JST,24,Q10+ac<0,720,0.005007613181358105,-0.6882103330901395,5.824039043518276
NZDJPY,NZD,JPY,東京 09-15JST,1,全BreakDown,20109,0.0005189502395920378,-0.08182902244768947,78.08130696440125
NZDJPY,NZD,JPY,東京 09-15JST,1,Q10,2600,0.0004410651383446552,-0.7741729912555095,15.628402285414218
NZDJPY,NZD,JPY,東京 09-15JST,1,Q10+ac>0,994,0.00030593983159839656,-2.0701141760445916,26.644179208442047
NZDJPY,NZD,JPY,東京 09-15JST,1,Q10+ac<0,1606,0.0005246981115113934,0.17645970685757242,6.9872281921302335
NZDJPY,NZD,JPY,東京 09-15JST,3,全BreakDown,20109,0.0009730545110989405,-0.5070053458124271,80.16013245748192
NZDJPY,NZD,JPY,東京 09-15JST,3,Q10,2600,0.0012665959787190508,-0.6176709907894604,44.71903902045994
NZDJPY,NZD,JPY,東京 09-15JST,3,Q10+ac>0,994,0.005096877603571119,2.411453869843545,52.98894656411158
NZDJPY,NZD,JPY,東京 09-15JST,3,Q10+ac<0,1606,-0.0011040764590785563,-2.580848811848813,38.964852128717155
NZDJPY,NZD,JPY,東京 09-15JST,6,全BreakDown,20109,0.002105362888802868,-0.4131564337962136,42.20841949445751
NZDJPY,NZD,JPY,東京 09-15JST,6,Q10,2600,0.003428756032086284,-1.282490226166132,28.346108340284577
NZDJPY,NZD,JPY,東京 09-15JST,6,Q10+ac>0,994,0.013659165079651241,0.792806741788094,22.556480287688576
NZDJPY,NZD,JPY,東京 09-15JST,6,Q10+ac<0,1606,-0.0029031409749371083,-2.590645602059232,31.68401322868568
NZDJPY,NZD,JPY,東京 09-15JST,12,全BreakDown,20109,0.0028734201766952893,-0.9194685163727662,28.423134175652386
NZDJPY,NZD,JPY,東京 09-15JST,12,Q10,2600,0.0016491948806731092,-1.6022774828597002,18.8846333475175
NZDJPY,NZD,JPY,東京 09-15JST,12,Q10+ac>0,994,0.011362779558743765,-0.43569540298264364,13.411087100829565
NZDJPY,NZD,JPY,東京 09-15JST,12,Q10+ac<0,1606,-0.004362824527796522,-2.2294432180138255,21.529920037967667
NZDJPY,NZD,JPY,東京 09-15JST,24,全BreakDown,20109,0.0032523371470874643,-0.5213223293270657,28.251324267369174
NZDJPY,NZD,JPY,東京 09-15JST,24,Q10,2600,0.0016074207541813322,-0.7892960572927991,8.63105491092532
NZDJPY,NZD,JPY,東京 09-15JST,24,Q10+ac>0,994,0.01898011709670919,-0.178385707577197,5.212492148120203
NZDJPY,NZD,JPY,東京 09-15JST,24,Q10+ac<0,1606,-0.009145045101654713,-1.2207308867837061,10.955575690419412
NZDJPY,NZD,JPY,欧州 15-21JST,1,全BreakDown,20470,0.0008774093531279857,-0.3457224382151109,7.659358733914521
NZDJPY,NZD,JPY,欧州 15-21JST,1,Q10,2804,0.00035081854352619115,-0.39424437559629666,6.294946290283777
NZDJPY,NZD,JPY,欧州 15-21JST,1,Q10+ac>0,1096,-0.0008532062638596947,-1.2060847706452524,7.33677328199038
NZDJPY,NZD,JPY,欧州 15-21JST,1,Q10+ac<0,1708,0.0011234246260173682,0.20656187894572267,5.384694567409859
NZDJPY,NZD,JPY,欧州 15-21JST,3,全BreakDown,20470,0.0021254811015086112,2.9704196394884352,134.02301364951109
NZDJPY,NZD,JPY,欧州 15-21JST,3,Q10,2804,0.0014738695135438034,0.5578936921195046,15.818916734457463
NZDJPY,NZD,JPY,欧州 15-21JST,3,Q10+ac>0,1096,-0.0023925037599994287,-0.5337331028378102,2.8328135966788066
NZDJPY,NZD,JPY,欧州 15-21JST,3,Q10+ac<0,1708,0.003954867820220256,1.1469824208786021,22.352749122718997
NZDJPY,NZD,JPY,欧州 15-21JST,6,全BreakDown,20470,0.0024962251169168945,0.9961392719765879,56.02133852339788
NZDJPY,NZD,JPY,欧州 15-21JST,6,Q10,2804,0.0006406923162367436,0.11789066589007843,12.52140938793192
NZDJPY,NZD,JPY,欧州 15-21JST,6,Q10+ac>0,1096,-0.008174437989401703,-0.4966248699487195,2.3348661027543693
NZDJPY,NZD,JPY,欧州 15-21JST,6,Q10+ac<0,1708,0.006297239631798652,0.3897862400032574,16.66121058672254
NZDJPY,NZD,JPY,欧州 15-21JST,12,全BreakDown,20470,0.0038525350546716407,1.5321702925736205,45.17334946882345
NZDJPY,NZD,JPY,欧州 15-21JST,12,Q10,2804,0.0010722874478857921,0.08344774405006222,4.965150005833413
NZDJPY,NZD,JPY,欧州 15-21JST,12,Q10+ac>0,1096,-0.007734522144856301,-0.36791271023088845,1.6328602334964817
NZDJPY,NZD,JPY,欧州 15-21JST,12,Q10+ac<0,1708,0.006723495476952144,0.30623996599631587,6.466603953326869
NZDJPY,NZD,JPY,欧州 15-21JST,24,全BreakDown,20470,0.0055493114569029325,0.8915063359757965,21.859237688964143
NZDJPY,NZD,JPY,欧州 15-21JST,24,Q10,2804,-0.005995087086425888,-0.09355285560937755,2.0060324455922673
NZDJPY,NZD,JPY,欧州 15-21JST,24,Q10+ac>0,1096,-0.02030122272321372,-0.008099304867764855,1.9410593521338386
NZDJPY,NZD,JPY,欧州 15-21JST,24,Q10+ac<0,1708,0.003184962479100729,-0.14700547684667195,2.0728466146547566
NZDJPY,NZD,JPY,NY   21-03JST,1,全BreakDown,20301,0.0006054855140360971,-1.018670828292804,31.660119799429353
NZDJPY,NZD,JPY,NY   21-03JST,1,Q10,3230,0.0003837716961346639,-0.3123348202668187,3.564489574693029
NZDJPY,NZD,JPY,NY   21-03JST,1,Q10+ac>0,1218,0.001387372859591209,-0.4161696593715929,3.482073143416736
NZDJPY,NZD,JPY,NY   21-03JST,1,Q10+ac<0,2012,-0.00022377612548067998,-0.23943983845837274,3.5938565645477922
NZDJPY,NZD,JPY,NY   21-03JST,3,全BreakDown,20301,0.0015838711720489148,-0.060286043919387376,17.815503763907
NZDJPY,NZD,JPY,NY   21-03JST,3,Q10,3230,0.001653048625843017,0.7877995257528698,18.283230997710696
NZDJPY,NZD,JPY,NY   21-03JST,3,Q10+ac>0,1218,0.005815408385314564,0.7348516594842389,8.996242005609792
NZDJPY,NZD,JPY,NY   21-03JST,3,Q10+ac<0,2012,-0.0008667099164215672,0.8191556795454507,24.849755575576516
NZDJPY,NZD,JPY,NY   21-03JST,6,全BreakDown,20301,0.0012253840993618902,-0.2945498511032408,12.389821461794257
NZDJPY,NZD,JPY,NY   21-03JST,6,Q10,3230,0.00167894028115514,0.6182950987530851,10.103488859000393
NZDJPY,NZD,JPY,NY   21-03JST,6,Q10+ac>0,1218,0.0060501137023503,1.1210422221879337,8.424652917887272
NZDJPY,NZD,JPY,NY   21-03JST,6,Q10+ac<0,2012,-0.0009672273267055482,0.22776372838526612,11.277845308740945
NZDJPY,NZD,JPY,NY   21-03JST,12,全BreakDown,20301,0.000911635490864827,-0.36713830067856307,9.514250644233046
NZDJPY,NZD,JPY,NY   21-03JST,12,Q10,3230,-0.0009118709750401379,0.3386083062233882,4.912610285521125
NZDJPY,NZD,JPY,NY   21-03JST,12,Q10+ac>0,1218,-0.0008382809381342997,0.552188156080882,3.758028216115328
NZDJPY,NZD,JPY,NY   21-03JST,12,Q10+ac<0,2012,-0.0009564200132863166,0.20395738393634608,5.647522356153766
NZDJPY,NZD,JPY,NY   21-03JST,24,全BreakDown,20301,-0.003608259171797373,-0.5941624951315696,6.299956489350093
NZDJPY,NZD,JPY,NY   21-03JST,24,Q10,3230,-0.004371549594333995,0.10616927889635121,2.57604886510231
NZDJPY,NZD,JPY,NY   21-03JST,24,Q10+ac>0,1218,0.009137632025926509,0.11731636300220773,2.2194240268306586
NZDJPY,NZD,JPY,NY   21-03JST,24,Q10+ac<0,2012,-0.012549573060276986,0.09298017590771916,2.8207578894784824
NZDJPY,NZD,JPY,深夜 03-09JST,1,全BreakDown,19091,0.0010200189304367742,1.005959555404122,32.96110936590475
NZDJPY,NZD,JPY,深夜 03-09JST,1,Q10,1419,-0.0006076495979425739,1.9840052464748004,28.258520680490037
NZDJPY,NZD,JPY,深夜 03-09JST,1,Q10+ac>0,582,-0.001080003171525716,2.075781338149747,20.587313158670046
NZDJPY,NZD,JPY,深夜 03-09JST,1,Q10+ac<0,837,-0.00027920302706397324,1.8956441414286185,35.298207703445875
NZDJPY,NZD,JPY,深夜 03-09JST,3,全BreakDown,19089,0.0015007079216724944,-1.691669294888533,52.00809171051197
NZDJPY,NZD,JPY,深夜 03-09JST,3,Q10,1419,-0.0018312033626864223,-0.4648847901797662,18.228986457871404
NZDJPY,NZD,JPY,深夜 03-09JST,3,Q10+ac>0,582,-0.0009103548496590793,0.5271585044736057,8.250801312896327
NZDJPY,NZD,JPY,深夜 03-09JST,3,Q10+ac<0,837,-0.0024715066298093805,-1.175522947447038,25.40170584950173
NZDJPY,NZD,JPY,深夜 03-09JST,6,全BreakDown,19087,0.0023128305980301897,-1.178722317876293,30.203251880017667
NZDJPY,NZD,JPY,深夜 03-09JST,6,Q10,1419,-0.00242453457823107,-1.4316288472171907,22.291151424223894
NZDJPY,NZD,JPY,深夜 03-09JST,6,Q10+ac>0,582,-0.0008170715815818626,0.12533314855685945,5.4398617419740045
NZDJPY,NZD,JPY,深夜 03-09JST,6,Q10+ac<0,837,-0.003542268704933387,-2.5691102791388967,34.703915580457604
NZDJPY,NZD,JPY,深夜 03-09JST,12,全BreakDown,19084,0.0020297934861793023,-1.1857385039596295,20.934462142437795
NZDJPY,NZD,JPY,深夜 03-09JST,12,Q10,1419,-0.004657408413626055,0.09719799018392257,4.39340431198729
NZDJPY,NZD,JPY,深夜 03-09JST,12,Q10+ac>0,582,0.0035374844164686755,0.141324373558073,1.6519823475450401
NZDJPY,NZD,JPY,深夜 03-09JST,12,Q10+ac<0,837,-0.010355649306236732,0.01870360729956519,7.368403480726695
NZDJPY,NZD,JPY,深夜 03-09JST,24,全BreakDown,19077,0.006548141620306947,-0.029992510369530483,10.73420644460732
NZDJPY,NZD,JPY,深夜 03-09JST,24,Q10,1419,0.018819967592191025,-0.0738762142079255,4.030957564034255
NZDJPY,NZD,JPY,深夜 03-09JST,24,Q10+ac>0,582,0.0251683566617867,-0.18691572537125836,3.7226292464515893
NZDJPY,NZD,JPY,深夜 03-09JST,24,Q10+ac<0,837,0.014405675550966794,-0.00814330031408144,4.058488704623307
CHFJPY,CHF,JPY,東京 09-15JST,1,全BreakDown,19983,0.0005814493924367887,-1.3620438341955117,273.1499057489092
CHFJPY,CHF,JPY,東京 09-15JST,1,Q10,2256,0.0007393541680638224,-2.2949633416189656,33.40808762447673
CHFJPY,CHF,JPY,東京 09-15JST,1,Q10+ac>0,805,-0.0011833478120786643,-3.563524333905737,42.94674248423962
CHFJPY,CHF,JPY,東京 09-15JST,1,Q10+ac<0,1451,0.001806049615351694,-0.24603658661967312,4.4897756117304475
CHFJPY,CHF,JPY,東京 09-15JST,3,全BreakDown,19983,0.0006844403159228052,-3.670376495950055,224.161139723672
CHFJPY,CHF,JPY,東京 09-15JST,3,Q10,2256,-0.00021739573090463337,-1.4031249808197583,19.62355359040311
CHFJPY,CHF,JPY,東京 09-15JST,3,Q10+ac>0,805,-0.0059867539844213925,-1.9289265430822602,23.432788242040665
CHFJPY,CHF,JPY,東京 09-15JST,3,Q10+ac<0,1451,0.002983385381487503,-0.432979396668657,5.5217386350277256
CHFJPY,CHF,JPY,東京 09-15JST,6,全BreakDown,19983,0.0011191809054917853,-2.138547027742214,97.60788509814655
CHFJPY,CHF,JPY,東京 09-15JST,6,Q10,2256,0.0022940910021263957,-0.7878584200687445,16.92390790329213
CHFJPY,CHF,JPY,東京 09-15JST,6,Q10+ac>0,805,-0.004577590511483084,-0.9678154693640673,16.7135699527635
CHFJPY,CHF,JPY,東京 09-15JST,6,Q10+ac<0,1451,0.0061064298156726605,-0.4151808050386241,12.817880266118156
CHFJPY,CHF,JPY,東京 09-15JST,12,全BreakDown,19983,0.0021594671986738486,-1.8435269050161873,61.87456354992223
CHFJPY,CHF,JPY,東京 09-15JST,12,Q10,2256,0.003207470089812166,-1.0485194883578977,14.684979625631044
CHFJPY,CHF,JPY,東京 09-15JST,12,Q10+ac>0,805,-0.0027521223376004295,-1.2073495595620245,13.540104156605043
CHFJPY,CHF,JPY,東京 09-15JST,12,Q10+ac<0,1451,0.006513791181519358,-0.686152386117517,12.167409068317925
CHFJPY,CHF,JPY,東京 09-15JST,24,全BreakDown,19983,0.004827399044399892,-0.9442279512660426,39.93328234587653
CHFJPY,CHF,JPY,東京 09-15JST,24,Q10,2256,0.0010160845763435428,-0.6133728316108765,8.045485191288082
CHFJPY,CHF,JPY,東京 09-15JST,24,Q10+ac>0,805,-0.004878122821893399,0.21365145443198139,3.7053770872894836
CHFJPY,CHF,JPY,東京 09-15JST,24,Q10+ac<0,1451,0.004286130720782371,-1.3549824845312533,12.316600490149904
CHFJPY,CHF,JPY,欧州 15-21JST,1,全BreakDown,20530,0.000422954271929408,-0.31338616207822806,11.036870235410023
CHFJPY,CHF,JPY,欧州 15-21JST,1,Q10,3099,0.000538264289880063,-0.0044203660195724385,8.830171246380223
CHFJPY,CHF,JPY,欧州 15-21JST,1,Q10+ac>0,1262,0.000964231300192003,-0.39517542334647315,5.197188010182018
CHFJPY,CHF,JPY,欧州 15-21JST,1,Q10+ac<0,1837,0.0002456293595514468,0.2772183575185425,11.508845208558308
CHFJPY,CHF,JPY,欧州 15-21JST,3,全BreakDown,20530,0.0015222066107172623,1.5622922058085038,58.716784548343874
CHFJPY,CHF,JPY,欧州 15-21JST,3,Q10,3099,0.0009538780733157044,1.7903462381408368,35.73173767242133
CHFJPY,CHF,JPY,欧州 15-21JST,3,Q10+ac>0,1262,0.003758773336153734,3.297055812338691,59.82780147286405
CHFJPY,CHF,JPY,欧州 15-21JST,3,Q10+ac<0,1837,-0.000973055961361265,0.6578780940506396,16.89317568538667
CHFJPY,CHF,JPY,欧州 15-21JST,6,全BreakDown,20530,0.0020946284953633617,0.3094096232115516,23.95614874417972
CHFJPY,CHF,JPY,欧州 15-21JST,6,Q10,3099,0.0002684633749242338,0.30468191868455413,11.778250877320762
CHFJPY,CHF,JPY,欧州 15-21JST,6,Q10+ac>0,1262,0.0020182677647473403,0.5229779347185269,11.636396889840988
CHFJPY,CHF,JPY,欧州 15-21JST,6,Q10+ac<0,1837,-0.0009336341427441166,0.15097743631150967,11.868249365510476
CHFJPY,CHF,JPY,欧州 15-21JST,12,全BreakDown,20530,0.0030668208545954266,0.5081191622592299,16.6094856857126
CHFJPY,CHF,JPY,欧州 15-21JST,12,Q10,3099,0.0010501377437926538,0.09479197557265148,6.7320528817418275
CHFJPY,CHF,JPY,欧州 15-21JST,12,Q10+ac>0,1262,0.002863146809003502,0.12754606171359134,7.216884034316433
CHFJPY,CHF,JPY,欧州 15-21JST,12,Q10+ac<0,1837,-0.000195380732144249,0.06049756765907828,6.0897322451296745
CHFJPY,CHF,JPY,欧州 15-21JST,24,全BreakDown,20530,0.004032638626327109,-0.01081124298179584,8.814948552676356
CHFJPY,CHF,JPY,欧州 15-21JST,24,Q10,3099,0.003032690074833403,-0.29725290574951885,3.257039880225139
CHFJPY,CHF,JPY,欧州 15-21JST,24,Q10+ac>0,1262,-0.0010372552389381737,-0.6871528259167156,3.2891114537074344
CHFJPY,CHF,JPY,欧州 15-21JST,24,Q10+ac<0,1837,0.005828700410151707,0.08993318646882649,3.012824736119992
CHFJPY,CHF,JPY,NY   21-03JST,1,全BreakDown,20298,0.0006412227212068235,0.3673069234663576,22.303009250086546
CHFJPY,CHF,JPY,NY   21-03JST,1,Q10,3387,0.0004701956637511455,0.9310906531794294,24.009096527426347
CHFJPY,CHF,JPY,NY   21-03JST,1,Q10+ac>0,1259,0.001019531283472327,2.1852501655512726,34.12388593327055
CHFJPY,CHF,JPY,NY   21-03JST,1,Q10+ac<0,2128,0.0001451892985119692,-0.6207744250623466,5.012503404491884
CHFJPY,CHF,JPY,NY   21-03JST,3,全BreakDown,20298,0.0011797055166683518,0.09031945642921235,21.41427949114973
CHFJPY,CHF,JPY,NY   21-03JST,3,Q10,3387,0.0005878758165525021,1.1391048005299333,15.742246880282586
CHFJPY,CHF,JPY,NY   21-03JST,3,Q10+ac>0,1259,0.000600619921396173,0.9269218612226547,11.629741555804234
CHFJPY,CHF,JPY,NY   21-03JST,3,Q10+ac<0,2128,0.0005803359537714013,1.2933459398088032,18.868030626530945
CHFJPY,CHF,JPY,NY   21-03JST,6,全BreakDown,20298,0.0024961764056339263,-0.37706588239701583,16.401123863321054
CHFJPY,CHF,JPY,NY   21-03JST,6,Q10,3387,-0.0004280255768662514,0.7151067542079635,8.328979953026549
CHFJPY,CHF,JPY,NY   21-03JST,6,Q10+ac>0,1259,-0.0032951819890859302,0.4841043140843992,5.408311288446292
CHFJPY,CHF,JPY,NY   21-03JST,6,Q10+ac<0,2128,0.0012682854771678535,0.869749406277632,10.280586997263635
CHFJPY,CHF,JPY,NY   21-03JST,12,全BreakDown,20298,0.0030151476729426492,-0.4637234055304926,10.734523411472601
CHFJPY,CHF,JPY,NY   21-03JST,12,Q10,3387,-0.0029793636004773302,0.22118717090326837,4.709357827285964
CHFJPY,CHF,JPY,NY   21-03JST,12,Q10+ac>0,1259,-0.010514226202408761,-0.11985416138082111,2.58124064890331
CHFJPY,CHF,JPY,NY   21-03JST,12,Q10+ac<0,2128,0.0014785273844059763,0.531054785269605,6.46931896168439
CHFJPY,CHF,JPY,NY   21-03JST,24,全BreakDown,20298,0.0031193380364442753,-0.76217562369482,9.468862674927543
CHFJPY,CHF,JPY,NY   21-03JST,24,Q10,3387,-0.011173471046444814,-0.51633034919972,6.5735960371952
CHFJPY,CHF,JPY,NY   21-03JST,24,Q10+ac>0,1259,-0.030605795500682476,-1.1769161406598396,6.659256475421996
